geoid10,POP10,long,lat
170317403002003,186,-87.70473,41.6979
170317505002005,92,-87.67821,41.68317
170317505002003,0,-87.67696,41.68429
170317505001002,175,-87.67931,41.69131
170317503002014,89,-87.68218,41.69294
170317205001001,39,-87.68749,41.70565
170317205002040,0,-87.68695,41.7017
170317401002003,38,-87.69853,41.70164
170316408001003,0,-87.74045,41.77822
170316404002016,16,-87.79062,41.78333
170315610004015,52,-87.79349,41.78574
170317005012014,13,-87.67998,41.74615
170317113002014,0,-87.67029,41.73264
170317201003004,58,-87.67211,41.72564
170317201003010,83,-87.66604,41.72497
170317001002000,0,-87.67842,41.75373
170316610003016,30,-87.68646,41.75867
170317005012002,0,-87.68165,41.74966
170315609001003,42,-87.78414,41.79874
170317206002009,35,-87.67935,41.70184
170317502002004,83,-87.67069,41.69737
170317306002061,57,-87.65229,41.70797
170316714001021,0,-87.67561,41.77478
170316814002007,43,-87.65317,41.76393
170316814003014,47,-87.64821,41.75901
170318388002109,0,-87.56475,41.67118
170318388002104,0,-87.5686,41.67117
170318388002099,0,-87.5686,41.67284
170318388002106,0,-87.59216,41.70104
170316610005017,45,-87.69137,41.76004
170316609003038,0,-87.70739,41.76796
170316503011019,68,-87.73155,41.77583
170316401001008,0,-87.73981,41.78422
170319801001001,0,-87.73914,41.78766
170316403004017,18,-87.76939,41.78421
170316404002051,29,-87.78837,41.77987
170315610003020,49,-87.79102,41.78577
170315610004009,75,-87.79324,41.78758
170316604002003,93,-87.70685,41.78187
170318350004014,62,-87.69036,41.7794
170316606001013,96,-87.6863,41.77648
170316608001003,78,-87.68565,41.77468
170316606002005,103,-87.68819,41.77804
170316501001017,107,-87.71674,41.78262
170316501004004,92,-87.71926,41.78486
170316204003011,90,-87.72176,41.78664
170315602002006,0,-87.74528,41.8116
170318208003057,0,-87.75373,41.81037
170315608003015,6,-87.77518,41.79405
170314914003022,8,-87.6174,41.68557
170315306003032,32,-87.61972,41.67389
170315305021008,27,-87.62931,41.66976
170315501004015,39,-87.54928,41.65277
170315502002126,44,-87.55169,41.6546
170315502001000,0,-87.55689,41.66804
170315303004010,60,-87.65696,41.68215
170317501003016,0,-87.66017,41.69353
170317505003056,32,-87.67262,41.68481
170317505003050,138,-87.6678,41.68587
170318220001000,137,-87.72531,41.73218
170318220003005,44,-87.73886,41.73406
170318211023013,25,-87.74219,41.73862
170317201002026,35,-87.67709,41.7274
170317112004019,20,-87.67236,41.74318
170317113002016,66,-87.66701,41.73126
170317201002024,54,-87.67539,41.72742
170317303001012,20,-87.66572,41.72685
170317303001004,60,-87.66501,41.72934
170317112004062,36,-87.67073,41.73819
170316610005011,85,-87.69204,41.76182
170316609003039,0,-87.70565,41.76792
170316609003026,74,-87.69213,41.76546
170316609003023,52,-87.69218,41.76706
170316501001016,92,-87.71439,41.78266
170316604004002,75,-87.71178,41.78544
170316309002014,0,-87.71299,41.78702
170316603023000,32,-87.69786,41.78611
170316604001000,74,-87.70363,41.78534
170318350004004,106,-87.69013,41.7819
170318350004003,108,-87.6895,41.7819
170316204003012,93,-87.71929,41.78667
170316202001001,29,-87.72445,41.79619
170315602001007,27,-87.75146,41.81215
170315703003015,72,-87.72984,41.80171
170315702001018,53,-87.72876,41.80895
170315705001018,0,-87.72587,41.79935
170315609001020,31,-87.78398,41.79349
170317402001003,182,-87.71475,41.70755
170317503002002,56,-87.68282,41.69452
170317503002019,48,-87.68482,41.69291
170317205002021,47,-87.68495,41.70363
170317401001002,19,-87.69989,41.70665
170316203006002,83,-87.7372,41.79285
170318352001059,0,-87.73975,41.79395
170318352001012,65,-87.74631,41.79947
170318352001023,21,-87.75235,41.79804
170318352001046,4,-87.74191,41.79629
170315608001031,0,-87.76378,41.79404
170315611002012,30,-87.76787,41.78643
170316403006015,82,-87.77495,41.78055
170316404002018,35,-87.78819,41.78337
170315610005006,86,-87.79452,41.78938
170315610005007,43,-87.79544,41.78937
170317201001020,47,-87.67906,41.72189
170318212001000,0,-87.66154,41.67663
170317505004032,0,-87.66234,41.68015
170315305031031,39,-87.63921,41.6597
170317505004030,49,-87.6703,41.67842
170318220003003,14,-87.73685,41.73416
170318209022026,40,-87.74201,41.75005
170317004022004,0,-87.71188,41.737
170317004022020,36,-87.71541,41.73656
170317003024054,32,-87.72569,41.73504
170317003021028,43,-87.73298,41.73492
170317002002011,62,-87.73832,41.74945
170317303001017,64,-87.6637,41.72573
170316608004012,34,-87.69627,41.77201
170316609003040,0,-87.70216,41.768
170316503013010,63,-87.72427,41.77751
170315611001005,62,-87.76555,41.78992
170318233044011,10,-87.71215,41.6816
170317402002007,83,-87.71888,41.70113
170317402002001,178,-87.71275,41.70052
170317403004007,58,-87.71265,41.69797
170317504001015,60,-87.68783,41.689
170317503003003,75,-87.69051,41.69626
170318388002166,0,-87.56725,41.67286
170318388002161,0,-87.5699,41.67518
170318388002150,0,-87.57034,41.67893
170318388002133,0,-87.56859,41.68354
170318388002131,0,-87.56602,41.68358
170315003002007,0,-87.60883,41.69144
170314914001003,33,-87.6116,41.69209
170315003001011,98,-87.6068,41.69001
170315003002004,42,-87.60751,41.69169
170314914003021,27,-87.61776,41.68649
170314914002027,0,-87.6211,41.68578
170315301002025,3,-87.62089,41.68032
170315302002000,60,-87.623,41.67894
170317003013017,152,-87.73363,41.74335
170317004022022,46,-87.71311,41.73705
170317004022002,25,-87.71504,41.7393
170317002002002,191,-87.73595,41.75086
170317003013000,29,-87.73218,41.74903
170316505003026,0,-87.74096,41.7598
170316403006011,54,-87.77564,41.78237
170316403006009,46,-87.77684,41.78234
170316404001009,106,-87.78395,41.78344
170315610003011,40,-87.79055,41.78945
170315610004002,27,-87.79244,41.791
170317105003007,68,-87.67033,41.74753
170317303001000,63,-87.66462,41.73185
170317302011005,0,-87.66246,41.72577
170317112003005,31,-87.67016,41.74025
170316610002004,52,-87.6797,41.76178
170316720004002,124,-87.67734,41.76372
170316610001000,0,-87.67908,41.7666
170316720004012,0,-87.67053,41.75774
170316610004007,51,-87.68718,41.76349
170317402004013,84,-87.70431,41.7034
170316609003034,57,-87.68908,41.76574
170316503021011,0,-87.71304,41.77746
170315305013014,38,-87.63298,41.67154
170315501001069,39,-87.53776,41.65275
170315501001084,0,-87.53027,41.65663
170315501001037,6,-87.53716,41.65573
170315502002124,0,-87.55162,41.65642
170315501006033,52,-87.54683,41.65459
170317506004040,26,-87.65721,41.68666
170317501003035,0,-87.66042,41.69353
170317501003005,46,-87.65878,41.69719
170317505003000,21,-87.6629,41.69156
170317505003003,0,-87.66737,41.69163
170318217003039,0,-87.71185,41.71246
170317003024034,0,-87.72765,41.73933
170317002004006,116,-87.7305,41.75209
170316505003022,2,-87.72908,41.76048
170317003011006,106,-87.73096,41.74583
170317003024032,39,-87.72799,41.74092
170317003024029,30,-87.72621,41.74096
170318209011035,0,-87.74419,41.76468
170317005022011,93,-87.7009,41.73946
170316606005017,89,-87.70032,41.77627
170316609003014,56,-87.69041,41.76937
170316502002007,97,-87.72743,41.78134
170315705002014,52,-87.73619,41.79948
170315705002023,0,-87.73745,41.79996
170316403006006,104,-87.77601,41.78359
170315609006014,32,-87.79619,41.79329
170315609006012,57,-87.79744,41.79326
170315502002098,0,-87.57189,41.64975
170318388002218,0,-87.58393,41.66037
170315301001022,155,-87.61519,41.68294
170315306001022,37,-87.61837,41.66439
170317503001022,22,-87.68183,41.69621
170317204002018,52,-87.68886,41.71087
170317204002003,22,-87.69109,41.71333
170317004023012,35,-87.71063,41.7403
170317004021000,87,-87.71305,41.74096
170317003024002,31,-87.72348,41.74191
170317004021018,0,-87.72129,41.73989
170317002003002,93,-87.71939,41.75391
170317002001020,22,-87.72116,41.7516
170317002001009,63,-87.72135,41.75604
170317002001001,4,-87.71921,41.75703
170317004012031,39,-87.72024,41.74519
170317005014041,24,-87.69548,41.74281
170317203003007,0,-87.68151,41.71224
170317104006018,0,-87.67374,41.75045
170317112003018,4,-87.66734,41.73599
170317302014020,64,-87.66252,41.72761
170317306001005,43,-87.65904,41.71269
170317302014006,0,-87.6624,41.73211
170316720004010,45,-87.67493,41.76021
170316715002016,0,-87.67805,41.76654
170316607002018,0,-87.67912,41.76928
170316609002016,78,-87.68541,41.7658
170316609002012,84,-87.68786,41.76576
170316501002020,0,-87.71284,41.77976
170316608003003,142,-87.69297,41.77453
170316606004012,106,-87.69607,41.77634
170316502002004,76,-87.72557,41.78135
170315304001033,41,-87.65115,41.67131
170318214012000,19,-87.65201,41.67015
170315305033046,12,-87.63504,41.66101
170317402002003,176,-87.71519,41.70048
170317403003001,37,-87.70798,41.6942
170317004023004,51,-87.71064,41.74121
170317002001015,0,-87.71316,41.75198
170317004013032,47,-87.71804,41.74247
170317005014032,19,-87.69709,41.74533
170317005022002,44,-87.70074,41.74184
170316203006010,87,-87.73502,41.79036
170315603001034,53,-87.7495,41.8048
170315607002024,67,-87.75665,41.79769
170315608002027,198,-87.77068,41.7936
170316403003003,111,-87.77992,41.7844
170315610003005,66,-87.78842,41.78948
170315610003007,39,-87.79,41.79104
170317203004004,56,-87.67769,41.71645
170317204001011,46,-87.68333,41.71095
170317112001011,34,-87.66752,41.74325
170317114001023,0,-87.66265,41.73309
170317302011001,82,-87.66006,41.72581
170317401004005,0,-87.70023,41.6918
170317504001018,36,-87.68557,41.68885
170317504001007,53,-87.68697,41.69082
170317503003010,85,-87.68924,41.69444
170317503003001,79,-87.68935,41.69809
170317401004006,3,-87.69901,41.69182
170318388002186,0,-87.55978,41.67289
170318388002153,0,-87.5686,41.67867
170318388002140,0,-87.57004,41.6819
170318388002142,0,-87.56859,41.68193
170318388002130,0,-87.56602,41.68195
170318388002071,0,-87.57111,41.70415
170318388002107,0,-87.58681,41.70736
170315001004019,0,-87.58603,41.70922
170315103003024,0,-87.57616,41.70982
170315001004002,0,-87.58786,41.71707
170314914003001,62,-87.61894,41.69238
170314914002000,132,-87.61855,41.68992
170314909021000,0,-87.60816,41.70191
170315003001008,18,-87.60571,41.69151
170315305013004,91,-87.63273,41.67337
170317005021028,135,-87.68844,41.73714
170317002001014,105,-87.71529,41.75469
170317005014018,0,-87.69497,41.74569
170317202002004,54,-87.66245,41.7126
170316720003013,80,-87.67376,41.76207
170316719001035,25,-87.66256,41.76015
170316720001008,14,-87.66403,41.76217
170316720002014,53,-87.6677,41.76214
170316609002001,14,-87.68425,41.76809
170316609002003,32,-87.68642,41.76808
170316604003014,4,-87.71158,41.77907
170316605001007,56,-87.70673,41.77731
170316203004003,67,-87.73201,41.79199
170315703004006,0,-87.73695,41.80584
170315501001043,0,-87.52513,41.65741
170315502001010,56,-87.55565,41.66552
170315303002020,35,-87.64714,41.68009
170315303002016,39,-87.65026,41.68224
170315304001000,7,-87.64293,41.67715
170317506003003,13,-87.65573,41.69151
170317505003006,0,-87.669,41.69177
170317005021030,37,-87.68895,41.73586
170318216001002,106,-87.68869,41.73452
170317004013037,47,-87.71556,41.74159
170316504003015,98,-87.71465,41.76146
170316504003016,93,-87.71527,41.76148
170317004012004,56,-87.71344,41.74895
170317004012029,57,-87.71332,41.74529
170316407004015,0,-87.75796,41.77493
170317005021006,129,-87.68823,41.74059
170317005013035,42,-87.69221,41.74541
170315608002013,52,-87.76885,41.79721
170315611004024,34,-87.77274,41.78633
170315610001015,53,-87.78188,41.78592
170315609003014,0,-87.79103,41.795
170315609005008,103,-87.79722,41.79673
170317203004013,63,-87.67764,41.71463
170317105002005,98,-87.6667,41.74758
170317202003022,42,-87.67173,41.71291
170317304004019,51,-87.65667,41.71519
170317302014001,40,-87.6602,41.73122
170315301001001,145,-87.61466,41.68471
170315301001014,81,-87.61735,41.68361
170315306001015,49,-87.61636,41.67489
170315306002025,23,-87.61987,41.66988
170315303004038,45,-87.65714,41.67785
170315303004031,38,-87.65868,41.67874
170315304001025,49,-87.64627,41.67139
170315304001031,47,-87.64993,41.67133
170317505004015,59,-87.67085,41.68095
170317110002023,109,-87.64458,41.7388
170317110002014,0,-87.64552,41.73877
170317301002019,11,-87.63899,41.72175
170314907003011,58,-87.63052,41.71163
170314907001007,56,-87.62816,41.7134
170314906001051,0,-87.6241,41.71649
170314906001001,0,-87.6246,41.71959
170317305001000,0,-87.63367,41.71974
170316118002009,18,-87.66919,41.79624
170316703001003,50,-87.66664,41.79127
170316702001013,29,-87.66303,41.79271
170316812001004,0,-87.64356,41.76794
170317101001023,0,-87.64102,41.75089
170318424003033,0,-87.63733,41.74414
170318340001022,8,-87.63076,41.72805
170314701001040,0,-87.6041,41.72281
170316104001005,288,-87.66838,41.81129
170316111003005,171,-87.65852,41.80596
170316809004000,74,-87.63847,41.77949
170316805002016,48,-87.65022,41.78969
170318348003013,0,-87.64457,41.78461
170316809002014,0,-87.63563,41.77861
170316910003005,0,-87.62441,41.76097
170318424001027,52,-87.62547,41.74633
170312909004018,0,-87.73924,41.86084
170312924002013,25,-87.72452,41.85421
170312925001012,60,-87.72826,41.85768
170312909004014,60,-87.7346,41.86488
170317111001011,0,-87.65376,41.74049
170317302021011,44,-87.64921,41.7296
170317302021017,47,-87.64916,41.72778
170317302021022,0,-87.64635,41.72786
170317304003003,33,-87.64521,41.71674
170317501004009,77,-87.65089,41.69362
170317307001021,57,-87.64599,41.70051
170317307002031,35,-87.64726,41.70233
170317501001002,191,-87.64464,41.69808
170316706001008,67,-87.67069,41.78393
170318351001000,0,-87.68006,41.79368
170316912003008,0,-87.63916,41.75197
170316708001018,22,-87.66126,41.78157
170316302001032,6,-87.69217,41.80125
170313018031002,182,-87.726,41.84147
170318435001023,9798,-87.69757,41.84098
170318435001017,0,-87.70155,41.83977
170318408002001,47,-87.70583,41.84033
170318408002004,153,-87.70765,41.83992
170318413002026,0,-87.68654,41.83812
170318413002035,0,-87.68485,41.83643
170315805023008,0,-87.69474,41.81534
170314904001022,26,-87.60783,41.72311
170314908004016,34,-87.61561,41.70752
170314909022019,60,-87.61648,41.70613
170314905002012,59,-87.61741,41.71911
170314903002016,0,-87.61986,41.72704
170314406002028,0,-87.61672,41.72889
170315305011011,0,-87.6412,41.67711
170314912001017,40,-87.63529,41.6879
170316112002013,88,-87.66272,41.80388
170316112002021,47,-87.66085,41.80251
170316119002007,0,-87.65685,41.80028
170316805001001,0,-87.65369,41.79388
170315807001013,55,-87.6864,41.81224
170318348002014,47,-87.64942,41.78241
170316809003005,0,-87.63044,41.7735
170318431002015,52,-87.70504,41.85451
170318416001023,122,-87.7099,41.85447
170318413001009,38,-87.68253,41.85045
170313107001020,0,-87.66471,41.85319
170318402001020,1,-87.65009,41.84585
170316006002020,28,-87.65881,41.84389
170315906002001,99,-87.67123,41.8277
170315906002006,151,-87.67117,41.82587
170315907002010,0,-87.66228,41.82433
170316103001026,81,-87.66817,41.81426
170318351001003,0,-87.68363,41.79361
170318351001004,0,-87.68585,41.79292
170318351001027,91,-87.68604,41.78927
170318351003018,52,-87.68689,41.78674
170316811003002,42,-87.65086,41.76784
170316811005004,50,-87.65272,41.76963
170317108006013,0,-87.65326,41.74413
170317108006000,58,-87.65033,41.74781
170316716001005,72,-87.65977,41.77248
170316711001011,48,-87.66262,41.77677
170316712001002,31,-87.66514,41.77821
170316309003012,50,-87.70997,41.79228
170316303002035,12,-87.70541,41.79372
170318351004001,24,-87.6932,41.79348
170315805013006,98,-87.70039,41.81884
170315802002017,60,-87.70227,41.82309
170316806001001,0,-87.65164,41.78669
170313005001006,0,-87.72308,41.84874
170312925003009,100,-87.73086,41.85273
170313007001018,136,-87.71095,41.84897
170313012002000,118,-87.69162,41.84697
170318432002070,0,-87.669,41.84314
170315905001024,88,-87.67978,41.8276
170318404002007,117,-87.67297,41.83296
170315804002018,0,-87.70945,41.81006
170317115002018,63,-87.64081,41.73345
170317109002020,0,-87.64292,41.73803
170314907003016,59,-87.63238,41.71162
170314908003025,54,-87.62331,41.71217
170314906001073,0,-87.62328,41.71708
170314906001005,0,-87.62486,41.7207
170314906001027,25,-87.62592,41.72056
170317305002033,19,-87.63496,41.71
170317301001014,36,-87.63694,41.72429
170314911005028,17,-87.63874,41.70192
170314911002004,39,-87.63754,41.70243
170314911004024,37,-87.63942,41.69512
170315303002006,60,-87.64753,41.68228
170314909012012,76,-87.62174,41.69716
170314701002006,19,-87.59089,41.72637
170315103002007,0,-87.57932,41.72284
170314909021002,0,-87.60875,41.7015
170314403001001,0,-87.62357,41.74345
170318424001038,0,-87.62489,41.74453
170314403002033,32,-87.61697,41.7367
170314406001006,64,-87.61532,41.73555
170314913001003,11,-87.62501,41.69186
170317304001001,41,-87.64408,41.72038
170317305004035,28,-87.64154,41.7156
170317306003014,32,-87.64386,41.71145
170316704001042,5,-87.67106,41.78689
170316301001014,32,-87.68155,41.79694
170316305002014,0,-87.68495,41.79454
170316810001018,44,-87.65371,41.77257
170317108006009,44,-87.65083,41.74416
170318349002011,0,-87.65681,41.77503
170316711001024,61,-87.66015,41.77498
170316304002007,130,-87.69845,41.79634
170316304003008,125,-87.69996,41.79563
170317108003012,72,-87.64477,41.74425
170318403001028,0,-87.68579,41.82618
170318403003010,131,-87.68421,41.83305
170317109002002,0,-87.63708,41.74322
170317115001010,37,-87.63473,41.73348
170318340001015,57,-87.63238,41.72918
170318340001018,57,-87.62972,41.72955
170314904001028,25,-87.60991,41.72221
170314908001000,0,-87.60562,41.71312
170315001004013,0,-87.60199,41.71332
170314908002010,69,-87.6111,41.71009
170314909023005,56,-87.61704,41.70452
170314903001006,30,-87.61874,41.72455
170314406002021,40,-87.6166,41.72921
170318424002060,0,-87.62462,41.73447
170314910004007,75,-87.62785,41.7021
170314910005033,3,-87.63251,41.69504
170315302005007,4,-87.63423,41.68311
170315302003018,0,-87.63652,41.67813
170315302002009,30,-87.63171,41.6795
170318426002060,0,-87.66085,41.80961
170318413001007,147,-87.67946,41.85053
170318412001008,263,-87.68199,41.85322
170316006002012,0,-87.65558,41.84367
170318426002027,0,-87.66274,41.81497
170317114002032,0,-87.64403,41.7293
170317302021023,35,-87.6443,41.7278
170318351002000,77,-87.68954,41.79355
170318305003003,0,-87.71429,41.8321
170315802001001,0,-87.70028,41.83036
170315802002007,0,-87.70326,41.82582
170315806003012,68,-87.69257,41.81536
170318428004007,169,-87.68899,41.80725
170314912001018,66,-87.63469,41.68791
170316103003029,160,-87.67077,41.80968
170316113001007,136,-87.66703,41.80586
170316112002010,111,-87.6632,41.80419
170316805001010,34,-87.65449,41.79143
170316809004012,0,-87.64427,41.7786
170316911001027,0,-87.62723,41.76023
170316912002021,59,-87.62754,41.75545
170316912002033,15,-87.62647,41.75161
170313006001018,92,-87.71645,41.84893
170313006001019,83,-87.71573,41.84881
170313005001003,87,-87.72077,41.85046
170312909003024,10,-87.73658,41.85893
170315103002008,0,-87.57419,41.72253
170314701002011,0,-87.59026,41.72753
170314804003016,75,-87.58157,41.7244
170314701001023,37,-87.59584,41.72834
170314408001000,0,-87.60129,41.7349
170314401021009,7,-87.59827,41.7391
170314701002000,0,-87.59594,41.73495
170314909021025,16,-87.61053,41.70029
170314909021022,13,-87.60908,41.70167
170315002002019,59,-87.60706,41.69918
170314909021030,34,-87.61173,41.69981
170314407002006,53,-87.61328,41.73493
170314407002014,54,-87.61322,41.73309
170314913001008,85,-87.62443,41.69099
170314913003001,17,-87.6287,41.68866
170314913003018,1,-87.62829,41.68548
170314907003027,4,-87.63012,41.70732
170314908003033,34,-87.62328,41.71126
170314908003003,0,-87.62064,41.71439
170317301001010,0,-87.63417,41.72434
170317301001005,37,-87.63697,41.72611
170313007001006,0,-87.71309,41.85122
170318407002009,81,-87.6957,41.84963
170315905001030,70,-87.67676,41.82923
170316103001003,0,-87.67345,41.81867
170318404001006,0,-87.66927,41.83621
170318347003000,0,-87.64152,41.79419
170316103002001,210,-87.66602,41.81314
170318347001020,0,-87.64558,41.78724
170316903002029,0,-87.6255,41.76813
170318425001053,8,-87.62078,41.77344
170316904003012,0,-87.62454,41.76643
170316913001013,67,-87.62269,41.75554
170318430002010,0,-87.73953,41.86716
170318430002039,0,-87.73827,41.86644
170312909004012,73,-87.73339,41.86491
170317114002018,0,-87.64665,41.73349
170317305003009,0,-87.64265,41.71147
170317506001020,16,-87.64848,41.68971
170316707002005,55,-87.66822,41.78215
170316704001034,0,-87.66988,41.78782
170316117002006,65,-87.67402,41.79508
170316116001017,0,-87.67655,41.79777
170316116001009,44,-87.67596,41.79823
170317108001012,66,-87.64686,41.74982
170316811002013,57,-87.64657,41.76631
170316811004003,93,-87.65033,41.77148
170317101001004,118,-87.64264,41.7552
170314911001005,38,-87.63454,41.70632
170317506002007,39,-87.65407,41.6867
170315303002012,45,-87.65094,41.68383
170315303001019,29,-87.64534,41.68049
170314912002005,24,-87.63953,41.68785
170316114002001,259,-87.67275,41.80398
170316119002027,0,-87.65853,41.7943
170316912001004,121,-87.63507,41.75716
170316903002014,0,-87.63293,41.76621
170316912003003,113,-87.63626,41.75339
170316709002003,50,-87.65737,41.7857
170316709001002,79,-87.65556,41.78573
170318434001013,0,-87.73744,41.84892
170314701001038,0,-87.6021,41.72445
170314409002017,25,-87.60547,41.72501
170318426002019,0,-87.65955,41.81781
170316303001014,0,-87.70547,41.79794
