,ID.org,city,name,state,year
11702,RR8869,Brooklyn,UNITED CIRCLE OF FRIENDS,NY,2002
11703,RR8290,Staten Island,LIVING WATER SPIRITUAL CENTER,NY,2008
11704,DI1234,Bronx,RAINBOSTON EAST SENIOR CENTER,NA,NA
11705,DI5223,NA,ROCKAWAY ROCKIES W AGENCY DECLINED,NA,NA
11706,Y355,Jamaica,NEIGHBORHOOD CARE TEAM,NY,2010
11707,RR9069,Brooklyn,CHRYSALLIS EMPNT ANDTRANSF,NY,2007
11708,DI5302,Bronx,SOFT WORD,NA,NA
11709,A2101,Long Island City,NY JUNIOR TENNIS LEAGUE,NA,NA
11710,DI3668,Brooklyn,REDHAWK INDIAN ARTS COUNCIL,NA,NA
11711,DI2020,Bronx,SCANNEW YORK,NA,NA
11712,RR8413,Staten Island,NEW LANE SHORES SENIOR CITIZENS RESIDENT ASSOCIATION,NA,NA
11713,DI3384,Brooklyn,LONG ISLAND BAPTIST RESIDENTS ASSOCIATION,NA,NA
11714,DI253,New York,EL BARRIO COMMUNITY JUVENILE LITTLE LEAGUE,NA,NA
11715,RR8686,Brooklyn,SEA RISE TENANT ASSOCIATION,NA,NA
11716,DI391,New York,SELFHELP AUSTIN STREET SENIOR CENTER,NA,NA
11717,DI4493,NA,MUSIC MEMORY PROGRAM,NA,NA
11718,DI4889,NA,YOUTH SPORTS PROGRAMS,NA,NA
11719,RR7537,Brooklyn,YESHIVA YESODE HATORAH,NY,2004
11720,A2562,Long Island City,QUEENSBRIDGE TENANTS ASSOCIATION,NA,NA
11721,A1132,New York,FOUNDATION FOR IND VIDEOFILM,NY,2005
11722,RR7356,New York,NY LAW SCHOOL,NA,NA
11723,RR9149,Bronx,FINDLAY PLAZA HOUSING DEVELOPMENT FUND,NY,2010
11724,RR8562,Staten Island,PLEASANT PLAINS PRINCES BAY RICHMOND VALLEY CIVIC ASSOCIATION,NA,NA
11725,DI2533,Staten Island,STATEN ISLAND BOY SCOUTS,NA,NA
11726,DI5245,NA,MS 256 ACAD AND ATHL EXCELLENC,NA,NA
11727,RR7374,New York,PASCAL RIOULT DANCE THEATER,NY,2007
11728,DI3440,New York,GREENTHUMB COMMUNITY FUND,NA,NA
11729,RR7362,New York,ONE TO WORLD,NY,2008
11730,RR7148,New York,FACES NY,NA,NA
11731,DI4691,NA,PROVIDENT CLINICAL SOCIETY,NA,NA
11732,RR8368,Brooklyn,MOSDOS NEFESH,NY,2004
11733,A434,Brooklyn,BROOKLYN CONSERVATORY OF MUSIC,NA,NA
11734,A357,New York,BORICUA COLLEGE,NA,NA
11735,RR7472,Staten Island,ST MARYS SCHOOL,NA,NA
11736,Y469,Jamaica,BETHEL MISSION STATION CHURCH,NY,2011
11737,RR8077,Monsey,GATEWAYS ORGANIZATION,NA,NA
11738,RR8765,Staten Island,ST GEORGE THEATER RESTORATION,NA,NA
11739,RR2904,Brooklyn,VISITING NURSE REGIONAL HEALTH CARE SYSTEM,NY,2008
11740,DI1675,Brooklyn,CHRIST ROCK,NA,NA
11741,DI2417,Brooklyn,BAITUL MAMUR MASJID COMMUNITY CERTER,NA,NA
11742,RR2460,Forest Hills,POLICE ATHLETIC LEAGUE NEW,NY,2011
11743,DI1870,Brooklyn,ST STEPHENS CHURCH NEW HORIZON YOUTH MINISTRIES,NA,NA
11744,RR7574,Brooklyn,ACHIEVEMENT FIRST BUSHWICK,NY,2006
11745,RR3987,New York,FILM FLEADH FOUNDATION,NA,NA
11746,A804,New York,COVENANT HOUSE NEW YORKUNDER 21,NA,NA
11747,23,New York,JCC IN MANHATTAN,NA,NA
11748,DI991,Brooklyn,PUBLIC SCHOOL 205K,NA,NA
11749,RR2580,Brooklyn,A TORAH INFERTILITY MEDIUM OF EXCHANGE ATIME,NA,NA
11750,A192,Brooklyn,ART WITHOUT WALLS,NY,2000
11751,DI1703,Brooklyn,JEWISH ASSOCIATION FOR SERVICES FOR AGEDWILLIAMSBURG BRANCH,NA,NA
11752,A879,New York,DESALES ASSISTED LIVING OPERATING,NY,2000
11753,A1146,New York,FRESH START,NY,1996
11754,DI608,Woodhaven,ST THOMAS APOSTLE,NA,NA
11755,RR8348,Staten Island,MIDLAND BEACH CHAPTER 4410 OF AARP,NY,2009
11756,DI5090,NA,JHS 166 ROBERTO CLEMENTE,NA,NA
11757,DI3676,Bronx,MCKINLEY TA,NA,NA
11758,N320,Flushing,BRIDGES FOR CHILDREN CENTER,NA,NA
11759,A1240,New York,GREAT SMALL WORKS,NY,2001
11760,DI4331,NA,JSPOA,NA,NA
11761,DI5115,NA,FORWARD SCHOOL,NA,NA
11762,A1021,New York,ESSENTIAL MUSIC,NY,2000
11763,DI3607,Middle Village,SHOOTING STARS OF QUEENS,NA,NA
11764,Y287,New York,AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES,NA,NA
11765,RR8848,New York,TRINITY EVANGELICAL LUTHERAN CHURCH OF MANHATTAN,NA,NA
11766,A2834,New York,SOCIETY OF ST VINCENT DE PAUL IN NY,NY,2009
11767,DI4707,NA,IS 292K UFT CHARTER SCHOOL,NA,NA
11768,NN6,New York,384 GRAND STREET HDFC,NY,2002
11769,A809,Bronx,CREATIVE LIFESTYLES,NY,2007
11770,RR7039,Bronx,BRONX REGIONAL INTERAGENCY,NY,2008
11771,DI4996,NA,IS 136 CHARLES O DEWEY,NA,NA
11772,A806,New York,CREATE,NA,NA
11773,DI1896,New York,ANTIDISCRIMINATION CENTER OF METROPOLITAN NY,NA,NA
11774,DI2054,Brooklyn,STUDENTS PARENTS ARTS RECREATION AND EDUCATION SPARE,NA,NA
11775,DI3800,Jamaica,TILLARY PARK PRO HOOPS,NA,NA
11776,DI2513,Cambria Heights,MT MORIAH AME,NA,NA
11777,RR9221,Brooklyn,JOUVERT CITY INTERNATIONAL,NA,NA
11778,RR3790,Brooklyn,FRIENDS OF DOUGLASS GREENE PARK,NY,2009
11779,C4099,Ridgewood,GREATER RIDGEWOOD YOUTH COUNCIL,NA,NA
11780,DI1772,New York,UJC LUNCHEON CLUB,NA,NA
11781,RR4048,Brooklyn,UNITED PUGLIESI SOCIETIES OF METROPOLITAN AREA,NY,2009
11782,DI2684,Brooklyn,NYCHA MARCUS GARVEY SENIOR CENTER,NA,NA
11783,A1523,Jackson Heights,JACKSON HEIGHTSELMHURST KEHILLAH,NA,NA
11784,N257,Staten Island,CUNY RESEARCH FOUNDATION COLLEGE OF STATEN ISLAND,NY,2005
11785,A3468,New York,YANGTZE REPERTORY THEATER OF AMERICA,NY,2009
11786,RR2917,New York,YMCA OF GREATER NY BRONX DIVISION,NY,2005
11787,DI3614,Brooklyn,NORTH CROWN HEIGHTS FAMILY OUTREACH,NA,NA
11788,DI3348,Brooklyn,CHURCH OF GOD OF EAST FLATBUSH,NA,NA
11789,RR3853,Brooklyn,BED STUYS PROJECT REGENERATION,NA,NA
11790,A2300,Jackson Heights,OLLANTAY CENTER FOR ARTS,NY,2005
11791,DI4638,NA,MID BRONX SENIOR OPTIONS,NA,NA
11792,DI1498,New York,JACKIE ROBINSON PARK SENIORS PROGRAM,NA,NA
11793,Y236,New York,SOUNDANCE,NY,2005
11794,DI4609,NA,HOUSE OF LORD PENTECOSTAL CHURCH,NA,NA
11795,RR7066,Brooklyn,CENTRAL JEWISH COUNCIL,NA,NA
11796,C4246,Brooklyn,URBAN STRATEGIES,NA,NA
11797,DI1988,Brooklyn,CATHOLIC CHARITIES NORC SHEEPSHEADNOSTRAND SUPPORTIVE SERVICE PROGRAM,NA,NA
11798,RR8476,Brooklyn,NY INDUSTRIES FOR DISABLEDMARYHAVEN,NY,2003
11799,DI241,New York,SOUND BUSINESS AT A PHILIP RANDOLPH HIGH SCHOOL,NA,NA
11800,DI837,Astoria,HANAC ASTORIA HOUSES COMMUNITY CENTER,NA,NA
11801,RR2277,Brooklyn,CHABAD LUBAVITCH OF WEST BRIGHTON,NA,NA
11802,DI2397,Corona,QUISQUEYA LITTLE LEAGUE,NA,NA
11803,N231,Brooklyn,WYCKOFF HOUSE MUSEUM,NA,NA
11804,DI1024,Jamaica,ROY WILKINS SENIOR DOLPHINS,NA,NA
11805,A74,NA,ACTORS FUND OF AMERICA,NA,NA
11806,DI4584,NA,PARTIAL PEG RESTORATION TO HHC UNRESTRICTED OPERATING SUBSIDY,NA,NA
11807,DI3982,NA,SCHOOLHOUSE FOUNDATION CUNY SCIENCE AND NATURAL HISTORY CENTER,NA,NA
11808,A2351,Brooklyn,PANAMA CANAL INTERNATIONAL ALUMNI ASSOCIATION,NY,1999
11809,RR9040,Brooklyn,BY ALL MEANS SAVE SOME,NY,2007
11810,RR2962,New York,MANHATTAN YOUTH,NY,2008
11811,DI4546,NA,SBS STATEN ISLAND BROCHURES,NA,NA
11812,DI3198,Bayside,BAYSIDE HIGH SCHOOL,NA,NA
11813,A45,Jackson Heights,93RD STREET BLOCK ASSOCIATION,NY,1998
11814,C4132,New York,LEGAL OUTREACH,NY,2008
11815,A3028,New York,AUGUST AICHHORN CENTER,NY,2011
11816,DI3635,Forest Hills,MIDDLE SCHOOL 226Q,NA,NA
11817,A355,Brooklyn,BONNIE BOYS CLUB PETER MATSOUKAS,NY,2001
11818,DI4518,NA,FORT GREENE PARK,NA,NA
11819,RR9206,Brooklyn,IGUD LHACHOZOKAS TORAH,NA,NA
11820,RR8956,Rosedale,YOUTH ACADEMIC AND ATHLETIC OUTREACH,NY,2009
11821,RR8075,Flushing,GARDEN OF HOPE,NA,NA
11822,129,Brooklyn,CHEDER CENTER,NY,2010
11823,A1602,New York,KOREA SOCIETY,NY,1999
11824,RR8219,Flushing,JEWISH COMMUNITY LITTLE LEAGUE,NA,NA
11825,134,New York,CENTER FOR EDUCATIONAL INNOVATION PUBLIC EDUCATION ASSOCIATION,NA,NA
11826,DI4914,NA,YAINIPD NETWORK,NA,NA
11827,DI3917,NA,DEPARTMENT OF INFORMATION AND TECHNOLOGY,NA,NA
11828,DI3891,New York,FRIENDS OF WASHINGTON HEIGHTS ACADEMY,NA,NA
11829,A1839,Brooklyn,MIRACLE MAKERS,NY,2009
11830,DI5268,Staten Island,SI LIGHTNING AAU BASKETBALL CLUB,NA,NA
11831,DI4942,NA,SIMCHA FELDER,NA,NA
11832,238,New York,CHINESE AMERICAN PLANNING UNCIL,NY,2011
11833,A1990,Howard Beach,NATIVE AMERICAN LONGHOUSE SOCIETY,NY,1998
11834,RR9363,Brooklyn,PRINCE HALL SECOND DIST ASSOCIATION,NY,2008
11835,DI698,New York,LEGAL FOUNDATIONLESBIAN AND GAY LAW FOUNDATION OF NY,NA,NA
11836,A2089,New York,NY FIRE SAFETY FOUNDATION,NY,1998
11837,A684,College Point,COLLEGE POINT COMMUNITY AMBULANCE CORPS,NA,NA
11838,DI4172,NA,CUNY MEDGAR EVERS,NA,NA
11839,A2386,Brooklyn,PEOPLE OF COLOR CRISIS,NA,NA
11840,DI750,New York,DANCE HARLEM,NA,NA
11841,A987,New York,EL BARRIO BROADCASTING CORPORA TION,NY,1999
11842,DI1787,Brooklyn,ADMINISTRATION FOR CHILDRENS SERVICES BETHEL BAPTIST DAY CARE CENTER,NA,NA
11843,RR2958,Brooklyn,INTO OUTSIDE,NA,NA
11844,A2445,Bayside,PRESERVATION ALLIANCE OF NORTHEAST QUEENS,NY,1998
11845,DI27,Brooklyn,MAURA CLARKEITA FORD CENTER,NA,NA
11846,DI2997,Queens,FEDERATION OF AFRICAN CARIBBEAN SERVICES,NA,NA
11847,RR7772,Brooklyn,CARLOS LEZAMA ARCHIVES AND CARRIBEAN CULTURAL CENTER,NY,2009
11848,Y425,New York,VILLAGE HOUSING DEVELOPMENT,NY,2001
11849,A3452,New York,WORKING THEATER,NA,NA
11850,DI1192,Staten Island,SAILOR SNUG HARBOR LITTLE LEAGUE,NA,NA
11851,RR7978,Forest Hills,EDUARD NEKTALOV MEMORIAL FOUND ATION,NY,2008
11852,DI616,New York,PUBLIC SCHOOLMIDDLE SCHOOL 278M,NA,NA
11853,RR2913,Far Rockaway,WOMEN AND CHILDREN FAMILIES ENTERPRISE,NA,NA
11854,DI1528,Brooklyn,ACTNOW FOUNDATION,NA,NA
11855,C4110,Hollis,HOLY TRINITY COMMUNITY SCHOOL,NA,NA
11856,4,Astoria,FEDERATION OF ITALIAN ORGANIZATIONS OF QUEENS,NY,2002
11857,DI561,Brooklyn,UNITY IN COMMUNITY,NA,NA
11858,DI104,Long Island City,MOST PRECIOUS BLOOD ROMAN CATHOLIC CHURCH CYO,NA,NA
11859,DI2569,New York,NATHAN D ALLSBROOKS FOUNDATION,NA,NA
11860,DI1454,New York,HUDSON GUILD SAFE STS,NA,NA
11861,A338,New York,BIG APPLE CIRCUS LTD,NA,NA
11862,A2414,New York,PLAYWRIGHTS HORIZONS,NA,NA
11863,DI960,New York,GAYLORD WHITE SENIOR CENTER,NA,NA
11864,A2049,New York,NY ANIMATION FEST,NY,2000
11865,RR7077,New York,CHILDRENS LEARNING CENTER AT,NY,2008
11866,DI4200,NA,JASA BROOKLYNQUEENS SENIOR CENTERS,NA,NA
11867,DI4448,NA,PS 15QUEENS,NA,NA
11868,DI4650,NA,SNAP,NA,NA
11869,C600,Brooklyn,PARK SLOPE GERIATRIC DAY CARE CENTER,NA,NA
11870,RR6996,Brooklyn,AUDITORYORAL SCHOOL OF NY,NA,NA
11871,DI452,New York,CITIZEN CARE COMMITTEE SENIOR PROGRAM,NA,NA
11872,DI2981,Bronx,GLADIATOR SPORTS AND EDUCATION,NA,NA
11873,DI4215,NA,BAY RIDGE,NA,NA
11874,DI1032,New York,PUBLIC SCHOOL 130M,NA,NA
11875,RR3287,Brooklyn,ST JOHNS ROMAN CATHOLIC CHURCH,NY,2005
11876,RR3789,Brooklyn,CARIBBEAN AMERICAN CENTER OF NY,NA,NA
11877,Y133,New York,HISPANIC FEDERATION,NA,NA
11878,RR3172,Brooklyn,ST AUGUSTINE YOUTH,NA,NA
11879,DI1839,New York,CHINATOWN HEALTH CLINIC FOUNDATION,NA,NA
11880,DI2488,Bronx,NATIONAL COUNCIL OF GHANAIAN ASSOCIATION,NA,NA
11881,DI129,Staten Island,SENIOR FRIENDSHIP CLUBS TODT HILL,NA,NA
11882,DI3102,Brooklyn,MARGARITAS BREAST AND CERVICAL CANCER SURVIVORS SUPPORT GROUP ,NA,NA
11883,Y126,New York,HARTLEY HOUSE,NA,NA
11884,DI4155,NA,SPANISH SPEAKING ELDERLY COUNCILRAICES GOWANUS SENIOR CENTER,NA,NA
11885,DI889,Corona,LOUIS ARMSTRONG HOUSE MUSEUM,NA,NA
11886,Y148,New York,INTERNATIONAL CENTER FOR DISABLED ICD,NA,NA
11887,N439.1,Brooklyn,SHIRLEY CHISOLM DAY CARE CENTER,NY,2011
11888,RR8166,Jamaica,HOLY UNITY DAY CARE CENTER,NA,NA
11889,RR8727,Staten Island,SPECIAL OLYMPICS NY,NA,NA
11890,A1447,Brooklyn,INNER FORCE ECONOMIC DEVELOPMENT,NA,NA
11891,RR8119,Brooklyn,HAMPTONIANS NY,NA,NA
11892,DI3406,New York,TAKE WING AND SOAR PRODUCTIONS,NA,NA
11893,DI1405,New York,CSV CULTURAL CENTER CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER,NA,NA
11894,RR8494,New York,NY SOCIETY OF ANESTHESIOLOGISTS,NY,2009
11895,DI3025,New York,NY STATE TENANTS AND NEIGHBORS INFORMATION SERVICE,NA,NA
11896,RR7436,Staten Island,SETON FOUNDATION FOR LEARNING,NA,NA
11897,A2299,New York,ODYSSEY FOUNDATION,NA,NA
11898,DI796,Flushing,CONGREGATION ETZ CHAIM OF KEW GARDEN HILLS,NA,NA
11899,DI14,Bronx,CARIBE BASEBALL LITTLE LEAGUE SPORT,NA,NA
11900,DI3389,Arverne,BATTALION PENTACOSTAL,NA,NA
11901,RR7171,New York,FT GEORGE COMMUNITY,NY,2008
11902,A3004,New York,TEACHERS COLLEGE,NY,2010
11903,DI2765,Jamaica,TEENS AGAINST CRIME,NA,NA
11904,RR9317,New York,NY CHARTER HIGH,NY,2008
11905,DI1307,NA,IGLESIA EVANGELICA METHODISTA INCORPORADA,NA,NA
11906,DI1545,New York,NEW VILLAGE PRODUCTIONS,NA,NA
11907,DI1369,New York,HARLEM CENTER FOR EDUCATION,NA,NA
11908,RR2795,New York,NY PRESBYTERIAN HOSPITAL SBHC REPROD HEALTH,NA,NA
11909,DI2956,New York,HARLEM RENAISSANCE 5MILE CLASSIC,NA,NA
11910,RR7845,Bronx,COLORIA WISE BOYS AND GIRLS CLUB,NY,2005
11911,C170,Brooklyn,BUSHWICK GEOGRAPHIC,NY,2007
11912,62,Bronx,SISTERS OF CHARITY OF ST VINC ENT DE PAUL OF NY,NY,2007
11913,C4023,Brooklyn,BIG APPLE INSTITUTE,NY,2009
11914,RR2581,New York,THEATER MUSEUM,NY,2009
11915,DI538,Brooklyn,WAYSIDE SENIOR PROGRAM,NA,NA
11916,RR4028,New York,FT GEORGE COMMUNITY ENRICHMENT CENTER,NY,2011
11917,28,Brooklyn,LUTHERAN FAMILY HEALTH CENTERS FAMILY SUPPORT CENTER,NA,NA
11918,DI427,Brooklyn,SPRING CREEK GARDENS DEVELOPMENT,NA,NA
11919,RR7073,Brooklyn,CHILDREN OF PROMISE NY,NA,NA
11920,DI633,New York,PUBLIC SCHOOL 11M WILLIAM T HARRIS SCHOOL,NA,NA
11921,DI4459,NA,LENNOX HILL NA,NA,NA
11922,DI2764,New York,AURORA ITALIAN LANGUAGE AND CULTURAL SCHOOL,NA,NA
11923,A1622,Brooklyn,LA TROUPE MAKANDAL,NY,2001
11924,RR7295,New York,MANHATTAN BOROUGH DEVELOP,NY,2002
11925,RR8172,New York,HOUSING PLUS SOLUTIONS,NY,2005
11926,RR7556,New York,1ST PRECINCT COMMUNITY COUNCIL,NY,2010
11927,DI853,Long Island City,IGLESIA HISPANA DE LA COMUNIDAD,NA,NA
11928,RR8107,Brooklyn,GREEN AVENUE HDFC,NA,NA
11929,RR3504,New York,INTERNATIONAL CENTER,NA,NA
11930,39,Brooklyn,ST ROSALIA ROMAN CATHOLIC CHURCH IN BOROUGH OF BROOKLYN,NY,2007
11931,DI385,Staten Island,MT LORETTO FRIENDSHIP CLUB SENIOR CENTER,NA,NA
11932,DI1012,New York,KINGSBOROUGH HOUSES,NA,NA
11933,A949,Brooklyn,EAST BROOKLYN DEVELOPMENT,NY,1998
11934,DI1739,Brooklyn,FLATBUSH GATEWAY DEVELOPMENT,NA,NA
11935,RR4218,Bronx,GRANDPARENTS ADVOCACY PROJECT,NA,NA
11936,A1329,New York,HEALTH ADVOCATES FOR OLDER PEOPLE,NA,NA
11937,DI2546,New York,UNION OF DOMINICAN VISUAL ARTISTS,NA,NA
11938,RR7384,New York,PLAYS FOR LIVING,NY,2008
11939,DI5069,NA,TEMPLO PENTECOSTAL DE DIOS VIVIENTE,NA,NA
11940,DI3971,NA,SASF,NA,NA
11941,DI804,Brooklyn,INTERMEDIATE SCHOOL 201K PARENT TEACHER ASSOCIATION,NA,NA
11942,DI2141,New York,IRISH ARTS CENTER,NA,NA
11943,A2226,New York,NY PUBLIC LIBRARY,NA,NA
11944,A689,Floral Park,QUEENS COUNTY FARM MUSEUM,NA,NA
11945,DI1608,Jamaica,JSPOA SAFE STREETS,NA,NA
11946,A238,New York,ASSOCIATION OF HISPANIC ARTS,NA,NA
11947,RR9187,Bronx,HARLEM GATEWAY,NY,2006
11948,DI123,Staten Island,RISING STAR,NA,NA
11949,A1745,New York,MAD ALEX ARTS FOUNDATION,NY,2000
11950,DI3197,Flushing,ST ANDREWS AVELLINO ATHLETIC ASSOCIATION,NA,NA
11951,RR7865,New York,COMMUNITY SYNAGOGUE,NY,2004
11952,DI4908,NA,NON PROFIT SITE ACQUISITION FUND,NA,NA
11953,RR7553,Staten Island,122ND PRECINCT,NA,NA
11954,RR8306,New York,MANHASSET AMERICAN LEGION,NY,2003
11955,RR8650,NA,ROMAN CATHOLIC CHURCH OF ANNUNCIATION,NA,NA
11956,RR9152,BROOKLYN,FIRST CHERNOMORETS USA,NA,NA
11957,DI4326,NA,CATHEDRAL OF JOY CHURCH,NA,NA
11958,DI97,Staten Island,PUBLIC SCHOOL 1,NA,NA
11959,DI1563,Brooklyn,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,NA,NA
11960,DI4792,NA,CITYWIDE LEGAL YET TO BE DECIDED,NA,NA
11961,RR8657,New York,ROOSEVELT ISLAND RESIDENTS ASSOCIATION RIRA,NY,2008
11962,DI3899,Bronx,NATIONAL HERITAGE TRUST ON BEHALF OF NYS OFFICE OF PARKS RESTORATION AND HISTORIC PRESERVATION ROBERTO CLEMENTE STATE PARK,NA,NA
11963,A1224,Astoria,GOLIARD CONCERTS,NA,NA
11964,Y399,Howard Beach,SOUTHEAST QUEENS MULTISERVICE SENIOR CITIZENS CENTER,NA,NA
11965,RR7690,Brooklyn,BIG APPLE ACAD,NY,2004
11966,DI1502,Brooklyn,TORAH INFERTILITY MEDIUM OF EXCHANGE,NA,NA
11967,RR2328,Bronx,FORDHAM BEDFORD CHILDRENS SERVICES,NA,NA
11968,DI4407,NA,LATINO ARTIST ROUND TABLE,NA,NA
11969,A280,New York,BANU HILAL DAY CARE CENTER,NY,1999
11970,DI563,Astoria,ASTORIA HOUSES SENIOR CITIZENS,NA,NA
11971,DI1225,Staten Island,NYPD PATROL BOROUGH STATEN ISLAND,NA,NA
11972,RR2418,New York,MTI RESIDENTIAL SERVICES,NY,2010
11973,RR4567,Astoria,OUR WORLD NEIGHBORHOOD CS,NY,2010
11974,C4150,Long Island City,NY OUTWARD BOUND CENTER,NA,NA
11975,DI542,Brooklyn,ST FINBARS GOLDEN AGE CLUB,NA,NA
11976,DI3757,Queens Village,SOL ZIM JEWISH ENRICHMENT MUSIC FOUNDATION,NA,NA
11977,RR4788,Brooklyn,CONGREGATION CHASIDEI BELZ WILLIAMSBURGH BNOS JERUSALEM,NY,2010
11978,DI1339,NA,INJECTION DRUG USERS HEALTH ALLIANCE,NA,NA
11979,DI3214,Staten Island,STATEN ISLAND HIGH SCHOOL,NA,NA
11980,DI2782,New York,CARNEGIE COUNCIL FOR ETHICS IN INTERNATIONAL AFFAIRS,NA,NA
11981,DI1826,Brooklyn,MASK MOTHERS ALIGNED FOR SAVING KIDS,NA,NA
11982,DI2622,Brooklyn,ST MARKS DAY SCHOOL SUMMER,NA,NA
11983,RR4773,Brooklyn,NATIONAL COMMUNITY FOR FUTH OF JEWISH ED PANTRY,NA,NA
11984,DI2232,Brooklyn,BEUKELEN HOUSES,NA,NA
11985,RR8651,Brooklyn,ROMAN CATHOLIC CHURCH OF MARY QUEEN OF HEAVEN,NY,2010
11986,DI4127,NA,IS 145 JOSEPH PULITZER,NA,NA
11987,DI2052,Elmhurst,ST BARTS SPORTS PROGRAM,NA,NA
11988,N98,Brooklyn,LADIES BIKUR CHOLIM D SATMAR,NA,NA
11989,RR3457,New York,NATIONAL KIDNEY FOUNDATION,NY,2008
11990,A2321,New York,ORPHEON,NY,2010
11991,DI2818,Bronx,RANGER,NA,NA
11992,RR8741,Staten Island,STATEN ISLAND LITTLE LEAGUE,NA,NA
11993,DI3479,Brooklyn,ZION BAPTIST CHURCH,NA,NA
11994,RR7095,Bronx,COMMUNITY HEALTH SUPPORT,NA,NA
11995,DI4823,NA,COMMUNITY SUPPORT FOR ELDERLY,NA,NA
11996,DI1956,Bronx,COVE CONDUIT KNOXGATES NEIGHBORHOOD ASSOCIATION,NA,NA
11997,A3111,Long Island City,MUSEUM FOR AFRICAN ART,NA,NA
11998,A1907,New York,MUSICA DE CAMARA,NA,NA
11999,A3453,Brooklyn,WORKING TODAY,NA,NA
12000,127,Brooklyn,APPLE INDUSTRIAL DEVELOP,NY,2005
12001,N397,New York,LORMET HDFC,NY,2002
12002,C4199,Brooklyn,SHEARIS ACADEMY CONDUIT RTZAHD HEWBREW DAY SCHOOL,NA,NA
12003,RR8454,New York,NY CHAPTER SONS OF AMERICAN RREVOLUTION,NY,2002
12004,A1978,Brooklyn,NEIGHBORHOOD HOUSING SERVICES OF EAST FLATBUSH,NA,NA
12005,A1458,Bronx,INSTITUTE FOR MUSIC AND NEUROLOGIC FUNCTION AT BETH,NY,1998
12006,DI49,New York,STREET CORNER RESOURCES,NA,NA
12007,DI204,Bronx,49TH PRECINCT LAW ENFORCEMENT EXPLORERS POST 2049,NA,NA
12008,C4000,New York,S O S FOUNDATION,NY,2000
12009,A2099,New York,NY INDUSTRIAL RETENTION NETWORK NYIRN,NA,NA
12010,DI1481,Bronx,EASTCHESTER SENIOR CENTER,NA,NA
12011,Y267,Staten Island,VOLUNTEERS OF AMERICA,NA,NA
12012,A2363,Staten Island,PARENT TO PARENT NY,NA,NA
12013,RR2954,New York,IMENTOR,NA,NA
12014,Y7,New York,ACTION FOR PROGRESS,NA,NA
12015,DI3385,Brooklyn,TRANSFIGURATION PARISH FEDERAL CREDIT UNION,NA,NA
12016,RR8551,New York,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,NA,NA
12017,RR8721,Bronx,SOUTH BRONX CLASSICAL CS SCHOOL,NY,2006
12018,DI3446,New York,ARTIST EXCHANGE INTERNATIONAL,NA,NA
12019,DI1973,Brooklyn,COLLEGE AND CAREER AWARENESSMAXWELL HIGH SCHOOL,NA,NA
12020,RR7998,New York,EPHESUS SEVENTH DAY ADVENTIST CHURCH,NY,2005
12021,A1776,Maspeth,MARTIN LUTHER HIGH SCHOOL,NY,1998
12022,102,Brooklyn,GROUNDSWELL COMMUNITY MURAL,NY,2008
12023,RR8877,Staten Island,UNITED STATEN ISLAND VETERANS ORGANIZATION,NA,NA
12024,DI957,Brooklyn,BROOKLYN AQUARIUM SOCIETY,NA,NA
12025,RR2812,New York,PARTICIPANT,NY,2009
12026,DI2112,New York,DOMINICAN WOMENS CAUCUS,NA,NA
12027,DI4614,NA,REC ROOMS CASE MGT,NA,NA
12028,A608,New York,CHINESE AMERICAN ARTS COUNCIL,NA,NA
12029,DI3703,Staten Island,STATEN ISLAND MILITARY ORDER OF PURPLE HEART,NA,NA
12030,RR8218,Brooklyn,JEWISH CENTER OF BRIGHTON BEACH,NY,2008
12031,DI2072,Bronx,CHERRY TREE ASSOCIATION,NA,NA
12032,DI4556,NA,CANCER INITIATIVE,NA,NA
12033,RR4061,Brooklyn,YESHIVAT SHAARE TORAH,NY,2009
12034,DI354,New York,MANHATTAN COMMUNITY BOARD 9 RESTORATION,NA,NA
12035,N12,Brooklyn,ASSOCIATION OF HOLOCAUST SURVIVIORS FROM FORMER SOVIET UNION,NY,2001
12036,A3200,New York,THREAD WAXING SPACE,NY,2000
12037,228,New York,AGUDATH ISRAEL OF AMER COMMUNITY SERVICES,NY,2008
12038,RR4766,Brooklyn,CHRISTIAN HERITAGE CHURCH CHRISTIAN HERITAGE ACADEMY,NY,2010
12039,DI3484,New York,SUGAR BABIES,NA,NA
12040,DI4555,NA,NEIGHBORHOOD YOUTH ALLIANCESTREET OUTREACH,NA,NA
12041,A3225,New York,TOWN OF CARMEL OPEN SPACE INSTITUTE,NY,1997
12042,DI3741,Brooklyn,72ND PRECINCT COMMUNITY COUNCIL,NA,NA
12043,N126,Brooklyn,NARROWS COMMUNITY THEATER,NA,NA
12044,DI3190,Bronx,MORRISANIAAIR RIGHTS,NA,NA
12045,DI594,New York,WEST SIDE SRO LAW POJECT OF GODDARD RIVERSIDE,NA,NA
12046,N221,Rockaway Park,ROCKAWAY PARTNERSHIP,NA,NA
12047,C3025.1,New York,CORNELL UNIVERSITY NYSSILR,NA,NA
12048,RR2749,New York,MAYI FILIPINO THEATER ENSEMBLE,NY,2008
