,ID.org,city,name,state,year
1235,DI4096,NA,AQUINAS SENIOR SERVICE,NA,NA
1236,DI1014,Bronx,RAIN,NA,NA
1237,A2509.1,New York,PUERTO RICAN TRAVELING THEATER,NA,NA
1238,RR8938,Bronx,WORD OF LIFE INTERNATIONAL,NA,NA
1239,DI2039,New York,URBAN ARTS PARTNERSHIP FKA WORKING PLAYGROUND,NA,NA
1240,A1239,Staten Island,GREAT KILLS PARADE COMMITTEE,NA,NA
1241,RR2922,Jamaica,YOUTH AND TENNIS,NA,NA
1242,DI1522,Brooklyn,AMICO SOCIAL SERVICES,NA,NA
1243,DI3842,Brooklyn,ST ALBANS EPISCOPAL CHURCH SENIOR GROUP,NA,NA
1244,A2759,Bronx,SCHUYLER HILL PERFORMING ARTS AND CULTURAL CENTER,NA,NA
1245,E135,Brooklyn,ST SIMON AND JUDE SENIOR GROUP,NA,NA
1246,DI1862,Flushing,ITALIAN AMERICAN ASSOCIATION OF ST MEL ROMAN CATHOLIC CHURCH,NA,NA
1247,DI1798,New York,MAKE GRADE FOUNDATION,NA,NA
1248,DI1178,New York,PSA 4 COMMUNITY COUNCIL,NA,NA
1249,DI468,Far Rockaway,REDEMPTION OUTREACH,NA,NA
1250,Y65,New York,COALITION FOR HOMELESS,NA,NA
1251,DI2260,Brooklyn,KINGS COUNTY MOOSE LODGE 168,NA,NA
1252,DI662,Ridgewood,ST MATTHIAS SPORTS PROGRAM,NA,NA
1253,DI331,Staten Island,ST CHRISTOPHERS CHURCH,NA,NA
1254,A3187,New York,THEATER MOVES,NY,2008
1255,A24,New York,369 HISTORICAL SOCIETY 369TH MONUMENT COMMITTEE,NY,1998
1256,DI1228,New York,SAGE,NA,NA
1257,225,New York,WEST SIDE FEDERATION FOR SENIOR AND SUPPORTIVE HOUSING,NA,NA
1258,DI2852,Brooklyn,JHS 278 MARINE PARK,NA,NA
1259,A1076,New York,FIRST AVENUE,NY,2000
1260,DI1292,Carona,ST PAUL APOSTLE CHURCH,NA,NA
1261,RR8886,Brooklyn,UNIVERSAL BLACK FAMILY AWARENESS,NA,NA
1262,A557,New York,CENTRAL SYNAGOGUE CONGREGATION,NY,2008
1263,RR3379,New York,BROADWAY MALL ASSOCIATION,NA,NA
1264,A1369,Hollis,HOLLIS COMMUNITY SERVICE CENTER,NY,2000
1265,RR7480,New York,SUS PWA DAVIDSON AVE PRO,NY,2004
1266,A2900,Bronx,ST CLAIRE OF ASSISI CHURCH,NY,2000
1267,A2949,Staten Island,STATEN ISLAND ZOOLOGICAL SOCIETY,NA,NA
1268,A213,New York,ASIAN CINE VISION,NY,2006
1269,RR8299,New York,LOWER WASHINGTON HEIGHTS NEIGHBORHOOD ASSOCIATION,NA,NA
1270,DI136,Brooklyn,LEWIS H PINK HOUSES TA,NA,NA
1271,RR2772,Howard Beach,NEIGHBORHOOD CRIME PREVENTION,NY,2008
1272,A1002,Elmhurst,ELMHURST SENIOR CENTER,NA,NA
1273,DI1347,Bronx,GIRL SCOUT TROOP 1120,NA,NA
1274,DI3191,Brooklyn,OLD STONE HOUSEFIRST BATTLE REVIVAL,NA,NA
1275,A1661,Bronx,LEONARD HAWKINS POST 156,NY,2003
1276,DI911,New York,EAST RIVER HOUSES TENANT ASSOCIATION,NA,NA
1277,DI2767,Bronx,COMMUNITY PROTESTANT CHURCH,NA,NA
1278,DI912,Cambria Heights,COMMUNITY YOUTH CARE,NA,NA
1279,RR7216,Staten Island,HOLY ROSARY PAROCHIAL ELEMENT ARY SCHOOL HOLY ROSARY SCHOOL,NY,2009
1280,DI3898,New York,190TH STREET STATION SUBWAY CAMERAS,NA,NA
1281,DI3973,NA,AFRICAN REDEMPTION ALLIANCE,NA,NA
1282,DI2124,New York,HEADS UP CHILD DEVELOPMENT AT CORNELL MEDICAL CENTER,NA,NA
1283,RR2568,New York,AMERICAN LIVER FOUNDATION,NY,2010
1284,DI132,Jamaica,SPRINGFIELD RIFLESRIFLETTES,NA,NA
1285,DI4481,NA,HALL OF SCIENCE,NA,NA
1286,A2170,New York,NONPROFIT FINANCE FUND,NY,2004
1287,DI2578,Bronx,SOCIEDA HONDURENA ACTIVA DE NY,NA,NA
1288,A2546,Forest Hills,QUEENS LESBIAN AND GAY PRIDE COMMITTEE,NA,NA
1289,C4164,New York,NY YOUTH AT RISK,NY,2010
1290,RR3688,Brooklyn,WOMENS LEAGUE COMMUNITY RES,NY,2009
1291,C1033,Bronx,MARBLE HILL NURSERY SCHOOL,NA,NA
1292,RR2464,Brooklyn,Q KINGDOM MINISTRIES,NA,NA
1293,RR2478,Far Rockaway,ROCKAWAY WATERFRONT ALLIANCE,NA,NA
1294,Y78,New York,COUNCIL FOR A CLEANER CHINATOWN,NY,2005
1295,DI2870,Brooklyn,ST MARK HOLY CHURCH OF AMERICA,NA,NA
1296,DI451,Brooklyn,BYWAYS AND HEDGES YOUTH PROGRAM,NA,NA
1297,A2387,New York,PEOPLE WITH AIDS COALITION OF NY,NY,1997
1298,A2645,Ridgewood,RIDGEWOOD PRESBYSTERIAN,NY,2004
1299,DI2527,Jamaica,RUSH TEMPLE FOOD PROGRAM,NA,NA
1300,A823,New York,CULTURAL CNTRSOVIET REFUGEES,NY,2000
1301,A2724,New York,SAEKO ICHINOHE AND,NY,1997
1302,N121,New York,MORNINGSIDEWESTSIDE COMMUNITY ACTION GROUP,NY,2003
1303,A100,New York,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,NA,NA
1304,DI5317,Brooklyn,KINGS BAY Y,NA,NA
1305,DI1880,Brooklyn,BROOKLYN TECH FOUNDATION BROOKLYN TECH HIGH SCHOOL,NA,NA
1306,RR4275,Brooklyn,MARINE PARK COMMUNITY ASSOCIATION,NA,NA
1307,RR7455,Brooklyn,SPECIAL SPROUTS,NY,2007
1308,A3000,Brooklyn,TARGET MARGIN THEATER,NY,2002
1309,RR8859,New York,TURTLE BAY ASSOCIATION,NA,NA
1310,RR9029,Brooklyn,BROOKLYN COMMUNITY PRIDE CENTER,NA,NA
1311,A2934,New York,STARFISH THEATER WORKS,NY,2004
1312,C1060,Bronx,NEIGHBORHOOD YOUTH AND FAMILY SERVICES,NA,NA
1313,DI5047,NA,MS 137 AMERICAS SCHL OF HEROES,NA,NA
1314,N28,Brooklyn,CADETS OF NY JR DRUM AND BUGLE CORPS,NA,NA
1315,A2369,New York,RECTOR CHURCHWARDENS,NY,2007
1316,RR2332,Flushing,FRIENDS OF CUNNINGHAM PARK,NA,NA
1317,C1039,Bronx,MIDBRONX SENIOR CITIZENS COUNCIL,NA,NA
1318,RR3473,New York,ST HOPE LEADERSHIP ACADEMY,NY,2008
1319,A66,New York,ABYSSINIAN BAPTIST CHURCH,NA,NA
1320,DI3009,Staten Island,BIKUR CHOLIM OF STATEN ISLAND,NA,NA
1321,RR7266,Brooklyn,LATIN AMERICAN WORKERS PROJECT,NA,NA
1322,A1679,New York,LITERARY MGRSDRAMATURGSAMER,NY,2000
1323,C3080,Bronx,WILLIAMSBRIDGE SENIOR CENTER,NA,NA
1324,DI3724,Brooklyn,MARCUS GARVEY NURSING HOME,NA,NA
1325,A1375,New York,HOME CARE COUNCIL OF NY,NY,2007
1326,DI1435,Forest Hills,OUR LADY QUEEN OF MARTYRS,NA,NA
1327,RR7368,New York,PACTPARTNERING ARTISTS,NY,2002
1328,DI4753,NA,HARBOR CONSERVATORY FOR PERFORMING ARTS,NA,NA
1329,DI3969,NA,SANITATION GARBAGE CANS FOR DISTRICT 14,NA,NA
1330,RR9413,Bronx,ST BENEDICT MOOR,NA,NA
1331,RR7385,Fresh Meadows,POMONOK HOME SERVICES,NY,2011
1332,A2808,New York,SHOREWALKERS,NY,2002
1333,DI3016,Bronx,BRONX ZOO,NA,NA
1334,A1168,New York,FRIENDS OF UPPER EAST SIDE HISTORIC DISTRICTS,NA,NA
1335,DI634,Long Island City,LA GUARDIA AND WAGNER ARCHIVES,NA,NA
1336,RR7320,Brooklyn,MOSDOS BNOS FRIMA,NA,NA
1337,DI5042,NA,YNG ISRAEL FOREST HILLS SR LEAGUE,NA,NA
1338,RR2646,Jamaica,COUNSELING SERVICES EDNY,NY,2010
1339,DI2623,Brooklyn,SACRED HEART YOUTH PROGRAM,NA,NA
1340,A2643,Ridgewood,RIDGEWOOD LOCAL DEVELOPMENT,NA,NA
1341,DI5053,NA,PROJECT NESHAMA,NA,NA
1342,DI2028,Brooklyn,NY WALKERS CLUB,NA,NA
1343,Y297,Kew Gardens,BOBOV WORLDWIDE INSTITUTE,NY,2004
1344,A695,New York,COMMITTEE FOR HISPANIC CHILDREN AND FAMILIES,NA,NA
1345,RR4639,Brooklyn,BALTIC STREET AEH,NY,2010
1346,A539,Brooklyn,CENTER FOR ELIMINATION OF VIOLENCE IN FAMILY,NA,NA
1347,RR7567,Brooklyn,86TH STREET BAY RIDGE BUSINESS IMPROVEMENT DISTRICT,NY,2008
1348,DI1161,Long Island City,PS 1,NA,NA
1349,DI1023,Brooklyn,BROOKLYN COMMUNITY BOARD 11 RESTORATION,NA,NA
1350,DI4907,NA,STREETWORK PROJECT,NA,NA
1351,RR8820,Bronx,THROGGS NECK CHAPTER 603 OF AARP,NY,2010
1352,DI2060,New York,CHELSEA COMMUNITY SUPPORTED AGRICULTURE PROJECT,NA,NA
1353,A2412,New York,PLANNED PARENTHOOD OF NY,NA,NA
1354,DI891,New York,FRIENDS OF MORNINGSIDE PARK,NA,NA
1355,N200,Jamaica,SPRINGFIELDROSEDALE COMMUNITY ACT ASSOCIATION,NY,2005
1356,61,New York,CHURCH OF ST PAULS AND ST ANDREW UNITED METHODIST,NY,2009
1357,A588,New York,CHILDREN OF BELLEVUE,NY,2010
1358,RR8311,New York,MANO A MANO MEXICAN CULTURE WITHOUT BORDERS,NA,NA
1359,DI953,Bronx,LA FAMILIA VERDE,NA,NA
1360,RR8285,New York,LIPIX,NY,2011
1361,DI4607,NA,MET COUNCIL LOW INCOME SENIOR RESIDENCE UPGRADES,NA,NA
1362,C3050,NA,HISPANIC AIDS FORUM,NA,NA
1363,Y285,Staten Island,A VERY SPECIAL PLACE,NA,NA
1364,N159,South Ozone Park,PLANNED PARENTHOOD OF BUFFALO AND ERIE COUNTIES,NY,1991
1365,A452,Brooklyn,BROOKLYN PLAZA MED CENTER ADMINISTRATOR CONTROLLER,NY,2010
1366,A2390,Bronx,PER SCHOLAS,NA,NA
1367,DI2257,New York,MUSICA RUSSIA FOUNDATION,NA,NA
1368,RR7654,New York,AUBIN PICTURES,NY,2003
1369,A2106,Brooklyn,NY METHODIST HOSPITAL,NA,NA
1370,RR8350,Flushing,MIL AL MISSION IN NY,NY,2006
1371,RR2305,Brooklyn,EAST NY FAMILY DAY CARE PROCESSING CENTER,NY,2011
1372,DI2731,Brooklyn,UNITED JEWISH COMMUNITY ADVOCACY RELATIONS AND ENRICHMENT UJ CARE,NA,NA
1373,DI4080,NA,SISTER ANNUNCIATA BETHEL SENIOR CENTER,NA,NA
1374,RR2637,New York,COMMUNITY VOICES HEARD,NA,NA
1375,DI1216,NA,ASSOCIATION OF MINORITY ENTERPRISES OF NY,NA,NA
1376,RR2617,New York,CASA MEXICO,NA,NA
1377,DI313,Breezy Point,ROCKAWAY POINT VOLUNTEER FIRE,NA,NA
1378,A1748,New York,MAIDSTONE FOUNDATION,NY,2008
1379,RR6981,Brooklyn,AMERICAN EURO CHILD CARE DAY,NY,2004
1380,RR8564,Staten Island,PORT RICHMOND CERT AND RESCUE,NY,2008
1381,A310,Brooklyn,BEDFORD STUYVESANT COMMUNITY LEGAL SERVICES,NA,NA
1382,RR4140,NA,BRONX LESBIAN AND GAY HEALTH RESOURCE CONSORTIUM,NA,NA
1383,DI3931,NA,CIVILIAN COMPLAINT REVIEW BOARD CCRB,NA,NA
1384,C4184,Queens,QUEENS THEATER IN PARK,NA,NA
1385,RR8527,New York,OVARIAN CANCER RESEARCH FUND,NY,2008
1386,RR2541,New York,WORKING HARBOR COMMITTEE,NA,NA
1387,DI1103,Staten Island,ST MARGARET MARY,NA,NA
1388,DI829,New York,1199 PLAZA JASA,NA,NA
1389,DI4174,NA,CUNY UNIVERSITYWIDE CORE NETWORK INFRASTRUCTURE,NA,NA
1390,DI4114,NA,ASCENSION CHURCH,NA,NA
1391,DI3509,New York,COUNCIL OF URBAN PROFESSIONALS,NA,NA
1392,A492,New York,CAPOEIRA FOUNDATION,NY,2000
1393,RR2323,ASTORIA,FEDERATION OF HELLENIC SOCIETIES OF GREATER NY,NA,NA
1394,DI3421,New York,SMALL AND FAMILY BUSINESS FOUNDATION,NA,NA
1395,A171,Bronx,ANURIUMUAKAIGBO CULTURAL EDUCATIONAL PROGRAM,NY,2004
1396,RR2466,Queens Village No.,QUEENSBORO COUNCIL FOR SOCIAL WELFARE,NA,NA
1397,DI4496,NA,LONG ISLAND JEWISH HOSPITALFAR ROCKAWAY,NA,NA
1398,DI4147,NA,IS 349 MATH SCIENCE AND TECH,NA,NA
1399,DI4926,NA,HAHNBARCK KOREAN PRESBYTERIAN INDEPENDENT CHURCH,NA,NA
1400,DI4983,NA,SALVATION ARMYASTORIA FOOD PANTRY,NA,NA
1401,C1108,Bronx,PIUS XII YOUTH AND FAMILY SERVICES,NA,NA
1402,C4183.1,Rego Park,PUERTO RICAN FAMILY INSTITUTE QUEENS MENTAL HEALTH CLINIC,NY,1994
1403,RR8737,Staten Island,STATEN ISLAND FLEET WEEK,NY,2009
1404,RR2835,Brooklyn,RENEGADES YOUTH SPORTS,NA,NA
1405,DI1534,New York,EPISCOPAL CHURCH OF ST EDWARD MARTYR,NA,NA
1406,RR2410,Maspeth,MASPETH CHAMBER OF COMMERCE,NA,NA
1407,A1087,Brooklyn,FLATBUSH SHOMRIM SAFETY PATROL,NA,NA
1408,A529,New York,CENTER FOR EMPLOYMENT OPPORTUNITIES CEO,NA,NA
1409,A1048,New York,BOYS TOWN NY,NY,2010
1410,RR8005,St. Albans,EVANGELICAL LUTHERAN CHURCH OF RESURRECTION,NA,NA
1411,108,New York,RUSSIAN AMERICAN ARTS,NY,2008
1412,RR2406,New York,MANHATTAN CHARTER SCHOOL,NY,2007
1413,DI4575,NA,FUND FOR COMMUNITY LEADERSHIP DEVUTH TURN,NA,NA
1414,A930,Brooklyn,DYKER HEIGHTS AUTUMN AGE CLUB,NA,NA
1415,DI2624,Laurelton,YOUTH STEP USA,NA,NA
1416,A388,Bronx,BRONX COUNCIL FOR ECONOMIC DEVELOPMENT,NA,NA
1417,A1498,New York,INWOOD PATROL,NA,NA
1418,DI1018,New York,NATIONAL ORGANIZATION OF ITALIAN AMERICAN WOMEN,NA,NA
1419,A416.1,NY,WILDLIFE CONSERVATION SOCIETY AQUARIUM,NA,NA
1420,RR3753,Jamaica,BUSINESS LEADERS OF TOMORROW LEADERSHIP EMPOWERMENT CENTER,NA,NA
1421,DI4195,NA,NY FOUNDATION TRANSPORTATION,NA,NA
1422,DI2602,Richmond Hill,NEW HAVEN MINISTRIES,NA,NA
1423,RR2216,New York,ALCOHOLISM COUNCILFLWSHP CENTER ALCOHOLISM COUNCIL OF NY,NY,2011
1424,DI5143,NA,TENANTS ADVICE,NA,NA
1425,DI1582,Whitestone,YMCA BEACON CENTER JUNIOR HIGH SCHOOL 194,NA,NA
1426,DI3716,New York,NY COUNTY COURTS PUBLIC ACCESS LAW LIBRARY,NA,NA
1427,RR8356,Brooklyn,MJG NURSING HOME DBA JEWISH HOSPICE OF,NY,2003
1428,DI4134,NA,IS 228 DAVID A BOODY,NA,NA
1429,RR9192,New York,HELEN KELLER INTERNATIONAL,NY,2005
1430,C4203,Bronx,SOUND DALE DAY CARE CENTER,NY,1999
1431,A2142,NA,NY UNIVERSITY MEDICAL,NA,NA
1432,Y224,New York,SAFE HORIZON,NA,NA
1433,A1000,Brooklyn,ELLISON YOUTH,NY,2002
1434,A3170,New York,VALLEY,NA,NA
1435,RR8619,New York,RESERVE ELDER SERVICE,NY,2010
1436,RR8489,New York,NYS BLACK GAY NETWORK,NY,2003
1437,RR8667,Brooklyn,RUTLAND NURSING HOME,NY,2010
1438,RR2413,Bronx,MID BRONX CCRP EARLY CHILDHOOD CENTER,NY,2011
1439,183,New York,MAYI THEATER MAYI FILIPINO THEATER ENSEMBL,NY,2010
1440,DI4700,NA,CHILDRENS GUIDANCE CENTER OF NY,NA,NA
1441,C410,Brooklyn,HOMECREST COMMUNITY SERVICES,NA,NA
1442,DI88,Staten Island,PUBLIC SCHOOL 46R,NA,NA
1443,DI643,Flushing,ST ANDREW AVELLINO FRIENDSHIP CLUB,NA,NA
1444,RR6070,New York,MANHATTAN CENTER FOR,NY,2007
1445,DI4658,NA,CHALLENGER CENTER FOR SPACE AND SCIENCE EDUCATION,NA,NA
1446,RR8823,Brooklyn,TILLARY PARK PRO HOOPS,NA,NA
1447,DI1693,New York,STREETWORK PROJECTSAFE HORIZON,NA,NA
1448,RR8236,New York,KIDS IN DISTRESSED SITUATIONS,NY,2007
1449,RR9044,New York,CARTER BURDEN CENTER FOR AGING,NA,NA
1450,RR9233,Brooklyn,KS JAMM DANCE TROUPE,NA,NA
1451,A3173,New York,YOUNG PEOPLES CHORUS OF NY,NA,NA
1452,Y210,New York,PUERTO RICAN COUNCIL DAY CARE CENTER,NY,2011
1453,DI5170,NA,EPIPHANYBROOKLYN,NA,NA
1454,DI4849,NA,FT GREEN,NA,NA
1455,DI3373,Flushing,BROOKLYNQUEENS CONSERVATORY OF MUSIC,NA,NA
1456,DI1727,Brooklyn,LOS SURES SOUTHSIDE UNITED HDFC,NA,NA
1457,A2765,New York,SEASONED CITIZENS THEATER,NY,2003
1458,DI1345,Brooklyn,CROWN HEIGHTS COMMUNITY MEDIATION,NA,NA
1459,RR7503,Brooklyn,UNITED HOMECARE SERVICE,NY,2005
1460,RR3838,New York,CABRINI CENTER FOR NURSING AND REHAB,NA,NA
1461,RR7563,Brooklyn,4TH AND GOAL,NY,2004
1462,A164,New York,AN CLAIDHEAMH SOLUIS DBA IRISH ARTS CENTER,NA,NA
1463,A2813,Bronx,SIMEON SERVICE FOUNDATION,NY,2000
1464,NN1,Queens Village,QUEENS REFORMED CHURCH,NA,NA
1465,E128,Brooklyn,ST FRANCIS COLLEGE,NA,NA
1466,DI1240,New York,VNS MEALS ON WHEELS,NA,NA
1467,DI961,New York,JEFFERSON HOUSES TENANT ASSOCIATION,NA,NA
1468,DI4789,NA,HEALTH WALK TO FITNESS,NA,NA
1469,RR8470,New York,NY CONSERVANCY,NY,2008
1470,A2670,Jamaica,ROCHDALE VILLAGE ASSOCIATION DBA ROCHDALE VILL CIVIC ASSOCIATION,NY,1998
1471,DI4364,NA,PLANNED PARENTHOOD NY REVISED,NA,NA
1472,44,New York,SUTDIO MUSUEM IN HARLEM,NY,2003
1473,A1283,Brooklyn,HAITIAN AMERICAN ALLIANCE,NA,NA
1474,A1404,Bronx,HUNTS POINT,NY,1994
1475,DI660,Glendale,VIETNAM VETERANS OF AMERICA QUEENS DIVISION,NA,NA
1476,Y24,New York,ASSOCIATION OF METROAREA AUTISTIC CHILDREN,NA,NA
1477,DI1640,Staten Island,LIBERIAN COMMUNITY ASSOCIATION,NA,NA
1478,A3238,Jamaica,TRUE PRAISE CHURCH OF GOD,NY,1999
1479,DI988,Brooklyn,REACHING ACROSS WORLD MINISTRIES,NA,NA
1480,A2383,New York,PEN AMERICAN CENTER,NY,2005
1481,RR8040,Forest Hills,FOREST HILLS JEWISH CENTER,NY,2007
1482,DI5105,NA,URBAN SCIENCE ACADEMY,NA,NA
1483,A579,New York,CHERRY LANE ALTERNATIVE,NA,NA
1484,A966,Brooklyn,EAST WILIAMSBURG VALLEY INDUSTRIAL DEVELOPMENT EWVIDCO,NA,NA
1485,DI4844,NA,SECURITY CAMERAS IN PUBLIC HOUSING,NA,NA
1486,A1729,Brooklyn,LYNDON BAINES JOHNSON HEALTH COMPLEX,NY,2003
1487,DI464,Brooklyn,K490 FORT HAMILTON HIGH SCHOOL TIGERS FOOTBALL TEAM,NA,NA
1488,DI5187,NA,ROOSEVELT ISLAND CHAMBER,NA,NA
1489,A2448,New York,PREVENT BLINDNESS NY,NY,2003
1490,RR9203,Flushing,HUDSON RIDGE HOMEOWNERS,NY,2006
1491,DI1673,Bronx,TREMONT UNITED METHODIST CHURCH,NA,NA
1492,DI2524,South Ozone Park,ST JAMES ST MATTHEWS EVANGELICAL LUTHERAN CHURCH,NA,NA
1493,DI3271,Flushing,ST ANDREW ATHLETIC ASSOCIATION,NA,NA
1494,A1440,Brooklyn,INDEPENDENT FEATURE PROJECT,NY,2010
1495,A3205,Bronx,THROGGS NECK HOMEOWNERS ASSOCIATION,NA,NA
1496,RR2778,Brooklyn,NEXT LEGACY ORCHESTRA FOUNDATION,NY,2003
1497,RR8622,East Elmhurst,REYES DOLEO BASEBALL LEAGUE,NA,NA
1498,DI4773,NA,NYJTL,NA,NA
1499,DI1152,Staten Island,STATEN ISLAND UNITED VETERANS ORGANIZATION,NA,NA
1500,RR3134,Staten Island,MARCH OF DIMES BIRTH DEFECTS FOUNDATION GREATER NY CHAPTER,NY,2006
1501,A403,Bronx,BRONX ORGAN FAUTISTCIT,NY,2004
1502,RR9001,Bronx,ARIVA,NY,2009
1503,A73,New York,LIFESPIRE,NA,NA
1504,RR9411,Bronx,ST ANTHONYS RESIDENCE,NY,2005
1505,DI3158,Long Island City,EXPLORING ARTS FRANK SINATRA HS,NA,NA
1506,A1884,New York,MUAE PUBLISHING,NY,2003
1507,A1499,New York,INWOOD PRESERVATION,NY,1997
1508,219,Brooklyn,GETHSEMANE BAPTIST CHURCH OF DELIVERANCE,NY,2004
1509,A861,New York,DANCE THEATER OF HARLEM,NA,NA
1510,99,Jamaica,CLERGY UNITED FOR COMMUNITY EMPOWERMENT FORMERLY SQCCE,NA,NA
1511,C4196,Brooklyn,SAND CASTLE CHILD CARE CENTER,NY,1999
1512,RR3279,St. Albans,MONTESSORI PROGRESSIVE LEARNING CENTER,NA,NA
1513,RR7399,Staten Island,RABBI JACOB JOSEPH SCHOOL YESHIVA MENKAZ HATORAH,NY,2009
1514,RR8305,New York,MAMA FOUNDATION FOR ARTS,NA,NA
1515,A56,Bayside,ACTMENTORPEER PROGRAM,NY,2000
1516,A466,Brooklyn,BTCFIACO DISPLACED HOMEMAKER PROGRAM,NY,1996
1517,DI3432,New York,NY PUBLIC LIBRARYBRANCH LIBRARIESESOL,NA,NA
1518,C4116.2,Brooklyn,INSTITUTE FOR COMMUNITY LIVING STEPPING STONE RESIDENCE,NY,2001
1519,A1230,New York,GOUVERNEUR HEALTHCARE SERVICES,NA,NA
1520,DI1083,Forest Hills,CONTINENTAL AMERICAN LEGION POST 1424,NA,NA
1521,A2651,New York,RIVER ARTS REPERTORY,NY,2000
1522,RR7154,Astoria,FEDERATION OF CHIANS CULTURAL,NY,2007
1523,DI3662,New York,LEAVE IT BETTER FOUNDATION,NA,NA
1524,RR9451,Sunnyside,TURKISH AMERICAN MULTICULTURAL EDUCATIONAL FOUNDATION,NA,NA
1525,N189,Astoria,SACRED PAT AND STAV ORTHODOX MONASTERY OF ST IRENE CHRISOV,NY,2001
1526,Y62,New York,CHINESE AMERICAN PLANNING COUNCIL,NA,NA
1527,RR8906,New York,VIDACARE,NY,2003
1528,RR4108,New York,NY CHILDRENS VISION COALITION,NA,NA
1529,A2657,Bronx,RIVERDALE JEWISH CENTER,NA,NA
1530,DI2421,Corona,ESTHER HOUSE,NA,NA
1531,N155,New York,PELHAM FRITZ BASKETBALL LEAGUE,NA,NA
1532,RR2657,Brooklyn,DUMBO ARTS CENTER,NA,NA
1533,RR7532,New York,YESHIVA KETANA OF MANHATTAN,NY,2010
1534,RR2516,Staten Island,TRINITY LUTHERAN CHURCH,NA,NA
1535,DI589,New York,CICATELLI,NA,NA
1536,DI787,New York,CHAHSAMA,NA,NA
1537,DI1815,New York,NYCHA HOUSING DEVELOPMENT COMMUNITY CENTERS COUNCIL DISTRICT 9 ONLY,NA,NA
1538,137,Brooklyn,CREATIVE OUTLETS DANCE THEATER,NA,NA
1539,A3003,New York,TEACHERS AND WRITERS COLLAB,NY,2009
1540,DI2185,New York,PAUL RODGERS DANCE,NA,NA
1541,DI5061,NA,MERCY COLLEGE,NA,NA
1542,Y237,New York,ST MATTHEWS AND ST TIMOTHYS NEIGHBORHOOD CENTER,NA,NA
1543,RR7852,Bronx,COMMUNITY EDUCATION AND DEVELOPMENT CENTER,NA,NA
1544,A1368,New York,HISTORICAL RECORDS OF NY COUNTY CLERK,NY,2000
1545,RR8636,Staten Island,ROCCO LAURIE MEMORIAL SCHOLARS HIP FUND,NY,2009
1546,DI4932,NA,SCAN  NY,NA,NA
1547,A571,New York,CHARAS,NY,1999
1548,N369,Brooklyn,HEAD START SPONSORING BOARD COUNCIL,NY,2011
1549,DI5099,NA,POLICE DEPARTMENT,NA,NA
1550,A1898,New York,MUSEUM OF NY,NA,NA
1551,A2995,New York,TALUJON PERCUSSION QUARTET,NY,1998
1552,A248,New York,ASTON MAGNA FNDN FOR MSC AND HUM,NY,1997
1553,DI3314,Staten Island,TRACKMASTERS YOUTH CLUB,NA,NA
1554,RR2774,Bronx,NEW COVENANT CHRISTIAN CHURCH,NY,2008
1555,DI2089,New York,DEVELOPING OPPORTUNITIES THROUGH MEANINGFUL EDUCATION DOME PROJECT,NA,NA
1556,DI3928,NA,DFTA,NA,NA
1557,C4201,Brooklyn,SHULAMITH SCHOOL FOR GIRLS,NA,NA
1558,N340,New York,COMMUNITY LIFE CENTER ARTHUR EUGENE AND THEKMA ADAIR,NY,2011
1559,RR8212,New York,JAM MASTER JAY FOUNDATION FOR YOUTH,NY,2005
1560,DI5018,NA,JCC OF CROWN HEIGHTS,NA,NA
1561,DI880,Staten Island,YOUNG MENS CHRISTIAN ASSOCIATION OF GREATER NY STATEN ISLAND BRANCH,NA,NA
1562,Y486.1,New York,TRUSTEES OF COLUMBIA,NA,NA
1563,RR4602,New York,MORNINGSIDE CENTER FOR TEACHING,NY,2008
1564,DI4504,NA,FOOD RETAIL WORKFORCE TRAINING,NA,NA
1565,A1261,New York,GREENWICH VILLAGE SOCIETY FOR HISTORIC PRESERVATION,NA,NA
1566,A1092,Flushing,FLUSHING TOWN HALL,NA,NA
1567,A3451,New York,WOOSTER GROUP,NY,2010
1568,RR7152,Bronx,FEATHERBED LANE YOUTH,NY,2002
1569,RR2519,Brooklyn,TURNING POINT,NA,NA
1570,RR2417,NY,MOUSE,NA,NA
1571,RR7258,New York,KIPP INFINITY CHARTER SCHOOL,NY,2009
1572,A2814,NA,SIMPSON STREET DEVELOPMENT ASSOCIATION,NA,NA
1573,221,New York,JASA PROJECT CRISIS,NY,2003
1574,DI3769,Bronx,SYLKS ANGELS IN ZONE,NA,NA
1575,DI788,Bronx,ST AUGUSTINE CHURCH,NA,NA
1576,A334,Bronx,BETH JACOB BETH MIRIAM SCHOOL,NY,2004
1577,RR2555,Brooklyn,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,NY,2009
1578,DI440,Long Island City,QUEENSBRIDGE SENIOR CENTER,NA,NA
1579,A1251,Woodhaven,GREATER WOODHAVEN DEVELOPMENT,NA,NA
1580,RR9381,New York,RIVERSIDE THEATER,NA,NA
1581,A445,Brooklyn,BROOKLYN LEGAL SERVICES A,NA,NA
1582,DI597,Bronx,ST SIMON STOCK ROMAN CATHOLIC,NA,NA
1583,DI2484,Bronx,BLESSED SACRAMENT LITTLE LEAGUE,NA,NA
1584,RR8788,Brooklyn,STSTEPHENS ENGLISH EVANGELIC AL LUTHERAN CHURCH,NY,2004
1585,DI720,Astoria,STEINWAY BUSINESS IMPROVEMENT DISTRICT,NA,NA
