,,access,bridge,distance,from,hgv,highway,lanes,maxspeed,name,oneway,ref,service,to,tunnel
1901159173,1957270016,,,52.663187,1901159173,,service,,,,,,driveway,1957270016,
1957270016,1901159206,,,103.305147,1957270016,,service,,,,,,driveway,1901159206,
1901159206,1901158970,,,50.726769,1901159206,,service,,,,,,driveway,1901158970,
1901158970,1901159158,,,20.193937,1901158970,,service,,,,,,driveway,1901159158,
1901159158,1901159227,,,20.928648,1901159158,,service,,,,,,driveway,1901159227,
1901159227,1901159230,,,31.086435,1901159227,,service,,,,,,driveway,1901159230,
3739328234,3739328241,,,22.626815,3739328234,,service,,,,,,driveway,3739328241,
3755900036,5495990797,,,56.696295,3755900036,,service,,,,yes,,drive-through,5495990797,
5495990797,3755900043,,,41.612203,5495990797,,service,,,,yes,,drive-through,3755900043,
3755900043,3755900042,,,18.768388,3755900043,,service,,,,yes,,drive-through,3755900042,
5495990797,3755900043,,,41.612203,5495990797,,service,,,,yes,,drive-through,3755900043,
3755910871,3755910863,,,58.058776,3755910871,,primary_link,,,,yes,,,3755910863,
367789435,5495990767,,,23.347322,367789435,,service,,,,yes,,drive-through,5495990767,
5495990767,3755910873,,,48.764827,5495990767,,service,,,,yes,,drive-through,3755910873,
3755910856,3755910873,,,40.903002,3755910856,,service,,,,yes,,drive-through,3755910873,
3755910873,3755910858,,,47.390855,3755910873,,service,,,,yes,,drive-through,3755910858,
3755910864,3755910865,,,54.740938,3755910864,,primary_link,,,,yes,,,3755910865,
261301635,3629624663,,,11.275056,261301635,,residential,,,East 42nd Place,,,,3629624663,
3629624663,3629624656,,,41.020411,3629624663,,residential,,,East 42nd Place,,,,3629624656,
261199924,365220386,,,53.393668,261199924,,tertiary,,,West 69th Street,,,,365220386,
365220386,261149455,,,56.060969,365220386,,tertiary,,,West 69th Street,,,,261149455,
261149455,2425852744,,,44.049448,261149455,,tertiary,,,West 69th Street,,,,2425852744,
2425852744,2425852623,,,18.585517,2425852744,,tertiary,,,West 69th Street,,,,2425852623,
2425852623,261214612,,,31.861063,2425852623,,tertiary,,,West 69th Street,,,,261214612,
261214612,261214596,,,31.267258,261214612,,tertiary,,,West 69th Street,,,,261214596,
261214596,2425852658,,,18.759692,261214596,,tertiary,,,West 69th Street,,,,2425852658,
2425852658,261285133,,,49.815584,2425852658,,tertiary,,,West 69th Street,,,,261285133,
261285133,2425852680,,,50.794432,261285133,,tertiary,,,West 69th Street,,,,2425852680,
2425852680,261144676,,,2.962892,2425852680,,tertiary,,,West 69th Street,,,,261144676,
261144676,2425852544,,,94.297213,261144676,,tertiary,,,West 69th Street,,,,2425852544,
2425852544,261198784,,,35.74748,2425852544,,tertiary,,,West 69th Street,,,,261198784,
261198784,261198698,,,14.984769,261198784,,tertiary,,,West 69th Street,,,,261198698,
261198698,2425852711,,,43.648016,261198698,,tertiary,,,West 69th Street,,,,2425852711,
2425852711,2425852601,,,6.896938,2425852711,,tertiary,,,West 69th Street,,,,2425852601,
2425852601,261291958,,,49.457698,2425852601,,tertiary,,,West 69th Street,,,,261291958,
261291958,5498865498,,,34.058245,261291958,,tertiary,,,West 69th Street,,,,5498865498,
5498865498,2425852634,,,16.643426,5498865498,,tertiary,,,West 69th Street,,,,2425852634,
2425852634,261305477,,,50.684894,2425852634,,tertiary,,,West 69th Street,,,,261305477,
261305477,2425852599,,,49.458451,261305477,,tertiary,,,West 69th Street,,,,2425852599,
2425852599,5498867952,,,1.875117,2425852599,,tertiary,,,West 69th Street,,,,5498867952,
5498867952,261303516,,,53.299915,5498867952,,tertiary,,,West 69th Street,,,,261303516,
261303516,261184499,,,100.269095,261303516,,tertiary,,,West 69th Street,,,,261184499,
261184499,5498864552,,,25.385486,261184499,,tertiary,,,West 69th Street,,,,5498864552,
5498864552,5498863422,,,84.695272,5498864552,,tertiary,,,West 69th Street,,,,5498863422,
5498863422,5498862911,,,32.057555,5498863422,,tertiary,,,West 69th Street,,,,5498862911,
5498862911,5498862661,,,40.26467,5498862911,,tertiary,,,West 69th Street,,,,5498862661,
5498862661,261256256,,,1.676312,5498862661,,tertiary,,,West 69th Street,,,,261256256,
261256256,4698424479,,,114.958592,261256256,,tertiary,,,West 69th Street,,,,4698424479,
4698424479,4698424627,,,12.818906,4698424479,,tertiary,,,West 69th Street,,,,4698424627,
4698424627,2425852672,,,60.638785,4698424627,,tertiary,,,West 69th Street,,,,2425852672,
2425852672,261305469,,,66.487421,2425852672,,tertiary,,,West 69th Street,,,,261305469,
261305469,2420456887,,,29.372782,261305469,,tertiary,,,West 69th Street,,,,2420456887,
261199942,4332528790,,,25.444924,261199942,,primary,4,,West 79th Street,,,,4332528790,
2895578933,1561278023,,,60.975526,2895578933,,tertiary,,,South Lake Park Avenue,yes,,,1561278023,
1561278023,1561278008,,,178.839747,1561278023,,tertiary,,,South Lake Park Avenue,yes,,,1561278008,
1561278008,261175604,,,78.521349,1561278008,,tertiary,,,South Lake Park Avenue,yes,,,261175604,
261175604,261175603,,,164.624437,261175604,,tertiary,,,South Lake Park Avenue,yes,,,261175603,
261175603,712771077,,,5.232255,261175603,,tertiary,,,East 53rd Street,no,,,712771077,
253960322,2350768363,,,67.214602,253960322,,primary,,,East Garfield Boulevard,yes,,,2350768363,
2350768363,253960324,,,67.347537,2350768363,,primary,,,East Garfield Boulevard,yes,,,253960324,
253960324,5495262481,,,25.565404,253960324,,primary,,,East Garfield Boulevard,yes,,,5495262481,
5495262481,5495262470,,,30.592049,5495262481,,primary,,,East Garfield Boulevard,yes,,,5495262470,
5495262470,2350768331,,,12.193714,5495262470,,primary,,,East Garfield Boulevard,yes,,,2350768331,
2350768331,261198112,,,66.277354,2350768331,,primary,,,East Garfield Boulevard,yes,,,261198112,
261198112,254241294,,,133.417446,261198112,,primary,,,East Garfield Boulevard,yes,,,254241294,
253960322,253960331,,,39.158478,253960322,,secondary,3,,South Indiana Avenue,-1,,,253960331,
253960331,537982270,,,59.808567,253960331,,secondary,3,,South Indiana Avenue,-1,,,537982270,
537982270,537982313,,,101.950192,537982270,,secondary,3,,South Indiana Avenue,-1,,,537982313,
537982313,537982418,,,202.90098,537982313,,secondary,3,,South Indiana Avenue,-1,,,537982418,
537982418,537982636,,,203.530653,537982418,,secondary,3,,South Indiana Avenue,-1,,,537982636,
537982636,537982500,,,201.79449,537982636,,secondary,3,,South Indiana Avenue,-1,,,537982500,
537982500,537982570,,,204.023589,537982500,,secondary,3,,South Indiana Avenue,-1,,,537982570,
5827159304,386571653,,,78.378741,5827159304,,secondary,2,,South Cottage Grove Avenue,,,,386571653,
386571653,261276584,,,65.66415,386571653,,secondary,2,,South Cottage Grove Avenue,,,,261276584,
261276584,5827159301,,,23.682754,261276584,,secondary,2,,South Cottage Grove Avenue,,,,5827159301,
537982530,538001213,,,56.135771,537982530,,primary,,,South State Street,,,,538001213,
538001213,4332938647,,,260.611407,538001213,,primary,,,South State Street,,,,4332938647,
261239927,5498730402,,,41.269248,261239927,,tertiary,,,West 74th Street,,,,5498730402,
5498730402,2426839470,,,8.481273,5498730402,,tertiary,,,West 74th Street,,,,2426839470,
2426839470,261331222,,,50.646845,2426839470,,tertiary,,,West 74th Street,,,,261331222,
261331222,2426839442,,,49.50995,261331222,,tertiary,,,West 74th Street,,,,2426839442,
2426839442,261336058,,,51.302605,2426839442,,tertiary,,,West 74th Street,,,,261336058,
261336058,2426839460,,,50.638528,261336058,,tertiary,,,West 74th Street,,,,2426839460,
2426839460,261162171,,,49.899796,2426839460,,tertiary,,,West 74th Street,,,,261162171,
261162171,2426839469,,,50.489202,261162171,,tertiary,,,West 74th Street,,,,2426839469,
2426839469,261250927,,,49.435258,2426839469,,tertiary,,,West 74th Street,,,,261250927,
261250927,2426844702,,,51.061778,261250927,,tertiary,,,West 74th Street,,,,2426844702,
2426844702,261161877,,,50.107375,2426844702,,tertiary,,,West 74th Street,,,,261161877,
261161877,2426839453,,,50.264974,261161877,,tertiary,,,West 74th Street,,,,2426839453,
2426839453,261302502,,,50.389624,2426839453,,tertiary,,,West 74th Street,,,,261302502,
261302502,2426839454,,,49.999517,261302502,,tertiary,,,West 74th Street,,,,2426839454,
2426839454,261185655,,,50.837542,2426839454,,tertiary,,,West 74th Street,,,,261185655,
261185655,2426839452,,,49.601108,261185655,,tertiary,,,West 74th Street,,,,2426839452,
2426839452,261199928,,,50.366729,2426839452,,tertiary,,,West 74th Street,,,,261199928,
261199928,2425903716,,,45.859959,261199928,,tertiary,,,West 74th Street,,,,2425903716,
2425903716,261149421,,,56.123779,2425903716,,tertiary,,,West 74th Street,,,,261149421,
261149421,2425903711,,,50.273442,261149421,,tertiary,,,West 74th Street,,,,2425903711,
2425903711,261214642,,,50.605236,2425903711,,tertiary,,,West 74th Street,,,,261214642,
261214642,2425903722,,,50.240014,261214642,,tertiary,,,West 74th Street,,,,2425903722,
2425903722,261285182,,,50.265125,2425903722,,tertiary,,,West 74th Street,,,,261285182,
261285182,2425903688,,,51.343704,261285182,,tertiary,,,West 74th Street,,,,2425903688,
2425903688,715501347,,,46.381174,2425903688,,tertiary,,,West 74th Street,,,,715501347,
261239927,261199682,,,100.901638,261239927,,tertiary,,,South Racine Avenue,,,,261199682,
261199682,5498725946,,,33.837832,261199682,,tertiary,,,South Racine Avenue,,,,5498725946,
5498725946,715501117,,,40.859033,5498725946,,tertiary,,,South Racine Avenue,,,,715501117,
2426852367,261239927,,,50.762761,2426852367,,tertiary,,,West 74th Street,,,,261239927,
3468946088,5498722951,,,109.266119,3468946088,,tertiary,,,South Racine Avenue,,,,5498722951,
5498722951,5498724926,,,12.292856,5498722951,,tertiary,,,South Racine Avenue,,,,5498724926,
5498724926,261239929,,,52.04101,5498724926,,tertiary,,,South Racine Avenue,,,,261239929,
261239929,715501150,,,22.487903,261239929,,tertiary,,,South Racine Avenue,,,,715501150,
1974951557,3859215900,,,65.740362,1974951557,,path,,,,,,,3859215900,
3863090541,3863090544,,,20.791423,3863090541,,footway,,,,,,,3863090544,
3863090544,3863090543,,,6.51446,3863090544,,footway,,,,,,,3863090543,
3863090544,3863090545,,,28.65759,3863090544,,footway,,,,,,,3863090545,
3863090545,3863090546,,,13.729125,3863090545,,footway,,,,,,,3863090546,
3863090546,3863090548,,,15.70777,3863090546,,footway,,,,,,,3863090548,
3863090548,3863090547,,,10.212199,3863090548,,footway,,,,,,,3863090547,
3863090548,3863105488,,,42.764954,3863090548,,footway,,,,,,,3863105488,
3863105488,3863105466,,,19.737108,3863105488,,footway,,,,,,,3863105466,
3863105467,3863090541,,,7.229812,3863105467,,footway,,,,,,,3863090541,
3863090541,3863105466,,,9.963576,3863090541,,footway,,,,,,,3863105466,
3863105466,3863105481,,,7.630359,3863105466,,footway,,,,,,,3863105481,
3863090546,3863105483,,,15.463689,3863090546,,footway,,,,,,,3863105483,
3863105483,3863090543,,,28.457423,3863105483,,footway,,,,,,,3863090543,
3863105483,3863090545,,,6.515853,3863105483,,footway,,,,,,,3863090545,
3863090547,3863105485,,,42.478023,3863090547,,footway,,,,,,,3863105485,
3863105485,3863105481,,,27.693282,3863105485,,footway,,,,,,,3863105481,
3863105481,3863105467,,,14.429185,3863105481,,footway,,,,,,,3863105467,
3863105467,5390115733,,,4.186276,3863105467,,footway,,,,,,,5390115733,
5390115733,3863090543,,,27.517605,5390115733,,footway,,,,,,,3863090543,
3863105488,3863105485,,,5.851207,3863105488,,footway,,,,,,,3863105485,
2336581541,3873334441,,,74.880261,2336581541,,footway,,,,,,,3873334441,
1838362108,261270979,,,58.730965,1838362108,,tertiary,,,East 67th Street,,,,261270979,
261115061,2390125659,,,65.958584,261115061,,track,,,,,,,2390125659,
2390125659,2390118818,,,42.237258,2390125659,,track,,,,,,,2390118818,
2393120189,2379636667,,,23.567764,2393120189,,footway,,,,,,,2379636667,
2379636667,2379636634,,,24.706084,2379636667,,footway,,,,,,,2379636634,
2379636634,2379636570,,,60.256148,2379636634,,footway,,,,,,,2379636570,
1974927955,2379636654,,,53.513723,1974927955,,footway,,,,,,,2379636654,
2379636654,2393120196,,,22.72648,2379636654,,footway,,,,,,,2393120196,
2393120196,2393120186,,,97.025724,2393120196,,footway,,,,,,,2393120186,
2393120186,2393120189,,,29.949446,2393120186,,footway,,,,,,,2393120189,
3887997301,3887997299,,,101.14688,3887997301,,service,,,,,,alley,3887997299,
261191328,5068331279,,,127.234777,261191328,,residential,,,South Euclid Avenue,no,,,5068331279,
5068331279,3887997299,,,39.062683,5068331279,,residential,,,South Euclid Avenue,no,,,3887997299,
261224639,261157060,,,129.678967,261224639,,residential,,,East 72nd Street,yes,,,261157060,
261157060,4632762638,,,63.167871,261157060,,residential,,,East 72nd Street,yes,,,4632762638,
4632762638,261194011,,,64.638927,4632762638,,residential,,,East 72nd Street,yes,,,261194011,
261194011,4497359692,,,9.511837,261194011,,residential,,,East 72nd Street,yes,,,4497359692,
4497359692,261153772,,,86.418218,4497359692,,residential,,,East 72nd Street,yes,,,261153772,
3903664287,3903664291,,,18.234452,3903664287,,footway,,,,,,,3903664291,
3903664287,3903664300,,,12.388074,3903664287,,footway,,,,,,,3903664300,
3903664300,3903664291,,,11.045231,3903664300,,footway,,,,,,,3903664291,
3906373334,3906373332,,,19.100074,3906373334,,service,,,,,,,3906373332,
3906373332,5498740931,,,26.428692,3906373332,,service,,,,,,,5498740931,
5498740931,5498740933,,,14.621775,5498740931,,service,,,,,,,5498740933,
5498740933,5498740932,,,24.905835,5498740933,,service,,,,,,,5498740932,
3906373332,5498740933,,,30.182329,3906373332,,service,,,,,,,5498740933,
3907223156,3907224462,,,23.148584,3907223156,,footway,,,,,,,3907224462,
3907224462,5111776590,,,7.889481,3907224462,,footway,,,,,,,5111776590,
5111776590,3907223147,,,9.242704,5111776590,,footway,,,,,,,3907223147,
3907223147,5111776591,,,10.702518,3907223147,,footway,,,,,,,5111776591,
5111776591,3907223155,,,9.920253,5111776591,,footway,,,,,,,3907223155,
3907224458,3907224462,,,8.006845,3907224458,,footway,,,,,,,3907224462,
3907224462,3907224468,,,11.733932,3907224462,,footway,,,,,,,3907224468,
3907224468,3907224477,,,16.153009,3907224468,,footway,,,,,,,3907224477,
3907224477,3907224510,,,4.074332,3907224477,,footway,,,,,,,3907224510,
3907224510,3907223147,,,8.122674,3907224510,,footway,,,,,,,3907223147,
3907223147,3907224498,,,8.83168,3907223147,,footway,,,,,,,3907224498,
3907224498,3907224458,,,1.148818,3907224498,,footway,,,,,,,3907224458,
3907224486,5111776591,,,6.740357,3907224486,,footway,,,,,,,5111776591,
5111776591,3907224498,,,13.028366,5111776591,,footway,,,,,,,3907224498,
3907224498,5111776590,,,7.173529,3907224498,,footway,,,,,,,5111776590,
5111776590,3907224477,,,12.281741,5111776590,,footway,,,,,,,3907224477,
3907224477,3907224510,,,4.074332,3907224477,,footway,,,,,,,3907224510,
3907224510,3907224486,,,16.914746,3907224510,,footway,,,,,,,3907224486,
3907224477,3907224468,,,16.153009,3907224477,,footway,,,,,,,3907224468,
3907224468,3907223156,,,33.753292,3907224468,,footway,,,,,,,3907223156,
3907223156,3907223155,,,2.736216,3907223156,,footway,,,,,,,3907223155,
3907223155,3907224486,,,16.045566,3907223155,,footway,,,,,,,3907224486,
456155217,5493532233,,,49.62656,456155217,,secondary,3,,South Michigan Avenue,yes,,,5493532233,
5493532233,456154687,,,111.267793,5493532233,,secondary,3,,South Michigan Avenue,yes,,,456154687,
456154687,2392207427,,,40.304175,456154687,,secondary,3,,South Michigan Avenue,yes,,,2392207427,
2392207427,5493532271,,,14.740016,2392207427,,secondary,3,,South Michigan Avenue,yes,,,5493532271,
5493532271,456155002,,,38.335194,5493532271,,secondary,3,,South Michigan Avenue,yes,,,456155002,
456155002,2392207439,,,22.983385,456155002,,secondary,3,,South Michigan Avenue,yes,,,2392207439,
2392207439,456156283,,,127.175793,2392207439,,secondary,3,,South Michigan Avenue,yes,,,456156283,
456156283,2922739504,,,38.212713,456156283,,secondary,3,,South Michigan Avenue,yes,,,2922739504,
2922739504,497398785,,,63.131871,2922739504,,secondary,3,,South Michigan Avenue,yes,,,497398785,
497398785,5493538903,,,152.072557,497398785,,secondary,3,,South Michigan Avenue,yes,,,5493538903,
5493538903,5493538910,,,30.013981,5493538903,,secondary,3,,South Michigan Avenue,yes,,,5493538910,
5493538910,2392207419,,,86.214556,5493538910,,secondary,3,,South Michigan Avenue,yes,,,2392207419,
537982878,1894144819,,,196.274796,537982878,,secondary,3,,South Michigan Avenue,yes,,,1894144819,
1894144819,497398793,,,205.872336,1894144819,,secondary,3,,South Michigan Avenue,yes,,,497398793,
497398793,2394291311,,,66.574117,497398793,,residential,,,East 41st Street,,,,2394291311,
2394291311,5493597527,,,14.48205,2394291311,,residential,,,East 41st Street,,,,5493597527,
5493597527,497398788,,,53.401902,5493597527,,residential,,,East 41st Street,,,,497398788,
3927754234,3927754217,,,24.186156,3927754234,,footway,,,,,,,3927754217,
3927754217,3927754228,,,16.829994,3927754217,,footway,,,,,,,3927754228,
3927754228,3927754234,,,10.819472,3927754228,,footway,,,,,,,3927754234,
3927754228,3927754217,,,16.829994,3927754228,,footway,,,,,,,3927754217,
3927760153,5495383120,,,16.484946,3927760153,,service,,,,,,driveway,5495383120,
5495383120,5495387223,,,18.41902,5495383120,,service,,,,,,driveway,5495387223,
3927765875,5495387235,,,28.786292,3927765875,,service,,,,,,driveway,5495387235,
3927765877,5495387234,,,18.762106,3927765877,,service,,,,,,driveway,5495387234,
5495387234,5495387233,,,15.9046,5495387234,,service,,,,,,driveway,5495387233,
5495387233,5495387235,,,2.972346,5495387233,,service,,,,,,driveway,5495387235,
3933033265,261127047,,,41.962569,3933033265,,residential,,,South Calumet Avenue,,,,261127047,
261127047,261127048,,,202.185479,261127047,,residential,,,South Calumet Avenue,,,,261127048,
261127048,261127050,,,201.980456,261127048,,residential,,,South Calumet Avenue,,,,261127050,
261127050,261127051,,,201.978551,261127050,,residential,,,South Calumet Avenue,,,,261127051,
261127051,261127053,,,202.356465,261127051,,residential,,,South Calumet Avenue,,,,261127053,
261127053,261127054,,,202.118887,261127053,,residential,,,South Calumet Avenue,,,,261127054,
261127054,261127055,,,202.854029,261127054,,residential,,,South Calumet Avenue,,,,261127055,
261127055,261127056,,,202.359407,261127055,,residential,,,South Calumet Avenue,,,,261127056,
261137164,2269185725,,,80.201732,261137164,,residential,,,South Kimbark Avenue,no,,,2269185725,
2269185725,261137165,,,17.733567,2269185725,,residential,,,South Kimbark Avenue,no,,,261137165,
261141738,5268482534,,,60.113938,261141738,,residential,,,East 52nd Street,no,,,5268482534,
5268482534,1627455940,,,8.848233,5268482534,,residential,,,East 52nd Street,no,,,1627455940,
1627455940,1627455703,,,41.414267,1627455940,,residential,,,East 52nd Street,no,,,1627455703,
261137169,261137170,,,203.336724,261137169,,residential,,,South Kimbark Avenue,yes,,,261137170,
261137170,1684142939,,,53.942639,261137170,,residential,,,South Kimbark Avenue,yes,,,1684142939,
1684142939,261137171,,,149.180403,1684142939,,residential,,,South Kimbark Avenue,yes,,,261137171,
261137171,5396346513,,,193.877812,261137171,,residential,,,South Kimbark Avenue,yes,,,5396346513,
5396346513,261137172,,,7.988129,5396346513,,residential,,,South Kimbark Avenue,yes,,,261137172,
261140615,261140616,,,120.653531,261140615,,residential,,,South Kenwood Avenue,no,,,261140616,
261176768,1395192641,,,9.912967,261176768,,residential,,,East 62nd Street,yes,,,1395192641,
1395192641,1929835393,,,56.463182,1395192641,,residential,,,East 62nd Street,yes,,,1929835393,
1929835393,261343017,,,68.299798,1929835393,,residential,,,East 62nd Street,yes,,,261343017,
261343017,1929835400,,,65.859155,261343017,,residential,,,East 62nd Street,yes,,,1929835400,
1929835400,261192486,,,66.489436,1929835400,,residential,,,East 62nd Street,yes,,,261192486,
261192486,1929835421,,,69.004199,261192486,,residential,,,East 62nd Street,yes,,,1929835421,
1929835421,261286256,,,66.136166,1929835421,,residential,,,East 62nd Street,yes,,,261286256,
261286256,1929835398,,,63.782779,261286256,,residential,,,East 62nd Street,yes,,,1929835398,
1929835398,261137157,,,66.587386,1929835398,,residential,,,East 62nd Street,yes,,,261137157,
261137157,1929835438,,,65.121745,261137157,,residential,,,East 62nd Street,yes,,,1929835438,
1929835438,261140623,,,65.727137,1929835438,,residential,,,East 62nd Street,yes,,,261140623,
261140623,1929835404,,,71.101281,261140623,,residential,,,East 62nd Street,yes,,,1929835404,
1929835404,261160251,,,70.595383,1929835404,,residential,,,East 62nd Street,yes,,,261160251,
261176768,4050447444,,,96.329653,261176768,,residential,,,South Ellis Avenue,,,,4050447444,
4050447444,1776882362,,,53.604247,4050447444,,residential,,,South Ellis Avenue,,,,1776882362,
1776882362,4868955654,,,41.512927,1776882362,,residential,,,South Ellis Avenue,,,,4868955654,
4868955654,261176769,,,10.022258,4868955654,,residential,,,South Ellis Avenue,,,,261176769,
261188498,2503363249,,,24.145574,261188498,,primary,2,,South South Shore Drive,,US 41,,2503363249,
2503363249,2503363015,,,15.053914,2503363249,,primary,2,,South South Shore Drive,,US 41,,2503363015,
2503363015,2503363060,,,3.976522,2503363015,,primary,2,,South South Shore Drive,,US 41,,2503363060,
2503363060,261194012,,,75.656074,2503363060,,primary,2,,South South Shore Drive,,US 41,,261194012,
261194012,3739328234,,,18.888215,261194012,,primary,2,,South South Shore Drive,,US 41,,3739328234,
3739328234,3739328241,,,22.626815,3739328234,,primary,2,,South South Shore Drive,,US 41,,3739328241,
3739328241,261159293,,,79.153549,3739328241,,primary,2,,South South Shore Drive,,US 41,,261159293,
261159293,5533402589,,,79.676462,261159293,,primary,2,,South South Shore Drive,,US 41,,5533402589,
5533402589,5533402599,,,46.320014,5533402589,,primary,2,,South South Shore Drive,,US 41,,5533402599,
5533402599,5533402601,,,16.106253,5533402599,,primary,2,,South South Shore Drive,,US 41,,5533402601,
5533402601,5533402591,,,11.634297,5533402601,,primary,2,,South South Shore Drive,,US 41,,5533402591,
5533402591,1901119327,,,85.520258,5533402591,,primary,2,,South South Shore Drive,,US 41,,1901119327,
3960166957,3960166975,,,47.363157,3960166957,,footway,,,,,,,3960166975,
3960166975,3960166957,,,47.363157,3960166975,,footway,,,,,,,3960166957,
3960166957,3960167019,,,23.999297,3960166957,,footway,,,,,,,3960167019,
3960167068,3960167019,,,192.622509,3960167068,,footway,,,,,,,3960167019,
3960167019,3960167050,,,450.737613,3960167019,,footway,,,,,,,3960167050,
3960167050,3951150324,,,192.993985,3960167050,,footway,,,,,,,3951150324,
3960167063,3960167050,,,59.488077,3960167063,,footway,,,,,,,3960167050,
3960167068,3960167221,,,7.032139,3960167068,,path,,,,,,,3960167221,
3960167221,3960167080,,,53.933556,3960167221,,path,,,,,,,3960167080,
3960167080,3960167228,,,35.356075,3960167080,,path,,,,,,,3960167228,
3960167228,3960167221,,,37.280574,3960167228,,path,,,,,,,3960167221,
3960167228,3960167080,,,35.356075,3960167228,,path,,,,,,,3960167080,
3960298227,5533402582,,,99.640109,3960298227,,footway,,,,,,,5533402582,
5533402582,5533402581,,,23.982386,5533402582,,footway,,,,,,,5533402581,
5533402581,3960298241,,,81.406055,5533402581,,footway,,,,,,,3960298241,
3960298242,3960298241,,,27.125246,3960298242,,footway,,,,,,,3960298241,
5533402581,3960298564,,,18.543444,5533402581,,footway,,,,,,,3960298564,
5533402582,1901119336,,,18.186115,5533402582,,footway,,,,,,,1901119336,
3985003117,3985003134,,,18.926791,3985003117,,footway,,,,,,,3985003134,
3985003134,3985003118,,,27.572185,3985003134,,footway,,,,,,,3985003118,
3985003118,3985003154,,,48.588666,3985003118,,footway,,,,,,,3985003154,
3985003154,3985003160,,,50.075805,3985003154,,footway,,,,,,,3985003160,
3985003160,3985003133,,,51.034382,3985003160,,footway,,,,,,,3985003133,
3985003134,3985003150,,,53.123662,3985003134,,footway,,,,,,,3985003150,
3985003150,3985003142,,,40.337532,3985003150,,footway,,,,,,,3985003142,
3985003142,3985003148,,,59.275745,3985003142,,footway,,,,,,,3985003148,
3985003149,3985003150,,,20.758324,3985003149,,footway,,,,,,,3985003150,
3985003150,3985003154,,,19.562294,3985003150,,footway,,,,,,,3985003154,
3985003154,3985003155,,,28.445133,3985003154,,footway,,,,,,,3985003155,
3985003156,3985003142,,,21.457083,3985003156,,footway,,,,,,,3985003142,
3985003142,3985003160,,,19.751189,3985003142,,footway,,,,,,,3985003160,
3985003160,3985003161,,,27.415418,3985003160,,footway,,,,,,,3985003161,
3985003118,3985003162,,,21.708583,3985003118,,footway,,,,,,,3985003162,
3985003162,3985003155,,,73.419937,3985003162,,footway,,,,,,,3985003155,
3985003155,3985003161,,,49.574839,3985003155,,footway,,,,,,,3985003161,
3985003161,5390091012,,,32.156213,3985003161,,footway,,,,,,,5390091012,
5390091012,3985003133,,,28.158536,5390091012,,footway,,,,,,,3985003133,
3985003133,3985003148,,,26.259343,3985003133,,footway,,,,,,,3985003148,
3985003148,3985003175,,,19.007031,3985003148,,footway,,,,,,,3985003175,
3985003175,3985003156,,,57.471548,3985003175,,footway,,,,,,,3985003156,
3985003156,5390102144,,,20.442135,3985003156,,footway,,,,,,,5390102144,
5390102144,3985003149,,,20.433504,5390102144,,footway,,,,,,,3985003149,
3985003149,3985003117,,,52.90531,3985003149,,footway,,,,,,,3985003117,
3985003117,3985003162,,,50.773942,3985003117,,footway,,,,,,,3985003162,
3985025066,5493816492,,,33.558906,3985025066,,service,,,,,,driveway,5493816492,
5493816492,1974951560,,,9.882077,5493816492,,service,,,,,,driveway,1974951560,
3993119849,5493532312,,,18.456654,3993119849,,service,,,,,,alley,5493532312,
5493532312,5493532313,,,28.335777,5493532312,,service,,,,,,alley,5493532313,
5493532313,3993119846,,,19.293887,5493532313,,service,,,,,,alley,3993119846,
261192051,5396346520,,,83.83768,261192051,,residential,,,East 59th Street,,,,5396346520,
5396346520,261276586,,,12.86421,5396346520,,residential,,,East 59th Street,,,,261276586,
261140651,261160217,,,65.090625,261140651,,residential,,,East 68th Street,,,,261160217,
261176752,2408303710,,,50.195543,261176752,,residential,,,East 82nd Street,,,,2408303710,
2408303710,261213208,,,51.872185,2408303710,,residential,,,East 82nd Street,,,,261213208,
261213208,716541173,,,32.304356,261213208,,residential,,,East 82nd Street,,,,716541173,
261217397,261266026,,,201.651013,261217397,,residential,,,South Wabash Avenue,yes,,,261266026,
261217397,261261740,,,415.517706,261217397,,residential,,,South Wabash Avenue,,,,261261740,
261256154,261155522,,,107.544256,261256154,,residential,,,South Yale Avenue,yes,,,261155522,
4047368638,2259826048,,,15.180352,4047368638,,footway,,,,,,,2259826048,
371318301,4047368642,,,15.903823,371318301,,footway,,,,,,,4047368642,
4047368613,4047368611,,,13.718806,4047368613,,footway,,,,,,,4047368611,
4047368632,339266851,,,10.657709,4047368632,,service,,,,,,,339266851,
4047368634,2259825987,,,21.182694,4047368634,,footway,,,,,,,2259825987,
339266853,4047368623,,,37.072024,339266853,,footway,,,,,,,4047368623,
5396346496,4047380993,,,8.110837,5396346496,,footway,,,,,,,4047380993,
4047380993,5396370399,,,8.86512,4047380993,,footway,,,,,,,5396370399,
5396370399,4047380773,,,40.04304,5396370399,,footway,,,,,,,4047380773,
4047380773,4047380765,,,15.44997,4047380773,,footway,,,,,,,4047380765,
4047380765,4047380748,,,79.372538,4047380765,,footway,,,,,,,4047380748,
4047380748,4047380741,,,12.690918,4047380748,,footway,,,,,,,4047380741,
4047380741,4047380730,,,47.855459,4047380741,,footway,,,,,,,4047380730,
4047380730,4047380725,,,9.850914,4047380730,,footway,,,,,,,4047380725,
4047380725,4047380721,,,191.734445,4047380725,,footway,,,,,,,4047380721,
4047380721,1395192639,,,203.283211,4047380721,,footway,,,,,,,1395192639,
1395192639,4050447445,,,96.282677,1395192639,,footway,,,,,,,4050447445,
