,BLOCKID10,POP10,CE01_2014,long,lat
22133,170316503013013,0,-1,-87.723005,41.775920500000005
22134,170316502002017,65,2,-87.7243177,41.779784
22135,170316502002016,78,6,-87.7249281,41.7797801
22136,170316502002003,95,7,-87.724981,41.7813659
22137,170316501003014,61,24,-87.7190822,41.778946000000005
22138,170316501002005,71,6,-87.71437519999999,41.78175529999999
22139,170316501004016,95,9,-87.71919229999999,41.7825812
22140,170316203002019,0,-1,-87.7232781,41.7863842
22141,170316204003007,62,2,-87.7217703,41.787541499999996
22142,170316204003013,95,4,-87.71928100000001,41.786216499999995
22143,170316203005001,84,2,-87.7331238,41.7885593
22144,170316201003013,0,-1,-87.7228933,41.794369399999994
22145,170316204004009,72,5,-87.7218775,41.79118820000001
22146,170316204001007,62,6,-87.7169982,41.7917144
22147,170316201001026,72,4,-87.716303,41.7995295
22148,170316204002004,88,7,-87.71456479999999,41.7885726
22149,170316204002007,109,3,-87.7145589,41.7881182
22150,170316204002010,60,44,-87.7145227,41.78765670000001
22151,170316309003011,92,6,-87.70990649999999,41.7906885
22152,170316604003003,89,8,-87.70928590000001,41.7818369
22153,170316604001004,106,7,-87.7069843,41.785962
22154,170316604001008,136,7,-87.7069354,41.7841492
22155,170316604002002,102,9,-87.7068757,41.7823274
22156,170316309002001,73,7,-87.70552740000001,41.7873262
22157,170316309002002,103,5,-87.7061375,41.787113700000006
22158,170316309001019,114,5,-87.7068045,41.7889243
22159,170316308001018,76,9,-87.69710970000001,41.7924915
22160,170316308001020,48,7,-87.6958963,41.792512200000004
22161,170316308002008,112,57,-87.69889549999999,41.7908658
22162,170316308003007,104,5,-87.6988466,41.7890453
22163,170316308003002,106,8,-87.6952013,41.789113
22164,170316308004014,88,4,-87.7024604,41.7873936
22165,170316603023001,34,3,-87.6990614,41.7860823
22166,170316603021013,85,3,-87.69692409999999,41.7852165
22167,170316603022004,89,10,-87.7024128,41.7851289
22168,170316603021011,114,6,-87.69626269999999,41.7836287
22169,170316603021010,91,4,-87.6956385,41.7836323
22170,170318351003012,82,6,-87.69148390000001,41.78754779999999
22171,170316604003004,100,6,-87.70929029999999,41.78139229999999
22172,170316604002009,78,5,-87.70439520000001,41.7805555
22173,170318350003010,105,10,-87.69315379999999,41.7818496
22174,170316605004004,98,6,-87.7091856,41.778177299999996
22175,170316606005002,17,0,-87.7012998,41.778760299999995
22176,170316606005012,104,9,-87.69914920000001,41.777885999999995
22177,170318351003006,70,3,-87.6878521,41.78765070000001
22178,170318351003000,0,-1,-87.6841735,41.7876944
22179,170318351001029,39,2,-87.6817913,41.7867646
22180,170318350001002,1,0,-87.6842484,41.7857755
22181,170318350001025,93,5,-87.6852839,41.7837977
22182,170318350004006,109,11,-87.69068229999999,41.7803043
22183,170318350002008,47,2,-87.68582409999999,41.7803849
22184,170318350002011,55,1,-87.6839934,41.7804065
22185,170318350001019,3,-1,-87.681455,41.7803747
22186,170316606001007,105,9,-87.68453459999999,41.7781014
22187,170316607002000,40,18,-87.68000570000001,41.773117299999996
22188,170316607002003,85,4,-87.6818097,41.7728848
22189,170316606001010,72,5,-87.684492,41.7765189
22190,170316608001011,0,-1,-87.6837819,41.773107700000004
22191,170316608001006,63,6,-87.6868418,41.773069899999996
22192,170316608001009,54,1,-87.6850013,41.7730915
22193,170316608001005,95,5,-87.6868736,41.774656
22194,170316608002005,116,8,-87.69054229999999,41.7745691
22195,170316609001006,74,9,-87.6849328,41.7707786
22196,170316609001005,58,2,-87.6843358,41.7708001
22197,170316607002011,60,8,-87.6823917,41.770832
22198,170316609001023,31,1,-87.6876166,41.7684876
22199,170316609001013,82,5,-87.6873577,41.7694133
22200,170316610001006,53,2,-87.6798436,41.7672267
22201,170316610001011,38,0,-87.6816877,41.7672181
22202,170316609003037,12,2,-87.6887691,41.764837799999995
22203,170316610001014,14,0,-87.68291540000001,41.7656158
22204,170316610001009,54,4,-87.68105759999999,41.7658688
22205,170316610001020,32,2,-87.681311,41.7645094
22206,170316610001022,2,-1,-87.6828694,41.763799799999994
22207,170316610005013,56,5,-87.69269770000001,41.763407
22208,170316610002013,59,2,-87.6809329,41.7617729
22209,170316611003009,59,4,-87.69820909999999,41.763312299999996
22210,170316611001011,71,6,-87.6957461,41.7633527
22211,170316611005015,93,3,-87.70881440000001,41.760870000000004
22212,170317004012016,67,2,-87.71341149999999,41.74803920000001
22213,170317004012000,54,6,-87.7135496,41.749410499999996
22214,170317004011036,21,13,-87.7099468,41.747400799999994
22215,170317004011043,50,10,-87.71067790000001,41.7453334
22216,170317005015004,40,4,-87.70140479999999,41.7470809
22217,170317004014019,11,1,-87.7031551,41.7427273
22218,170317005014020,64,10,-87.69591679999999,41.7471714
22219,170317005014034,34,1,-87.6955385,41.7442359
22220,170317005014025,52,6,-87.6982973,41.745301399999995
22221,170317005015012,42,7,-87.6988643,41.7434662
22222,170317005014039,22,0,-87.6958282,41.7435243
22223,170317005016014,23,4,-87.6933677,41.74355429999999
22224,170317005016033,12,2,-87.6905723,41.7428593
22225,170317005011032,14,0,-87.6873303,41.7470956
22226,170317005013008,50,14,-87.68918609999999,41.7472699
22227,170317005011043,40,6,-87.6876359,41.7447886
22228,170317004023021,49,6,-87.70819,41.7394211
22229,170317004023009,41,0,-87.70365140000001,41.7404118
22230,170317004021011,62,3,-87.72008149999999,41.7405894
22231,170317004021013,50,6,-87.7179589,41.7401783
22232,170317004013034,90,11,-87.72045870000001,41.7419723
22233,170317003024001,8,1,-87.7226109,41.7419397
22234,170317004022027,54,4,-87.7154037,41.736107700000005
22235,170317003024057,0,-1,-87.7224806,41.7351681
22236,170317003024044,36,3,-87.72238259999999,41.7359979
22237,170317004022029,40,4,-87.7178271,41.7356112
22247,170317403004002,49,7,-87.7093078,41.6978292
22249,170317403001021,4,-1,-87.7197576,41.691514899999994
22250,170317404003002,14,2,-87.7090071,41.690437200000005
22251,170317404003007,48,4,-87.7102118,41.6897994
22262,170317003021030,39,2,-87.7354102,41.734881200000004
22263,170317003024048,40,3,-87.7278217,41.7359049
22264,170317003022018,28,4,-87.7302663,41.7358721
22265,170317003021025,31,2,-87.7339144,41.7358152
22266,170317003022012,50,6,-87.7315957,41.739259499999996
22267,170317003024010,28,2,-87.7255868,41.7409664
22268,170317003024033,57,2,-87.7286204,41.7409169
22269,170317003023000,0,-1,-87.7319845,41.7417738
22270,170317003011007,99,5,-87.7300291,41.7459852
22271,170317003024003,57,5,-87.7243877,41.7412157
22272,170316505003042,0,-1,-87.73343990000001,41.7561576
22273,170317002004005,90,5,-87.7283561,41.7521269
22299,170318426001038,44,3,-87.6442432,41.817126200000004
22300,170318426001033,0,-1,-87.64398709999999,41.819185499999996
22301,170318426003005,115,8,-87.6410974,41.8135164
22302,170318426004014,56,16,-87.6416398,41.8100809
22303,170316108001015,50,5,-87.63930440000001,41.8133234
22304,170316108001008,60,4,-87.6402724,41.8151376
22305,170318426001021,0,-1,-87.6394485,41.819693799999996
22306,170318426001019,21,2,-87.6397633,41.8205867
22307,170318426001022,10,0,-87.6397161,41.8201245
22308,170318426001046,36,3,-87.6378355,41.8183408
22309,170318426003006,50,3,-87.6412198,41.8118405
22310,170318355002036,12,0,-87.6337703,41.81311289999999
22311,170316110001036,15,3,-87.6486781,41.802214299999996
22312,170316110001016,60,1,-87.648725,41.803130200000005
22313,170318438001017,0,-1,-87.64517540000001,41.8065866
22314,170316111003002,161,14,-87.6585497,41.8075463
22315,170316110001031,0,-1,-87.65353640000001,41.8016924
22316,170316112002012,141,10,-87.6626724,41.802480100000004
22317,170316112002022,37,3,-87.6602598,41.802522700000004
22318,170316111002009,39,1,-87.6590473,41.80253870000001
22319,170316113002006,105,2,-87.66633320000001,41.8024191
22320,170316113002004,176,22,-87.6675356,41.8024031
22321,170316118001001,73,2,-87.6656579,41.8003903
22322,170316119002012,5,1,-87.65895,41.799786499999996
22323,170316120002005,48,4,-87.65039449999999,41.7969631
22324,170316119001014,41,4,-87.66136350000001,41.7991015
22325,170316119001006,51,7,-87.66378859999999,41.798598
22326,170316118002000,48,3,-87.66617509999999,41.7967466
22327,170316119001026,64,5,-87.66372559999999,41.79677120000001
22328,170316121001030,0,-1,-87.6464807,41.797126299999995
22329,170316113002001,101,6,-87.6693599,41.802387200000005
22330,170316116001012,27,0,-87.6747661,41.79940560000001
22331,170316116001013,34,3,-87.6747672,41.7984822
22332,170316116002008,9,2,-87.67471590000001,41.79622020000001
22333,170316117003009,28,0,-87.67231059999999,41.798528399999995
22334,170318351001020,9,1,-87.68151309999999,41.7926613
22335,170318351001010,1,-1,-87.68313309999999,41.791880799999994
22336,170318351001023,0,-1,-87.6822202,41.79125560000001
22337,170318351001019,66,4,-87.6815606,41.791476200000005
22338,170316705001013,57,2,-87.67758549999999,41.7913799
22339,170316705001022,49,3,-87.6757563,41.791398799999996
22340,170316705001042,12,0,-87.6763431,41.7900287
22341,170316705001043,2,-1,-87.67694190000002,41.790014299999996
22342,170316704001009,64,10,-87.6724659,41.793349600000006
22343,170316704001004,55,3,-87.66969909999999,41.792645
22344,170316703002010,50,3,-87.6684934,41.7926275
22345,170316118001013,57,3,-87.66554570000001,41.7951752
22346,170316118001015,0,-1,-87.66490429999999,41.7942658
22347,170316119001021,32,2,-87.6612717,41.7952532
22348,170316702001006,50,14,-87.6615525,41.79348579999999
22349,170316702001035,15,0,-87.659848,41.788286
22350,170315305014017,24,3,-87.6265526,41.676843700000006
22351,170315305021021,27,2,-87.62501759999999,41.6677631
22352,170315305014021,44,26,-87.6240197,41.6734073
22353,170315305014010,87,4,-87.6234818,41.6753224
22354,170315305014003,6,3,-87.6256994,41.6777648
22355,170315302002003,38,1,-87.62485749999999,41.679589299999996
22356,170315306002006,12,0,-87.6206197,41.6721158
22357,170315301002040,0,-1,-87.6215938,41.679176299999995
22358,170315306003009,9,2,-87.6215449,41.6769054
22359,170315306002017,25,2,-87.62140050000001,41.6718934
22360,170315306003015,71,22,-87.6188072,41.676482
22361,170315301002020,15,1,-87.61692629999999,41.679029
22362,170315301002018,9,-1,-87.61926640000001,41.6809388
22363,170315301002027,8,-1,-87.6216304,41.6809652
22364,170315301001026,20,0,-87.62148990000001,41.682789899999996
22365,170315301001006,0,-1,-87.6218311,41.6850687
22366,170315302001005,9,1,-87.6270959,41.685042100000004
22367,170315302001024,20,0,-87.627252,41.680706
22368,170315302005049,8,-1,-87.63053199999999,41.6799836
22369,170315302005004,19,0,-87.630651,41.6831898
22370,170315302005000,41,10,-87.6279115,41.6825258
22371,170314913002002,99,12,-87.6267503,41.6886794
22372,170314914002013,27,4,-87.6223082,41.6887515
22373,170314913004016,10,1,-87.6290236,41.689113899999995
22374,170315302005044,14,-1,-87.63507790000001,41.6806224
22375,170315302005043,20,2,-87.6365821,41.681258899999996
22376,170315302005057,29,4,-87.6356493,41.6805996
22377,170315302002013,31,1,-87.6295712,41.6788411
22378,170315302002028,6,-1,-87.6316806,41.6781704
22379,170315302003009,50,2,-87.63983359999999,41.6789903
22380,170315302004052,38,3,-87.6375551,41.6813609
22381,170315302005010,38,2,-87.63632209999999,41.6824209
22382,170315302004039,14,10,-87.6354671,41.683596200000004
22383,170315302004056,20,2,-87.63977270000001,41.682131299999995
22384,170315302004046,18,19,-87.64084190000001,41.682646399999996
22385,170315302004011,20,1,-87.6409678,41.6848377
22386,170314912002009,41,6,-87.64126590000001,41.6860229
22387,170314912002003,48,4,-87.63830420000001,41.6878592
22388,170314912002018,10,0,-87.636728,41.68538529999999
22389,170314912002019,34,3,-87.6379418,41.6853698
22390,170314912003005,3,-1,-87.6420446,41.691474
22391,170317506002003,58,1,-87.6516266,41.686721999999996
22392,170315303001000,0,-1,-87.64251690000002,41.6845911
22393,170315303001015,16,0,-87.64601640000001,41.681882
22394,170315303003000,8,-1,-87.65247679999999,41.684513
22395,170317501002013,29,3,-87.6481248,41.6938844
22396,170317501001006,81,6,-87.6466751,41.6938971
22397,170317506002009,60,2,-87.65527979999999,41.6866812
22398,170317506002013,12,1,-87.65587020000001,41.6855848
22399,170317506003015,42,1,-87.6556768,41.689614399999996
22400,170317501004025,5,-1,-87.65890209999999,41.6937476
22401,170317501003034,58,3,-87.6578499,41.694216299999994
22402,170317506004011,0,-1,-87.662513,41.69032070000001
22403,170315303004006,41,29,-87.6588277,41.6837182
22404,170317506004032,40,4,-87.659238,41.6872631
22405,170315303003014,27,1,-87.6557985,41.6837651
22406,170315303003013,58,8,-87.6557497,41.682171200000006
22407,170315303004032,33,3,-87.6592878,41.6787271
22408,170315304002041,29,1,-87.6597838,41.6746024
22420,170317501004005,0,-1,-87.6542418,41.6990973
22421,170317307002016,0,-1,-87.6537249,41.7001578
22422,170317306002049,23,2,-87.651137,41.7095773
22423,170314906001049,0,-1,-87.627147,41.7167136
22424,170314903002025,36,6,-87.62263359999999,41.722910999999996
22425,170318340002012,38,1,-87.626662,41.726252200000005
22426,170314903002010,55,6,-87.6235,41.7262638
22427,170317115001039,25,1,-87.6376534,41.72935220000001
22428,170317301003002,53,4,-87.6388272,41.7279117
22429,170317115002013,30,3,-87.63898409999999,41.733459
22430,170317115002035,0,-1,-87.6402429,41.729778700000004
22431,170317301003006,45,6,-87.6412571,41.7278768
22432,170317301003004,44,7,-87.6400523,41.7279015
22433,170317114002037,38,1,-87.6438508,41.733433500000004
22434,170317115002011,68,12,-87.64019,41.733445
22435,170317005011022,25,0,-87.68308990000001,41.7455549
22436,170317005012005,0,-1,-87.682448,41.74873529999999
22437,170317005012018,42,10,-87.68126219999999,41.74763239999999
22438,170317005016030,21,4,-87.6858215,41.7429761
22439,170317005016026,26,0,-87.6842864,41.74373610000001
22440,170317005016029,37,2,-87.684551,41.742971399999995
22441,170317104006004,0,-1,-87.67794090000001,41.754301899999994
22451,170316610003015,27,4,-87.685828,41.7587716
22452,170316610003018,0,-1,-87.6849757,41.7585338
22453,170316504004004,73,3,-87.7208995,41.7657058
22454,170316504005018,51,4,-87.7209652,41.767984999999996
22455,170316505001019,86,2,-87.7233849,41.7668295
22456,170316505001018,66,3,-87.7239869,41.766591399999996
22457,170316505003013,34,1,-87.73563370000001,41.7700761
22458,170316505003005,49,4,-87.7332163,41.770114
22459,170316605003015,64,7,-87.7113937,41.7717771
22460,170316605004005,101,6,-87.7091652,41.777721
22461,170316605002009,91,6,-87.7066429,41.773230100000006
22462,170316608005013,118,35,-87.6996271,41.7728692
22463,170316605002003,125,10,-87.70425350000001,41.7746303
22464,170316608005001,94,5,-87.69907420000001,41.7744799
22465,170316304002004,73,26,-87.6966188,41.796377299999996
22466,170316305004013,165,12,-87.6905607,41.798305
22467,170316302001027,73,5,-87.69189240000001,41.8021666
22468,170316305003000,115,38,-87.68930429999999,41.7965086
22469,170316305002001,98,11,-87.68506579999999,41.79659
22470,170318351001026,94,5,-87.6854312,41.7892736
22471,170316705001046,119,10,-87.6748528,41.780472700000004
22472,170316707002010,56,3,-87.66696590000001,41.7805685
22473,170316714001009,73,7,-87.6772173,41.7781131
22474,170316715001003,64,4,-87.6661959,41.773067499999996
22475,170316715001004,73,4,-87.6668311,41.7730727
22476,170316715001014,59,4,-87.66550079999999,41.7710317
22477,170316714002015,77,5,-87.6749034,41.7709251
22478,170316715003005,39,0,-87.66728509999999,41.7696482
22479,170316715002021,60,2,-87.6726847,41.767314500000005
22480,170316715003018,30,1,-87.66601750000001,41.7673866
22481,170316715002006,0,-1,-87.6765746,41.7681684
22482,170316715003027,23,3,-87.6671897,41.7660103
22483,170316706002000,39,3,-87.669437,41.782134899999996
22484,170316707001017,38,2,-87.6682567,41.784189500000004
22485,170316707001016,50,2,-87.6676691,41.7842057
22486,170316708001013,29,3,-87.6615449,41.7822375
22487,170316708002006,20,2,-87.66250840000001,41.7842693
22488,170316707002014,0,-1,-87.6645566,41.7806086
22489,170316711001019,70,2,-87.66139179999999,41.776776500000004
22490,170316709002006,46,2,-87.6586183,41.7856966
22491,170316701002014,51,3,-87.6574941,41.789579100000005
22492,170316701001012,19,0,-87.6550709,41.7896164
22493,170316805001013,91,23,-87.65384399999999,41.789627
22494,170316805002027,0,-1,-87.65285899999999,41.78713270000001
22495,170316805002023,13,1,-87.65168129999999,41.787682200000006
22496,170316709001003,28,12,-87.6549666,41.785746100000004
22497,170316806002001,0,-1,-87.65408570000001,41.7866723
22498,170318348001013,37,4,-87.64889029999999,41.7858294
22499,170316806002014,40,2,-87.6524328,41.7821338
22500,170316716003002,82,7,-87.6631313,41.7733465
22501,170316716003004,0,-1,-87.6636771,41.77240689999999
22502,170316711001014,0,-1,-87.66377340000001,41.7749229
22503,170316711001026,90,7,-87.66136170000001,41.7749612
22504,170316715003000,0,-1,-87.6642603,41.7700635
22505,170316716001010,41,2,-87.6593904,41.7697507
22506,170316716003015,53,5,-87.6630248,41.7697003
22507,170316716001014,43,11,-87.66124429999999,41.77108629999999
22508,170318349002030,47,6,-87.6582275,41.7711469
22509,170316811004006,53,3,-87.6515043,41.7696439
22510,170316811004000,90,5,-87.64851309999999,41.7715071
22511,170316810003014,35,3,-87.65130529999999,41.7726164
22512,170316810001011,16,0,-87.65373100000001,41.7749853
22513,170318349002006,71,6,-87.6575104,41.778621799999996
22514,170316810003002,52,2,-87.6498229,41.7751234
22515,170316811002002,0,-1,-87.64631170000001,41.7685967
22516,170316716002005,42,2,-87.66175849999999,41.7674404
22517,170316716002006,49,1,-87.66115759999998,41.76745220000001
22518,170316809004021,0,-1,-87.6444296,41.777261100000004
22519,170316809004024,0,-1,-87.64356070000001,41.7772317
22520,170316809002027,33,2,-87.63595059999999,41.777141799999995
22521,170316809003015,0,-1,-87.6377177,41.773014399999994
22522,170316809001024,4,0,-87.64359379999999,41.7736217
22523,170316811001010,54,5,-87.64544670000001,41.769732399999995
22524,170316812001006,8,2,-87.64411750000001,41.7661119
22525,170316811002005,67,1,-87.64536679999999,41.766102399999994
22526,170316809004014,0,-1,-87.6377722,41.779046
22527,170318346002026,35,1,-87.63629250000001,41.7810531
22528,170318346003047,0,-1,-87.632293,41.7806082
22529,170318346003029,0,-1,-87.6317837,41.7829812
22530,170318346002006,12,0,-87.63917190000001,41.7863814
22531,170318346004055,0,-1,-87.63735799999999,41.7873804
22534,170316121001027,45,2,-87.6479596,41.7964438
22535,170318438002026,39,2,-87.6437064,41.7970644
22536,170318438002013,29,1,-87.64313759999999,41.798889
22537,170318399002044,0,-1,-87.64664920000001,41.8251256
22538,170318399005009,12,2,-87.64566579999999,41.8243804
22539,170318400002006,55,3,-87.63904009999999,41.8281108
22540,170318399001004,72,5,-87.6433327,41.8298699
22541,170318397002013,74,7,-87.6446095,41.8319265
22542,170318397003012,47,3,-87.65069940000001,41.8332519
22543,170318397002006,136,11,-87.6483148,41.834312100000005
22544,170318398002011,111,12,-87.642248,41.8353598
22545,170313404001021,135,24,-87.63203890000001,41.8404486
22546,170318411003047,161,61,-87.6334989,41.8457357
22547,170318401001003,48,6,-87.64102259999999,41.846084000000005
22548,170318411002018,257,19,-87.63360870000001,41.849361
22549,170318410001035,0,-1,-87.6196213,41.848680200000004
22550,170318410001063,0,-1,-87.6136575,41.8479264
22551,170313501001005,0,-1,-87.61083459999999,41.8404403
22552,170318364001002,0,-1,-87.59517170000001,41.8190096
22553,170318364002004,322,18,-87.6019957,41.8212245
22554,170318364002008,17,0,-87.6004093,41.8188186
22555,170318364002011,98,5,-87.6018512,41.81875720000001
22556,170318364003029,40,3,-87.6049993,41.8173971
22557,170313903002008,298,23,-87.6034505,41.8122968
22558,170318360003020,0,-1,-87.60858459999999,41.8116602
22559,170313903001005,114,6,-87.6062115,41.8104459
22560,170318436002001,118,7,-87.60751570000001,41.8106906
22561,170318436002010,0,-1,-87.6084027,41.8097753
22562,170318436002005,0,-1,-87.6099295,41.8106585
22563,170313904002004,7,-1,-87.6062528,41.808175299999995
22564,170318436001013,0,-1,-87.60687890000001,41.8036175
22565,170313904002010,134,13,-87.60489190000001,41.804894
22566,170313905001002,211,19,-87.6004622,41.8083929
22567,170313902002013,32,2,-87.60128399999999,41.8108314
22568,170314105001000,131,5,-87.6019647,41.799158
22569,170314107001011,121,5,-87.5957892,41.7977284
22570,170318362001015,25,13,-87.59684320000001,41.7905325
22571,170318362001014,16,12,-87.5968792,41.7923506
22572,170314112001004,65,4,-87.5952643,41.79237020000001
22573,170314112002002,27,3,-87.59442109999999,41.7912203
22574,170314204001001,0,-1,-87.6035973,41.7855745
22575,170314202001007,160,13,-87.59430390000001,41.7832717
22576,170314202001012,156,10,-87.59426500000001,41.7816996
22577,170318344003002,87,5,-87.5976135,41.7759537
22578,170318344002016,50,0,-87.5949538,41.77598270000001
22579,170318344003014,111,6,-87.5969639,41.7741336
22580,170314212001012,35,1,-87.6102852,41.7719335
22581,170314212002000,2,-1,-87.606043,41.7704131
22582,170314303001015,66,10,-87.59073609999999,41.7705901
22583,170318439002012,31,1,-87.59006640000001,41.7744416
22584,170318439002008,11,1,-87.5898931,41.7762687
22585,170318344002003,84,10,-87.5919048,41.777606899999995
22586,170318356002029,0,-1,-87.63211009999999,41.794857
22587,170318356002018,6,2,-87.6345357,41.79596110000001
22588,170318356001007,0,-1,-87.6329752,41.808902
22589,170313405001021,70,8,-87.63497840000001,41.8370506
22590,170313405001022,95,6,-87.63437990000001,41.837062599999996
22591,170313403001036,22,2,-87.6358863,41.8394556
22592,170313403001025,51,4,-87.6347934,41.8413236
22593,170313403001028,78,9,-87.6347608,41.8409196
22594,170318392002017,0,-1,-87.6263838,41.8407184
22595,170318411003019,122,11,-87.63962009999999,41.8492946
22596,170318411002017,51,3,-87.633626,41.8498199
22597,170318392002000,478,33,-87.6227198,41.84379129999999
22598,170318401002001,128,11,-87.6390952,41.8433792
22599,170318401001006,60,1,-87.6391575,41.8452066
22600,170318410001077,0,-1,-87.6197868,41.851743
22601,170313301004059,0,-1,-87.6210828,41.8536478
22602,170313301004044,130,6,-87.6218533,41.854919
22603,170318398002003,122,12,-87.64228979999999,41.836989200000005
22604,170318400001005,47,4,-87.640472,41.837189
22605,170316004001010,102,29,-87.6424037,41.8408239
22606,170316004002005,90,10,-87.6441825,41.83919279999999
22607,170318398002008,89,24,-87.6434996,41.836935499999996
22608,170318398001002,28,1,-87.64596879999999,41.837146600000004
22609,170318402001024,20,4,-87.6551762,41.846118
22610,170316006001000,28,10,-87.6557295,41.8424582
22611,170318432002098,0,-1,-87.6733442,41.837383100000004
22612,170318403001002,1,-1,-87.6850483,41.83417070000001
22613,170315803001003,0,-1,-87.70591490000001,41.8285807
22617,170315306001027,37,3,-87.61911540000001,41.6655846
22618,170315306001041,11,-1,-87.6214505,41.6638598
22619,170315305033002,50,4,-87.6315913,41.6661215
22620,170315305032014,57,6,-87.6322486,41.6679136
22621,170315305032012,42,4,-87.63343859999999,41.6678964
22622,170315305032005,3,-1,-87.63769,41.66964229999999
22623,170315305033053,36,2,-87.6404301,41.661128600000005
22624,170315305033033,49,6,-87.6374804,41.6615561
22625,170315304001022,49,5,-87.64443680000001,41.671403999999995
22626,170315305032019,40,1,-87.6359132,41.669459100000005
22629,170315305012006,23,0,-87.6385396,41.6750886
22630,170315305032001,34,2,-87.63503229999999,41.6703701
22634,170315304002029,20,27,-87.6568963,41.6705373
22642,170315305031009,7,-1,-87.64648690000001,41.6610526
22643,170315305031006,44,2,-87.64536329999999,41.66236729999999
22644,170315305031004,29,0,-87.6441475,41.662522499999994
22646,170315305033042,12,0,-87.6334268,41.6584245
22647,170315305011018,23,0,-87.63314140000001,41.6767938
22648,170315305011004,6,0,-87.6328656,41.6777062
22649,170315305011025,51,4,-87.62892690000001,41.676838000000004
22650,170315003002025,86,5,-87.60798309999998,41.686624200000004
22651,170315002002008,64,4,-87.6081438,41.6989147
22652,170315002001009,18,1,-87.6053316,41.7067606
22653,170314908002000,44,2,-87.6105469,41.711926500000004
22654,170314908002002,44,1,-87.6117589,41.711903899999996
22655,170314905002034,23,4,-87.6166809,41.7141813
22656,170314907001006,52,4,-87.6275642,41.713479299999996
22657,170314907001002,44,4,-87.6251648,41.713519
22658,170314907001000,69,6,-87.62396159999999,41.7135343
22659,170314403005008,96,8,-87.6240535,41.746401399999996
22660,170314403001003,44,3,-87.62235890000001,41.742573
22661,170314403004009,39,4,-87.62090400000001,41.7482726
22662,170318424001016,70,4,-87.6272554,41.7483881
22663,170316911001017,0,-1,-87.6250917,41.7590986
22664,170316911001009,0,-1,-87.62733359999999,41.7634215
22665,170316903001004,85,4,-87.62714820000001,41.771833
22666,170316903002009,67,3,-87.62864259999999,41.7681874
22667,170316911002013,42,3,-87.6288378,41.758390399999996
22668,170316911002012,30,1,-87.62842320000001,41.7590809
22669,170316912001014,12,1,-87.63321690000001,41.75542120000001
22670,170316912002006,5,0,-87.6288213,41.757969
22671,170318424002013,100,6,-87.6333738,41.7496623
22672,170317109001026,13,1,-87.6429784,41.7454343
22673,170317101001020,0,-1,-87.64380609999999,41.7517455
22674,170317108003005,59,5,-87.6490132,41.7441915
22675,170317109001003,6,2,-87.64222070000001,41.750482700000006
22676,170317109002012,55,8,-87.64078909999999,41.7422594
22677,170317114002028,21,1,-87.65024509999999,41.734370899999995
22678,170317302023023,26,1,-87.6500077,41.724813
22679,170317302023008,22,1,-87.6453704,41.722478499999994
22680,170317304001000,0,-1,-87.6434947,41.7203989
22681,170317304004000,4,0,-87.6511507,41.720854100000004
22682,170317302011020,0,-1,-87.6596509,41.7214951
22683,170317301002009,25,1,-87.6423348,41.7226122
22684,170317305004007,42,3,-87.64228179999999,41.7203054
22685,170317301001008,73,5,-87.63517790000002,41.72614229999999
22686,170317301001016,30,2,-87.6362685,41.722470200000004
22687,170317305001005,36,1,-87.6362165,41.7204189
22688,170317305004020,46,2,-87.6385934,41.71879439999999
22689,170317305001017,11,2,-87.6348936,41.7190674
22690,170314906001040,51,1,-87.6312754,41.7170775
22691,170314906001019,44,1,-87.6307885,41.720491700000004
22692,170314906001009,0,-1,-87.6293015,41.7214318
22693,170317305001023,33,0,-87.6351421,41.716801399999994
22694,170314907002002,38,0,-87.6250934,41.709882
22695,170317305002011,23,2,-87.63501459999999,41.7122643
22696,170317305003011,59,7,-87.6419995,41.7096648
22697,170317305003013,42,6,-87.6407944,41.7096852
22698,170314908005008,61,2,-87.6203041,41.708578
22699,170314911001002,30,1,-87.6367564,41.7067598
22700,170314911001009,45,1,-87.6364371,41.7058605
22701,170314911001016,21,3,-87.63496049999999,41.704992600000004
22702,170314910003013,5,1,-87.6284858,41.7045828
22703,170314909022033,2,0,-87.6231396,41.7055679
22704,170314910001011,90,4,-87.62582459999999,41.7041756
22705,170314910003015,33,3,-87.62844390000001,41.7029893
22706,170314910003014,57,4,-87.6306125,41.70274620000001
22707,170314911001019,6,-1,-87.6337319,41.7000546
22708,170314911002003,37,3,-87.636937,41.7024354
22709,170314911002005,38,3,-87.63750379999999,41.7008441
22710,170314911002006,19,1,-87.636891,41.7008439
22711,170314909022025,0,-1,-87.6195525,41.7056416
22712,170314909024010,40,3,-87.61221570000001,41.706199
22713,170314909023015,39,1,-87.6139546,41.7027469
22714,170314909021009,46,2,-87.6115023,41.7027788
22715,170314909021005,20,1,-87.6088748,41.703511400000004
22716,170314909021004,19,0,-87.60891529999999,41.7030517
22717,170314908002016,28,5,-87.61332349999999,41.7085733
22718,170315001003026,9,0,-87.60388540000001,41.7149901
22719,170315001002007,48,2,-87.5949635,41.7176876
22720,170315001002008,51,1,-87.59432659999999,41.7176828
22721,170315001001025,31,0,-87.5944155,41.719615600000004
22722,170315001001007,0,-1,-87.5978171,41.7219057
22723,170314701002009,4,0,-87.59209109999999,41.7256786
22724,170314803002009,6,1,-87.5882035,41.7275405
22725,170318388002018,3,1,-87.56131620000001,41.6975006
22726,170318388002012,43,3,-87.5610423,41.6986756
