,BLOCKID10,POP10,CE01_2014,long,lat
2306,170317307001021,57,5,-87.6459859,41.700514500000004
2307,170317307002031,35,3,-87.647257,41.7023266
2308,170317501001002,191,18,-87.64464009999999,41.69808270000001
2309,170316706001008,67,1,-87.67069090000001,41.7839346
2310,170318351001000,0,-1,-87.6800589,41.7936766
2311,170316912003008,0,-1,-87.63915870000001,41.751973
2312,170316708001018,22,1,-87.6612646,41.7815742
2313,170316302001032,6,-1,-87.6921693,41.8012453
2314,170313018031002,182,4,-87.726001,41.841471399999996
2317,170318435001023,9798,289,-87.6975667,41.8409837
2318,170318435001017,0,-1,-87.70154740000001,41.8397733
2319,170318408002001,47,1,-87.70583459999999,41.8403275
2320,170318408002004,153,13,-87.7076473,41.8399215
2321,170318413002026,0,-1,-87.6865443,41.838119799999994
2322,170318413002035,0,-1,-87.6848545,41.83643
2323,170315805023008,0,-1,-87.6947412,41.8153439
2325,170314904001022,26,0,-87.6078283,41.723111700000004
2326,170314908004016,34,0,-87.6156058,41.7075152
2327,170314909022019,60,32,-87.61648129999999,41.706133799999996
2328,170314905002012,59,3,-87.61741479999999,41.7191093
2329,170314903002016,0,-1,-87.6198619,41.727043200000004
2330,170314406002028,0,-1,-87.61671770000001,41.7288894
2331,170315305011011,0,-1,-87.64120009999999,41.6771065
2332,170314912001017,40,4,-87.6352872,41.6878961
2333,170316112002013,88,5,-87.6627188,41.80387879999999
2334,170316112002021,47,5,-87.6608537,41.8025064
2335,170316119002007,0,-1,-87.656847,41.8002832
2336,170316805001001,0,-1,-87.6536895,41.7938832
2337,170315807001013,55,7,-87.68639959999999,41.8122416
2338,170318348002014,47,0,-87.64941529999999,41.7824129
2339,170316809003005,0,-1,-87.6304407,41.7734965
2340,170318431002015,52,10,-87.70503959999999,41.8545059
2341,170318416001023,122,34,-87.70990479999999,41.854469099999996
2342,170318413001009,38,2,-87.68253370000001,41.850449499999996
2343,170313107001020,0,-1,-87.6647103,41.85319260000001
2344,170318402001020,1,-1,-87.6500933,41.8458489
2345,170316006002020,28,9,-87.65881490000001,41.843888299999996
2346,170315906002001,99,21,-87.6712293,41.8277005
2347,170315906002006,151,14,-87.6711712,41.825870200000004
2348,170315907002010,0,-1,-87.6622785,41.8243297
2349,170316103001026,81,6,-87.668165,41.8142595
2352,170318351001003,0,-1,-87.6836305,41.7936132
2353,170318351001004,0,-1,-87.6858512,41.7929205
2354,170318351001027,91,6,-87.6860433,41.789269
2355,170318351003018,52,3,-87.6868945,41.7867416
2356,170316811003002,42,0,-87.6508568,41.7678376
2357,170316811005004,50,3,-87.6527211,41.7696271
2358,170317108006013,0,-1,-87.6532613,41.7441313
2359,170317108006000,58,1,-87.6503277,41.747813
2360,170316716001005,72,6,-87.6597749,41.7724807
2361,170316711001011,48,2,-87.6626202,41.77676760000001
2362,170316712001002,31,1,-87.6651375,41.778213799999996
2363,170316309003012,50,2,-87.7099666,41.7922847
2364,170316303002035,12,1,-87.7054103,41.7937206
2365,170318351004001,24,2,-87.6931967,41.793482399999995
2366,170315805013006,98,4,-87.7003939,41.8188391
2367,170315802002017,60,5,-87.7022671,41.8230882
2382,170316806001001,0,-1,-87.6516355,41.7866941
2383,170313005001006,0,-1,-87.7230765,41.84873579999999
2384,170312925003009,100,4,-87.73086070000001,41.8527256
2390,170313007001018,136,4,-87.7109475,41.8489674
2391,170313012002000,118,8,-87.691621,41.8469735
2392,170318432002070,0,-1,-87.66900150000001,41.8431438
2393,170315905001024,88,21,-87.679775,41.827599799999994
2394,170318404002007,117,14,-87.672965,41.8329626
2402,170315804002018,0,-1,-87.7094474,41.8100627
2412,170317115002018,63,4,-87.64081290000001,41.7334516
2413,170317109002020,0,-1,-87.6429208,41.738028
2414,170314907003016,59,4,-87.6323766,41.711617
2415,170314908003025,54,1,-87.62330659999999,41.7121696
2416,170314906001073,0,-1,-87.6232825,41.7170786
2417,170314906001005,0,-1,-87.62485509999999,41.7206976
2418,170314906001027,25,1,-87.6259176,41.720563299999995
2419,170317305002033,19,5,-87.6349612,41.7099971
2420,170317301001014,36,2,-87.6369412,41.7242906
2421,170314911005028,17,2,-87.63873509999999,41.7019201
2422,170314911002004,39,3,-87.6375436,41.70243189999999
2423,170314911004024,37,5,-87.6394224,41.6951179
2424,170315303002006,60,4,-87.6475335,41.6822804
2438,170314909012012,76,3,-87.62174209999999,41.6971557
2439,170314701002006,19,0,-87.5908901,41.726374
2440,170315103002007,0,-1,-87.5793249,41.72283710000001
2441,170314909021002,0,-1,-87.6087452,41.7015003
2442,170314403001001,0,-1,-87.6235738,41.743446
2443,170318424001038,0,-1,-87.6248872,41.7445317
2444,170314403002033,32,3,-87.6169749,41.7367037
2445,170314406001006,64,5,-87.61532270000001,41.7355455
2446,170314913001003,11,2,-87.62501329999999,41.6918646
2447,170317304001001,41,0,-87.6440834,41.7203771
2448,170317305004035,28,5,-87.641545,41.7155979
2449,170317306003014,32,2,-87.64385940000001,41.7114504
2450,170316704001042,5,1,-87.6710614,41.78688820000001
2451,170316301001014,32,1,-87.68154709999999,41.7969396
2452,170316305002014,0,-1,-87.68495209999999,41.7945363
2453,170316810001018,44,3,-87.6537124,41.7725714
2454,170317108006009,44,0,-87.6508267,41.7441602
2455,170318349002011,0,-1,-87.6568103,41.7750273
2456,170316711001024,61,7,-87.66015420000001,41.7749826
2457,170316304002007,130,7,-87.69844559999999,41.796342100000004
2458,170316304003008,125,5,-87.699955,41.7956328
2459,170317108003012,72,6,-87.6447672,41.744254
2464,170318403001028,0,-1,-87.6857886,41.8261789
2465,170318403003010,131,13,-87.6842061,41.8330527
2466,170317109002002,0,-1,-87.6370824,41.7432217
2467,170317115001010,37,5,-87.6347319,41.733482200000005
2468,170318340001015,57,2,-87.63238390000001,41.729175399999995
2469,170318340001018,57,6,-87.62972020000001,41.72955
2470,170314904001028,25,7,-87.6099056,41.7222088
2471,170314908001000,0,-1,-87.6056248,41.7131225
2472,170315001004013,0,-1,-87.6019929,41.7133176
2473,170314908002010,69,4,-87.6111035,41.71009229999999
2474,170314909023005,56,2,-87.6170377,41.7045231
2475,170314903001006,30,3,-87.61874379999999,41.7245534
2476,170314406002021,40,7,-87.61659499999999,41.7292088
2477,170318424002060,0,-1,-87.624617,41.734468
2478,170314910004007,75,4,-87.6278454,41.702095299999996
2479,170314910005033,3,-1,-87.6325059,41.695037799999994
2480,170315302005007,4,1,-87.63422990000001,41.6831145
2481,170315302003018,0,-1,-87.6365189,41.6781308
2482,170315302002009,30,1,-87.63171080000001,41.6794963
2483,170318426002060,0,-1,-87.66085109999999,41.8096071
2484,170318413001007,147,9,-87.6794621,41.850527
2485,170318412001008,263,15,-87.68198819999999,41.853216499999995
2486,170316006002012,0,-1,-87.6555801,41.843665
2487,170318426002027,0,-1,-87.6627364,41.8149657
2488,170317114002032,0,-1,-87.6440262,41.7292994
2489,170317302021023,35,2,-87.6443005,41.7278008
2490,170318351002000,77,5,-87.6895431,41.793547499999995
2491,170318305003003,0,-1,-87.7142872,41.83210089999999
2492,170315802001001,0,-1,-87.7002771,41.8303602
2493,170315802002007,0,-1,-87.7032608,41.8258177
2495,170315806003012,68,3,-87.6925673,41.8153581
2496,170318428004007,169,4,-87.6889941,41.8072527
2504,170314912001018,66,3,-87.6346929,41.68790739999999
2505,170316103003029,160,5,-87.6707719,41.809679700000004
2506,170316113001007,136,5,-87.6670261,41.8058556
2507,170316112002010,111,6,-87.663203,41.804191100000004
2508,170316805001010,34,2,-87.6544877,41.7914333
2509,170316809004012,0,-1,-87.6442729,41.7785999
2510,170316911001027,0,-1,-87.62722640000001,41.7602344
2511,170316912002021,59,6,-87.6275402,41.755451799999996
2512,170316912002033,15,0,-87.62647009999999,41.7516134
2513,170313006001018,92,8,-87.7164463,41.848928
2514,170313006001019,83,4,-87.7157342,41.8488149
2515,170313005001003,87,20,-87.7207706,41.850464
2516,170312909003024,10,1,-87.73658,41.8589329
2522,170315103002008,0,-1,-87.57418890000001,41.722528600000004
2523,170314701002011,0,-1,-87.5902571,41.727531299999995
2524,170314804003016,75,2,-87.581572,41.7244028
2525,170314701001023,37,0,-87.5958371,41.728338
2526,170314408001000,0,-1,-87.6012901,41.734897700000005
2527,170314401021009,7,1,-87.5982695,41.7390965
2528,170314701002000,0,-1,-87.5959364,41.7349497
2529,170314909021025,16,0,-87.6105321,41.700286600000005
2530,170314909021022,13,1,-87.6090809,41.701674600000004
2531,170315002002019,59,6,-87.6070588,41.699177500000005
2532,170314909021030,34,1,-87.61173149999999,41.6998088
2533,170314407002006,53,2,-87.6132797,41.73492879999999
2534,170314407002014,54,4,-87.61321629999999,41.73309329999999
2535,170314913001008,85,5,-87.624425,41.690987
2536,170314913003001,17,0,-87.62870240000001,41.6886616
2537,170314913003018,1,-1,-87.6282937,41.6854822
2565,170314907003027,4,0,-87.6301244,41.7073183
2566,170314908003033,34,2,-87.6232825,41.7112555
2567,170314908003003,0,-1,-87.6206448,41.7143895
2568,170317301001010,0,-1,-87.63416600000001,41.7243352
2569,170317301001005,37,4,-87.6369665,41.726110299999995
2571,170313007001006,0,-1,-87.7130923,41.8512155
2572,170318407002009,81,3,-87.6957008,41.8496299
2573,170315905001030,70,7,-87.6767619,41.829227200000005
2574,170316103001003,0,-1,-87.673446,41.818669799999995
2575,170318404001006,0,-1,-87.6692749,41.8362103
2579,170318347003000,0,-1,-87.6415193,41.7941855
2580,170316103002001,210,8,-87.6660154,41.8131365
2581,170318347001020,0,-1,-87.645577,41.7872422
2582,170316903002029,0,-1,-87.6255037,41.7681298
2583,170318425001053,8,0,-87.6207752,41.773443
2584,170316904003012,0,-1,-87.6245353,41.766426
2585,170316913001013,67,4,-87.6226896,41.7555384
2586,170318430002010,0,-1,-87.7395296,41.8671598
2587,170318430002039,0,-1,-87.73827340000001,41.8664372
2588,170312909004012,73,4,-87.7333892,41.864909600000004
2593,170317114002018,0,-1,-87.6466493,41.7334908
2594,170317305003009,0,-1,-87.6426525,41.7114749
2595,170317506001020,16,2,-87.6484763,41.6897094
2596,170316707002005,55,1,-87.66821949999999,41.7821487
2597,170316704001034,0,-1,-87.669885,41.787815
2598,170316117002006,65,1,-87.67402129999999,41.7950833
2599,170316116001017,0,-1,-87.67655500000001,41.7977706
2600,170316116001009,44,4,-87.67596329999999,41.798230100000005
2601,170317108001012,66,3,-87.6468598,41.749820299999996
2602,170316811002013,57,14,-87.6465689,41.7663056
2603,170316811004003,93,3,-87.6503336,41.771476799999995
2604,170317101001004,118,5,-87.64263759999999,41.7551967
2605,170314911001005,38,1,-87.6345404,41.706323700000006
2606,170317506002007,39,8,-87.6540693,41.6867
2607,170315303002012,45,2,-87.65093829999999,41.6838323
2608,170315303001019,29,1,-87.64533829999999,41.680489200000004
2609,170314912002005,24,3,-87.63952590000001,41.6878515
2610,170316114002001,259,26,-87.67275479999999,41.80397979999999
2611,170316119002027,0,-1,-87.6585295,41.7942976
2612,170316912001004,121,9,-87.6350733,41.7571574
2613,170316903002014,0,-1,-87.63293279999999,41.7662055
2614,170316912003003,113,11,-87.6362633,41.7533867
2615,170316709002003,50,3,-87.65737440000001,41.785701700000004
2616,170316709001002,79,5,-87.6555599,41.7857299
2617,170318434001013,0,-1,-87.7374384,41.84892120000001
2631,170314701001038,0,-1,-87.60210440000002,41.7244479
2632,170314409002017,25,4,-87.60546509999999,41.725009899999996
2633,170318426002019,0,-1,-87.65955090000001,41.817811600000006
2645,170316303001014,0,-1,-87.7054667,41.7979445
2646,170316305003005,121,6,-87.69233890000001,41.7964487
2647,170318305003010,88,5,-87.7178725,41.83428
2648,170318305003018,81,4,-87.7227554,41.834199600000005
2649,170318435001044,0,-1,-87.70414179999999,41.832463700000005
2650,170315805014008,55,2,-87.69494959999999,41.821473600000004
2656,170318434001038,0,-1,-87.73326850000001,41.847444200000005
2659,170313011002007,229,17,-87.698938,41.845306799999996
2660,170313016001003,117,7,-87.7120121,41.843501399999994
2661,170318403001030,0,-1,-87.68457120000001,41.824529299999995
2662,170318403002000,0,-1,-87.6767444,41.8370947
2663,170318432002095,0,-1,-87.67664520000001,41.83737670000001
2664,170318403003001,89,10,-87.6787181,41.8330726
2665,170315807002022,245,7,-87.68690169999999,41.81926970000001
2666,170318428002003,138,6,-87.6939766,41.8109949
2669,170315001004007,0,-1,-87.5920885,41.714341600000004
2670,170315001002016,40,0,-87.59549270000001,41.7158224
2671,170315001003014,54,39,-87.5991194,41.71576339999999
2672,170314908002013,33,1,-87.61104809999999,41.7084909
2673,170314903001003,79,5,-87.6172811,41.7264055
2674,170314409003022,17,0,-87.6107426,41.7266553
2675,170318424002056,0,-1,-87.6247577,41.7390542
2676,170314910002018,20,0,-87.6291188,41.693199
2677,170314910004028,14,1,-87.6265932,41.698232700000005
2678,170316111003012,37,3,-87.6597147,41.8036632
2679,170316120001002,29,2,-87.6529156,41.800562400000004
2680,170316120001011,45,4,-87.6522541,41.7987464
2681,170316111002001,65,2,-87.6566269,41.8039269
2682,170316113001004,0,-1,-87.6658694,41.8074599
2683,170316103002014,0,-1,-87.6752059,41.8133943
2684,170316308004023,9,-1,-87.69422940000001,41.786633200000004
2685,170316308004022,31,5,-87.6954277,41.7866029
2686,170316204003009,79,9,-87.7193173,41.787132899999996
2687,170316204002013,94,9,-87.7168559,41.786713
2688,170316204003002,68,8,-87.72179940000001,41.7889051
2689,170315703003014,71,3,-87.7292363,41.8017677
2690,170315703003000,38,1,-87.7290434,41.807588
2691,170315703001013,108,19,-87.7274854,41.8050797
2692,170315701001014,0,-1,-87.7215523,41.8160823
2693,170315608005018,47,6,-87.7815446,41.7935747
2704,170317110001012,83,10,-87.6507289,41.7405234
2705,170317114002002,0,-1,-87.6447546,41.7351159
2706,170317305004009,34,3,-87.64163509999999,41.71876029999999
2707,170317305004005,47,1,-87.641665,41.720567100000004
2719,170318348002008,69,5,-87.6457701,41.782720399999995
2720,170316911001012,0,-1,-87.6261438,41.764267700000005
2721,170316911001006,47,6,-87.6277645,41.764557200000006
2722,170316912002005,56,2,-87.6275678,41.7572724
2723,170318424001012,31,2,-87.62669840000001,41.7497721
2724,170318434001044,0,-1,-87.7237233,41.851448100000006
2725,170318434001024,1,-1,-87.7267618,41.851218700000004
2726,170312909003006,80,5,-87.73573309999999,41.861455299999996
2734,170317114003019,55,2,-87.652968,41.7332633
2735,170317302022003,78,3,-87.651404,41.7313619
2736,170317206001019,37,6,-87.67516450000001,41.70373
2737,170317502003006,107,30,-87.67290940000001,41.695682
2738,170317502003008,74,3,-87.6776458,41.696043700000004
2739,170317502002005,192,18,-87.6709786,41.694343100000005
2740,170317302022008,51,0,-87.6528035,41.7277359
2741,170317306002018,39,2,-87.65116850000001,41.711378
2742,170316714001022,84,5,-87.67469859999999,41.7747862
2743,170316705001049,0,-1,-87.6764247,41.781740899999996
2744,170314906001056,0,-1,-87.6288092,41.7153646
2745,170317305001013,0,-1,-87.6335717,41.7170427
2746,170317305004011,33,1,-87.6404167,41.718773299999995
2747,170314911005022,6,0,-87.6417101,41.699878600000005
2748,170317506001021,39,3,-87.6473682,41.6867851
2749,170317506001008,35,3,-87.6444392,41.6896107
2750,170316703002000,1,-1,-87.6658061,41.7938311
2751,170316116001002,50,5,-87.67830079999999,41.8005921
2752,170316301001019,0,-1,-87.67945390000001,41.802045299999996
2753,170316810001009,94,7,-87.6541175,41.7768842
2754,170317110001001,66,2,-87.6495671,41.742363399999995
2755,170316303002028,58,3,-87.7097397,41.7959299
2756,170316304004015,122,7,-87.7009537,41.798130900000004
2757,170317115001018,74,13,-87.63837170000001,41.7334612
2758,170318340002020,40,0,-87.62842409999999,41.7244021
2759,170314907003029,25,5,-87.6320968,41.7077543
2760,170314907003028,42,2,-87.63211059999999,41.7077114
2761,170314903002027,8,1,-87.6229851,41.721990500000004
2762,170315302004008,18,1,-87.6379524,41.6848607
2763,170315302004069,20,1,-87.64164670000001,41.6802084
2764,170315302004055,40,2,-87.6397518,41.6815873
2765,170314911003002,43,40,-87.6355772,41.6969906
2766,170316702001034,26,2,-87.6602423,41.7875905
2767,170316119001015,34,3,-87.6620003,41.799108600000004
2768,170316701002002,34,3,-87.6578876,41.7934891
2769,170316701002010,61,4,-87.65935209999999,41.7913666
2770,170316115002000,0,-1,-87.6781638,41.8067099
2771,170316115002011,163,32,-87.68302059999999,41.8062304
2772,170316115002004,21,0,-87.68351740000001,41.8079548
2773,170316806002015,49,4,-87.65305090000001,41.782129600000005
2774,170313012003004,9,-1,-87.6950291,41.84938270000001
2775,170318432001014,157,17,-87.6769776,41.8487685
2776,170315906003001,100,8,-87.6736441,41.825850700000004
2777,170318404001039,31,7,-87.6677339,41.8344249
2778,170318404001025,52,4,-87.6677938,41.83514
2779,170315906001010,57,5,-87.6737402,41.829262799999995
2780,170318404002023,47,2,-87.6685858,41.8307002
2781,170318404001045,84,3,-87.6671477,41.8339198
2789,170316705001012,20,2,-87.67816429999999,41.7902387
2790,170317107002010,85,31,-87.6563846,41.747722499999995
2791,170316715001002,96,12,-87.66561850000001,41.773084000000004
2792,170316204002011,166,13,-87.71451479999999,41.7869766
2793,170318350002004,73,4,-87.6864535,41.781951
2794,170318350005001,8,2,-87.68935379999999,41.786264200000005
2795,170316204004013,64,1,-87.72185809999999,41.7902792
2796,170316203001002,0,-1,-87.7249759,41.792283000000005
2797,170315703002005,109,4,-87.72681700000001,41.803258500000005
2798,170315703001014,89,4,-87.72687579999999,41.805088700000006
2799,170318305001035,0,-1,-87.7302182,41.8219766
2800,170315701001023,61,6,-87.72275490000001,41.810638
2801,170315803001017,103,11,-87.7127786,41.8231541
2802,170315701001033,0,-1,-87.7141621,41.8081411
2803,170316303002005,0,-1,-87.7068267,41.8010012
2804,170318305001002,21,0,-87.7273765,41.8366298
2805,170318305001003,82,8,-87.7286066,41.8366235
2806,170313018012040,0,-1,-87.7353191,41.83694570000001
2807,170313018012025,0,-1,-87.7378532,41.8394497
2808,170315802001035,140,7,-87.6979858,41.824774700000006
2809,170315806001011,18,0,-87.6936168,41.8208888
