geoid10,population,lon,lat,community
170311606011012,147,       -87.7047898,        41.9584816,16
170311606012000,77,       -87.7024273,        41.9603182,16
170311606012001,183,       -87.7030216,        41.9603026,16
170311606012002,32,       -87.7039759,        41.9609958,16
170311606012003,19,       -87.7023423,        41.9590494,16
170311606012004,69,       -87.7029739,        41.9590559,16
170311606012005,93,       -87.7035975,        41.9585001,16
170311606012006,94,       -87.7036310,        41.9600829,16
170311606012007,77,       -87.7042342,        41.9600777,16
170311606012008,88,       -87.7041942,        41.9584906,16
170311606012009,2,       -87.7026374,        41.9581493,16
170311606013000,0,       -87.6965415,        41.9603527,16
170311606013001,0,       -87.6987387,        41.9603249,16
170311606013002,112,       -87.6993489,        41.9603230,16
170311606013003,17,       -87.7003105,        41.9610137,16
170311606013004,126,       -87.7011827,        41.9603100,16
170311606013005,104,       -87.7018086,        41.9603154,16
170311606013006,121,       -87.7017559,        41.9584927,16
170311606013007,150,       -87.7011303,        41.9584901,16
170311606013008,94,       -87.7005167,        41.9584925,16
170311606013009,123,       -87.7005681,        41.9600854,16
170311606013010,64,       -87.6999641,        41.9600921,16
170311606013011,111,       -87.6999031,        41.9584928,16
170311606013012,87,       -87.6993090,        41.9585029,16
170311606013013,76,       -87.6986787,        41.9584990,16
170311606013014,0,       -87.6981793,        41.9585696,16
170311606021000,126,       -87.6997998,        41.9548734,16
170311606021001,184,       -87.7004066,        41.9548692,16
170311606021002,113,       -87.7010269,        41.9548697,16
170311606021003,77,       -87.7016315,        41.9550966,16
170311606021004,68,       -87.7022374,        41.9550957,16
170311606021005,72,       -87.7028459,        41.9550874,16
170311606021006,68,       -87.7034760,        41.9550993,16
170311606021007,85,       -87.7040882,        41.9550989,16
170311606021008,91,       -87.7046929,        41.9550932,16
170311606021009,38,       -87.7053225,        41.9550980,16
170311606021010,42,       -87.7049773,        41.9541853,16
170311606021011,10,       -87.7037229,        41.9541754,16
170311606021012,1,       -87.7028483,        41.9541960,16
170311606021013,45,       -87.7021857,        41.9541786,16
170311606021014,46,       -87.7016117,        41.9541945,16
170311606022000,99,       -87.7047428,        41.9566670,16
170311606022001,74,       -87.7053424,        41.9566586,16
170311606022002,182,       -87.7059565,        41.9566582,16
170311606022003,169,       -87.7065698,        41.9566476,16
170311606022004,133,       -87.7071792,        41.9566481,16
170311606022005,134,       -87.7077910,        41.9566462,16
170311606022006,26,       -87.7077343,        41.9548265,16
170311606022007,74,       -87.7071326,        41.9550684,16
170311606022008,99,       -87.7065276,        41.9548434,16
170311606022009,133,       -87.7059001,        41.9550742,16
170311606022010,11,       -87.7058702,        41.9541656,16
170311606022011,7,       -87.7070721,        41.9541447,16
170311606023000,0,       -87.6962267,        41.9585299,16
170311606023001,0,       -87.6962330,        41.9557681,16
170311606023002,0,       -87.6981386,        41.9567339,16
170311606023003,105,       -87.6986192,        41.9566845,16
170311606023004,173,       -87.6992442,        41.9566887,16
170311606023005,185,       -87.6998562,        41.9566853,16
170311606023006,102,       -87.7004556,        41.9566776,16
170311606023007,83,       -87.7010771,        41.9566803,16
170311606023008,94,       -87.7016790,        41.9566724,16
170311606023009,107,       -87.7023021,        41.9566745,16
170311606023010,138,       -87.7029176,        41.9566759,16
170311606023011,87,       -87.7035124,        41.9566698,16
170311606023012,72,       -87.7041401,        41.9566770,16
170311606023013,152,       -87.6991973,        41.9548838,16
170311606023014,84,       -87.6985793,        41.9548788,16
170311607001000,72,       -87.6970377,        41.9507979,16
170311607001001,25,       -87.6961552,        41.9537962,16
170311607001002,41,       -87.6962963,        41.9534484,16
170311607001003,132,       -87.6986522,        41.9532032,16
170311607001004,0,       -87.7000579,        41.9537120,16
170311607001005,203,       -87.6987770,        41.9512389,16
170311607001006,50,       -87.6991076,        41.9528003,16
170311607001007,82,       -87.6997558,        41.9528154,16
170311607001008,60,       -87.7003530,        41.9528050,16
170311607001009,66,       -87.7003032,        41.9512303,16
170311607001010,88,       -87.6996895,        41.9512316,16
170311607002000,18,       -87.7012634,        41.9536985,16
170311607002001,78,       -87.7022004,        41.9530507,16
170311607002002,70,       -87.7027912,        41.9530398,16
170311607002003,24,       -87.7037250,        41.9536922,16
170311607002004,92,       -87.7027559,        41.9512231,16
170311607002005,74,       -87.7021337,        41.9512172,16
170311607002006,59,       -87.7015303,        41.9512263,16
170311607002007,40,       -87.7015696,        41.9527961,16
170311607002008,79,       -87.7009473,        41.9527957,16
170311607002009,89,       -87.7009085,        41.9512242,16
170311607002010,97,       -87.7033512,        41.9512160,16
170311607002011,76,       -87.7034191,        41.9528001,16
170311607002012,53,       -87.7040022,        41.9527837,16
170311607002013,137,       -87.7039829,        41.9512261,16
170311607003000,61,       -87.6984285,        41.9494200,16
170311607003001,56,       -87.6990172,        41.9494070,16
170311607003002,82,       -87.6996395,        41.9494085,16
170311607003003,90,       -87.7002509,        41.9494064,16
170311607003004,94,       -87.7008569,        41.9494013,16
170311607003005,74,       -87.7014788,        41.9494023,16
170311607003006,85,       -87.7020897,        41.9494002,16
170311607003007,112,       -87.7026930,        41.9493899,16
170311607003008,174,       -87.7033168,        41.9493955,16
170311607003009,120,       -87.7039210,        41.9493896,16
170311607003010,83,       -87.7038781,        41.9477759,16
170311607003011,69,       -87.7032686,        41.9477805,16
170311607003012,100,       -87.7026352,        41.9475624,16
170311607003013,91,       -87.7020289,        41.9475649,16
170311607003014,76,       -87.7014352,        41.9478061,16
170311607003015,46,       -87.7008229,        41.9478101,16
170311607003016,45,       -87.7001958,        41.9478052,16
170311607003017,41,       -87.6995864,        41.9478086,16
170311607003018,63,       -87.6989842,        41.9478176,16
170311607003019,27,       -87.6983656,        41.9478163,16
170311607003020,0,       -87.6986370,        41.9469004,16
170311607003021,47,       -87.6998834,        41.9469040,16
170311607003022,51,       -87.7010984,        41.9468856,16
170311607003023,87,       -87.7035450,        41.9468639,16
170311607004000,78,       -87.7045429,        41.9493910,16
170311607004001,137,       -87.7051429,        41.9493821,16
170311607004002,101,       -87.7057419,        41.9493722,16
170311607004003,137,       -87.7063749,        41.9493822,16
170311607004004,130,       -87.7069789,        41.9493753,16
170311607004005,44,       -87.7075879,        41.9493679,16
170311607004006,0,       -87.7075378,        41.9475454,16
170311607004007,82,       -87.7069277,        41.9477572,16
170311607004008,104,       -87.7063269,        41.9477651,16
170311607004009,78,       -87.7057043,        41.9477626,16
170311607004010,76,       -87.7051142,        41.9477762,16
170311607004011,85,       -87.7044843,        41.9477709,16
170311607004012,45,       -87.7047856,        41.9468668,16
170311607004013,90,       -87.7059755,        41.9468463,16
170311607004014,20,       -87.7069044,        41.9468454,16
170311607005000,39,       -87.7049363,        41.9536810,16
170311607005001,1,       -87.7061826,        41.9536871,16
170311607005002,0,       -87.7073965,        41.9536734,16
170311607005003,59,       -87.7064804,        41.9527887,16
170311607005004,91,       -87.7058445,        41.9527792,16
170311607005005,90,       -87.7052478,        41.9527907,16
170311607005006,60,       -87.7046148,        41.9527821,16
170311607005007,176,       -87.7045632,        41.9512063,16
170311607005008,119,       -87.7051827,        41.9512066,16
170311607005009,87,       -87.7060087,        41.9513539,16
170311607005010,94,       -87.7070309,        41.9512038,16
170311607005011,95,       -87.7070559,        41.9527694,16
170311607005012,66,       -87.7076760,        41.9527678,16
170311607005013,67,       -87.7076256,        41.9511948,16
170311607005014,63,       -87.7063892,        41.9507193,16
170311608001000,1,       -87.7086199,        41.9536618,16
170311608001001,0,       -87.7098500,        41.9536499,16
170311608001002,100,       -87.7088987,        41.9527508,16
170311608001003,104,       -87.7082994,        41.9527655,16
170311608001004,79,       -87.7082456,        41.9511896,16
170311608001005,143,       -87.7088617,        41.9511785,16
170311608001006,110,       -87.7094720,        41.9511714,16
170311608001007,124,       -87.7095124,        41.9527422,16
170311608001008,79,       -87.7101145,        41.9527293,16
170311608001009,115,       -87.7100858,        41.9511651,16
170311608001010,80,       -87.7100293,        41.9493364,16
170311608001011,132,       -87.7094314,        41.9493517,16
170311608001012,134,       -87.7088196,        41.9493601,16
170311608001013,6,       -87.7081986,        41.9493617,16
170311608002000,102,       -87.7106416,        41.9493507,16
170311608002001,131,       -87.7110975,        41.9489812,16
170311608002002,32,       -87.7118583,        41.9497667,16
170311608002003,98,       -87.7122284,        41.9494126,16
170311608002004,14,       -87.7105886,        41.9474012,16
170311608002005,51,       -87.7097567,        41.9476806,16
170311608002006,44,       -87.7125663,        41.9487956,16
170311608002007,115,       -87.7124437,        41.9474884,16
170311608002008,80,       -87.7118232,        41.9474903,16
170311608002009,55,       -87.7112183,        41.9471080,16
170311608002010,0,       -87.7084269,        41.9468594,16
170311608002011,64,       -87.7081603,        41.9477680,16
170311608002012,49,       -87.7087493,        41.9477503,16
170311608002013,27,       -87.7093372,        41.9480013,16
170311608003000,0,       -87.7132536,        41.9499323,16
170311608003001,22,       -87.7133139,        41.9492087,16
170311608003002,114,       -87.7143021,        41.9492764,16
170311608003003,138,       -87.7149416,        41.9492773,16
170311608003004,98,       -87.7155348,        41.9492599,16
170311608003005,85,       -87.7161435,        41.9492503,16
170311608003006,87,       -87.7161107,        41.9474362,16
170311608003007,60,       -87.7154969,        41.9474401,16
170311608003008,62,       -87.7148758,        41.9474429,16
170311608003009,69,       -87.7142794,        41.9474613,16
170311608003010,67,       -87.7136572,        41.9474656,16
170311608003011,50,       -87.7137308,        41.9488674,16
170311608003012,98,       -87.7130507,        41.9474758,16
170311608004000,0,       -87.7160071,        41.9535830,16
170311608004001,15,       -87.7171901,        41.9535467,16
170311608004002,139,       -87.7156164,        41.9525963,16
170311608004003,101,       -87.7160451,        41.9522280,16
170311608004004,36,       -87.7168388,        41.9530126,16
170311608004005,12,       -87.7171590,        41.9526798,16
170311608004006,81,       -87.7170073,        41.9514211,16
170311608004007,95,       -87.7174330,        41.9510090,16
170311608004008,68,       -87.7171907,        41.9493991,16
170311608004009,45,       -87.7162055,        41.9506131,16
170311608004010,77,       -87.7158564,        41.9509747,16
170311608004011,12,       -87.7148658,        41.9504731,16
170311608004012,93,       -87.7167747,        41.9488122,16
170311608004013,0,       -87.7170186,        41.9474267,16
170311608005000,20,       -87.7110739,        41.9536364,16
170311608005001,27,       -87.7122768,        41.9536142,16
170311608005002,7,       -87.7135075,        41.9536028,16
170311608005003,24,       -87.7147224,        41.9535784,16
170311608005004,83,       -87.7107239,        41.9527191,16
170311608005005,73,       -87.7113356,        41.9527155,16
170311608005006,90,       -87.7119355,        41.9527038,16
170311608005007,89,       -87.7125688,        41.9527053,16
170311608005008,58,       -87.7131683,        41.9526932,16
170311608005009,64,       -87.7137792,        41.9526864,16
170311608005010,87,       -87.7143957,        41.9526747,16
170311608005011,106,       -87.7150089,        41.9526604,16
170311608005012,72,       -87.7147550,        41.9511648,16
170311608005013,57,       -87.7143719,        41.9515263,16
170311608005014,85,       -87.7137384,        41.9511137,16
170311608005015,83,       -87.7131093,        41.9511169,16
170311608005016,111,       -87.7125231,        41.9511325,16
170311608005017,129,       -87.7119090,        41.9511406,16
170311608005018,89,       -87.7113091,        41.9511500,16
170311608005019,1,       -87.7107026,        41.9511591,16
170311609001000,8,       -87.7182555,        41.9534281,16
170311609001001,25,       -87.7196703,        41.9535272,16
170311609001002,50,       -87.7208831,        41.9535046,16
170311609001003,40,       -87.7220749,        41.9534721,16
170311609001004,0,       -87.7211703,        41.9530237,16
170311609001005,23,       -87.7207688,        41.9524942,16
170311609001006,45,       -87.7199150,        41.9525934,16
170311609001007,53,       -87.7192930,        41.9526004,16
170311609001008,30,       -87.7184445,        41.9529319,16
170311609001009,10,       -87.7180921,        41.9522350,16
170311609001010,16,       -87.7187308,        41.9523805,16
170311609001011,83,       -87.7186526,        41.9510457,16
170311609001012,127,       -87.7180305,        41.9510498,16
170311609001013,117,       -87.7179915,        41.9492297,16
170311609001014,29,       -87.7186139,        41.9492313,16
170311609001015,81,       -87.7192030,        41.9492103,16
170311609001016,36,       -87.7192757,        41.9510420,16
170311609001017,78,       -87.7198813,        41.9510310,16
170311609001018,50,       -87.7204822,        41.9510177,16
170311609001019,76,       -87.7211249,        41.9510229,16
170311609001020,49,       -87.7216952,        41.9509949,16
170311609001021,27,       -87.7217649,        41.9525749,16
170311609001022,33,       -87.7223541,        41.9525576,16
170311609001023,66,       -87.7223280,        41.9509971,16
170311609001024,9,       -87.7220701,        41.9494918,16
170311609001025,65,       -87.7216617,        41.9497194,16
170311609001026,31,       -87.7210254,        41.9495443,16
170311609001027,45,       -87.7204176,        41.9493936,16
170311609001028,51,       -87.7198248,        41.9492549,16
170311609001029,0,       -87.7191480,        41.9481831,16
170311609001030,20,       -87.7193978,        41.9477373,16
170311609001031,51,       -87.7179662,        41.9477298,16
170311609001032,0,       -87.7220328,        41.9490227,16
170311609001033,0,       -87.7219543,        41.9488200,16
170311609001034,0,       -87.7220070,        41.9486878,16
170311609002000,0,       -87.7238865,        41.9527986,16
170311609002001,194,       -87.7263513,        41.9532081,16
170311609002002,79,       -87.7263704,        41.9522638,16
170311609002003,0,       -87.7248489,        41.9502714,16
170311609002004,0,       -87.7245793,        41.9497259,16
170311609002005,0,       -87.7233434,        41.9486508,16
170311609002006,17,       -87.7252883,        41.9489197,16
170311609002007,26,       -87.7228566,        41.9475624,16
170311609002008,32,       -87.7265416,        41.9492742,16
170311609002009,0,       -87.7218812,        41.9472976,16
170311609002010,97,       -87.7271849,        41.9494554,16
170311609002011,22,       -87.7258644,        41.9490878,16
170311609002012,11,       -87.7241377,        41.9486027,16
170311609002013,15,       -87.7247511,        41.9487767,16
170311609002014,26,       -87.7234456,        41.9475083,16
170311609002015,31,       -87.7240824,        41.9473328,16
170311609002016,18,       -87.7246818,        41.9475199,16
170311609002017,35,       -87.7252529,        41.9473157,16
170311609002018,26,       -87.7257954,        41.9473013,16
170311609002019,33,       -87.7264577,        41.9472992,16
170311609002020,137,       -87.7271214,        41.9472832,16
170311609002021,10,       -87.7254275,        41.9516255,16
170311609002022,24,       -87.7241027,        41.9508534,16
170311609002023,26,       -87.7247558,        41.9514080,16
170311609002024,21,       -87.7241503,        41.9512234,16
170311609002025,35,       -87.7229539,        41.9509859,16
170311609002026,12,       -87.7246281,        41.9465961,16
170311609002027,0,       -87.7207935,        41.9476334,16
170311609002028,0,       -87.7201426,        41.9475237,16
170311609002029,9,       -87.7228183,        41.9466594,16
170311609002030,45,       -87.7213239,        41.9466729,16
170311609002031,0,       -87.7246978,        41.9503470,16
170311609002032,0,       -87.7247593,        41.9505475,16
170311610001000,49,       -87.7287091,        41.9529984,16
170311610001001,0,       -87.7296507,        41.9525592,16
170311610001002,8,       -87.7296863,        41.9519801,16
170311610001003,19,       -87.7304365,        41.9521947,16
170311610001004,0,       -87.7314131,        41.9532979,16
170311610001005,81,       -87.7320262,        41.9526513,16
170311610001006,109,       -87.7328267,        41.9526903,16
170311610001007,85,       -87.7335677,        41.9526741,16
170311610001008,39,       -87.7335110,        41.9508631,16
170311610001009,34,       -87.7327595,        41.9508712,16
170311610001010,23,       -87.7319918,        41.9508874,16
170311610001011,95,       -87.7311762,        41.9508953,16
170311610001012,48,       -87.7312215,        41.9523814,16
170311610001013,68,       -87.7299527,        41.9509128,16
170311610001014,57,       -87.7287513,        41.9508225,16
170311610001015,0,       -87.7280894,        41.9514723,16
170311610001016,42,       -87.7279539,        41.9505966,16
170311610002000,22,       -87.7277864,        41.9495578,16
170311610002001,46,       -87.7291037,        41.9497764,16
170311610002002,22,       -87.7303602,        41.9495070,16
170311610002003,63,       -87.7311267,        41.9490729,16
170311610002004,66,       -87.7319418,        41.9490640,16
170311610002005,45,       -87.7327141,        41.9490477,16
170311610002006,45,       -87.7334626,        41.9490406,16
170311610002007,50,       -87.7334008,        41.9472071,16
170311610002008,56,       -87.7326525,        41.9472153,16
170311610002009,47,       -87.7318859,        41.9476058,16
170311610002010,1,       -87.7313011,        41.9470820,16
170311610002011,87,       -87.7302568,        41.9472540,16
170311610002012,17,       -87.7303004,        41.9486197,16
170311610002013,30,       -87.7290002,        41.9488606,16
170311610002014,33,       -87.7290045,        41.9493114,16
170311610002015,31,       -87.7289204,        41.9474760,16
170311610002016,43,       -87.7289786,        41.9479481,16
170311610002017,29,       -87.7289477,        41.9483843,16
170311610002018,51,       -87.7277812,        41.9486495,16
170311610002019,35,       -87.7277256,        41.9477239,16
170311610002020,33,       -87.7276910,        41.9468130,16
170311610002021,45,       -87.7289438,        41.9470424,16
170311610002022,53,       -87.7289229,        41.9465857,16
170311611001000,137,       -87.7346841,        41.9526660,16
170311611001001,35,       -87.7357522,        41.9526470,16
170311611001002,43,       -87.7364229,        41.9526404,16
170311611001003,156,       -87.7374034,        41.9526304,16
170311611001004,98,       -87.7386430,        41.9526159,16
170311611001005,114,       -87.7400256,        41.9526871,16
170311611001006,58,       -87.7398349,        41.9507870,16
170311611001007,63,       -87.7391181,        41.9507896,16
170311611001008,34,       -87.7384279,        41.9508069,16
170311611001009,51,       -87.7373980,        41.9508169,16
170311611001010,34,       -87.7363725,        41.9508250,16
170311611001011,32,       -87.7356988,        41.9508378,16
170311611001012,35,       -87.7349999,        41.9508481,16
170311611001013,28,       -87.7342679,        41.9508585,16
170311611001014,17,       -87.7405877,        41.9519626,16
170311611001015,34,       -87.7404985,        41.9508412,16
170311611002000,25,       -87.7413644,        41.9532081,16
170311611002001,99,       -87.7417932,        41.9524681,16
170311611002002,31,       -87.7412674,        41.9526146,16
170311611002003,105,       -87.7418379,        41.9508933,16
170311611002004,12,       -87.7410035,        41.9506053,16
170311611002005,34,       -87.7398859,        41.9494631,16
170311611002006,0,       -87.7390498,        41.9494687,16
170311611002007,50,       -87.7383620,        41.9492632,16
170311611002008,66,       -87.7375763,        41.9485494,16
170311611002009,34,       -87.7370139,        41.9491791,16
170311611002010,63,       -87.7363281,        41.9490015,16
170311611002011,49,       -87.7356354,        41.9490055,16
170311611002012,41,       -87.7349365,        41.9490166,16
170311611002013,31,       -87.7342004,        41.9490260,16
170311611002014,56,       -87.7341430,        41.9471944,16
170311611002015,0,       -87.7356878,        41.9472662,16
170311611002016,17,       -87.7383944,        41.9472535,16
170311611002017,177,       -87.7389557,        41.9486485,16
170311611002018,0,       -87.7400107,        41.9478597,16
170311611002019,2,       -87.7413932,        41.9479199,16
170311611002020,0,       -87.7398554,        41.9466712,16
170311612001000,6,       -87.7354103,        41.9458619,16
170311612001001,11,       -87.7365992,        41.9460226,16
170311612001002,48,       -87.7350596,        41.9449943,16
170311612001003,83,       -87.7356719,        41.9450778,16
170311612001004,78,       -87.7363004,        41.9451255,16
170311612001005,61,       -87.7369072,        41.9451148,16
170311612001006,88,       -87.7374643,        41.9445466,16
170311612001007,68,       -87.7362513,        41.9437562,16
170311612001008,0,       -87.7387590,        41.9440616,16
170311612001009,0,       -87.7403466,        41.9459941,16
170311612001010,0,       -87.7414777,        41.9459439,16
170311612001011,145,       -87.7356382,        41.9435389,16
170311612001012,114,       -87.7350081,        41.9435441,16
170311612001013,76,       -87.7399406,        41.9434948,16
170311612001014,64,       -87.7399764,        41.9450767,16
170311612001015,47,       -87.7406055,        41.9450783,16
170311612001016,60,       -87.7412096,        41.9450663,16
170311612001017,0,       -87.7418040,        41.9450625,16
170311612001018,0,       -87.7421959,        41.9444048,16
170311612001019,83,       -87.7417606,        41.9434743,16
170311612001020,106,       -87.7411811,        41.9434852,16
170311612001021,83,       -87.7405346,        41.9434787,16
170311612002000,72,       -87.7349535,        41.9421696,16
170311612002001,186,       -87.7357122,        41.9411047,16
170311612002002,34,       -87.7349186,        41.9403581,16
170311612002003,47,       -87.7349459,        41.9412694,16
170311612002004,70,       -87.7363858,        41.9402885,16
170311612002005,33,       -87.7367512,        41.9396495,16
170311612002006,45,       -87.7367778,        41.9403394,16
170311612002007,48,       -87.7377723,        41.9423543,16
170311612002008,75,       -87.7386487,        41.9416697,16
170311612002009,88,       -87.7392531,        41.9416595,16
170311612002010,101,       -87.7398876,        41.9416648,16
170311612002011,61,       -87.7404946,        41.9416561,16
170311612002012,0,       -87.7415061,        41.9416432,16
170311612002013,0,       -87.7425628,        41.9416175,16
170311612002014,121,       -87.7380394,        41.9414599,16
170311612002015,63,       -87.7374132,        41.9414601,16
170311612002016,74,       -87.7373669,        41.9400922,16
170311612002017,100,       -87.7379899,        41.9400865,16
170311612002018,126,       -87.7386167,        41.9400825,16
170311612002019,74,       -87.7392236,        41.9400694,16
170311612002020,270,       -87.7408508,        41.9398243,16
170311612002021,13,       -87.7388813,        41.9391599,16
170311612002022,8,       -87.7376732,        41.9391893,16
170311613001000,23,       -87.7276642,        41.9459806,16
170311613001001,14,       -87.7286132,        41.9461681,16
170311613001002,51,       -87.7302242,        41.9461324,16
170311613001003,43,       -87.7302413,        41.9457691,16
170311613001004,28,       -87.7286042,        41.9457881,16
170311613001005,36,       -87.7285641,        41.9454024,16
170311613001006,48,       -87.7302441,        41.9453971,16
170311613001007,104,       -87.7302095,        41.9449814,16
170311613001008,38,       -87.7285851,        41.9450118,16
170311613001009,25,       -87.7276881,        41.9452167,16
170311613001010,23,       -87.7276469,        41.9443896,16
170311613001011,20,       -87.7285509,        41.9445760,16
170311613001012,90,       -87.7301955,        41.9445586,16
170311613001013,83,       -87.7302023,        41.9441560,16
170311613001014,28,       -87.7285668,        41.9441770,16
170311613002000,8,       -87.7276089,        41.9435680,16
170311613002001,43,       -87.7285270,        41.9437549,16
170311613002002,21,       -87.7298785,        41.9437583,16
170311613002003,64,       -87.7300296,        41.9432535,16
170311613002004,68,       -87.7285458,        41.9433640,16
170311613002005,100,       -87.7285118,        41.9429467,16
170311613002006,2,       -87.7275497,        41.9425393,16
170311613002007,0,       -87.7282228,        41.9425451,16
170311613002008,6,       -87.7282250,        41.9420432,16
170311613002009,0,       -87.7290514,        41.9419948,16
170311613002010,80,       -87.7294182,        41.9413771,16
170311613002011,44,       -87.7287934,        41.9412137,16
170311613002012,0,       -87.7279029,        41.9412709,16
170311613002013,214,       -87.7287731,        41.9406481,16
170311613002014,20,       -87.7280769,        41.9409457,16
170311613002015,111,       -87.7287669,        41.9402147,16
170311613002016,78,       -87.7275161,        41.9404335,16
170311613002017,7,       -87.7274991,        41.9395437,16
170311613002018,225,       -87.7287260,        41.9397530,16
170311613002019,31,       -87.7287263,        41.9393003,16
170311613003000,71,       -87.7300257,        41.9413266,16
170311613003001,95,       -87.7312222,        41.9415395,16
170311613003002,0,       -87.7330835,        41.9412902,16
170311613003003,30,       -87.7343566,        41.9412742,16
170311613003004,53,       -87.7343387,        41.9403666,16
170311613003005,134,       -87.7330683,        41.9406079,16
170311613003006,82,       -87.7311966,        41.9406398,16
170311613003007,71,       -87.7312070,        41.9410908,16
170311613003008,161,       -87.7333267,        41.9396965,16
170311613003009,144,       -87.7330519,        41.9401534,16
170311613003010,105,       -87.7311620,        41.9401727,16
170311613003011,0,       -87.7299691,        41.9404146,16
170311613003012,29,       -87.7299459,        41.9397348,16
170311613003013,47,       -87.7311833,        41.9397351,16
170311613003014,3,       -87.7308551,        41.9392802,16
170311613003015,0,       -87.7333048,        41.9392388,16
170311613004000,17,       -87.7317293,        41.9461224,16
170311613004001,140,       -87.7331524,        41.9460501,16
170311613004002,68,       -87.7336351,        41.9453769,16
170311613004003,0,       -87.7331821,        41.9456241,16
170311613004004,10,       -87.7340418,        41.9450219,16
170311613004005,20,       -87.7325334,        41.9454299,16
170311613004006,24,       -87.7317303,        41.9442513,16
170311613004007,38,       -87.7317038,        41.9450444,16
170311613004008,24,       -87.7316856,        41.9453878,16
170311613004009,22,       -87.7317174,        41.9457538,16
170311613004010,0,       -87.7327795,        41.9442415,16
170311613004011,28,       -87.7314385,        41.9445342,16
170311613004012,0,       -87.7314298,        41.9434525,16
170311613004013,85,       -87.7325032,        41.9432632,16
170311613004014,79,       -87.7331825,        41.9434306,16
170311613004015,98,       -87.7337911,        41.9436109,16
170311613004016,107,       -87.7344211,        41.9438075,16
170311613004017,73,       -87.7343830,        41.9421875,16
170311613004018,68,       -87.7331255,        41.9424348,16
170311613004019,52,       -87.7317472,        41.9424573,16
170311613004020,40,       -87.7317878,        41.9430124,16
170311613004021,12,       -87.7311266,        41.9428609,16
170311613004022,71,       -87.7303954,        41.9424337,16
170311613004023,58,       -87.7310595,        41.9422361,16
170311613004024,53,       -87.7316686,        41.9419792,16
170311613004025,92,       -87.7330959,        41.9419705,16
170311613004026,37,       -87.7300284,        41.9421111,16
170311701001000,77,       -87.7876341,        41.9587881,17
170311701001001,0,       -87.7898428,        41.9594736,17
170311701001002,739,       -87.7928766,        41.9575654,17
170311701001003,0,       -87.7883357,        41.9582489,17
170311701001004,0,       -87.7882903,        41.9566014,17
170311701001005,110,       -87.8009605,        41.9546665,17
170311701001006,103,       -87.7937255,        41.9542077,17
170311701001007,207,       -87.7887368,        41.9553900,17
170311701001008,440,       -87.7884916,        41.9538794,17
170311701001009,76,       -87.7901648,        41.9546729,17
170311702001000,95,       -87.7779909,        41.9527980,17
170311702001001,39,       -87.7804232,        41.9525277,17
170311702001002,56,       -87.7803860,        41.9518318,17
170311702001003,89,       -87.7779552,        41.9518679,17
170311702001004,57,       -87.7779617,        41.9523216,17
170311702001005,82,       -87.7803772,        41.9513866,17
170311702001006,75,       -87.7779416,        41.9514203,17
170311702001007,87,       -87.7779239,        41.9509695,17
170311702001008,81,       -87.7803549,        41.9509337,17
170311702001009,57,       -87.7803602,        41.9504957,17
170311702001010,56,       -87.7779051,        41.9505197,17
170311702001011,67,       -87.7778992,        41.9500766,17
170311702001012,65,       -87.7803149,        41.9500321,17
170311702001013,64,       -87.7803091,        41.9495905,17
170311702001014,79,       -87.7778764,        41.9496248,17
170311702001015,0,       -87.7778459,        41.9489427,17
170311702001016,65,       -87.7802967,        41.9491427,17
170311702001017,59,       -87.7802691,        41.9486854,17
170311702002000,54,       -87.7778115,        41.9482566,17
170311702002001,63,       -87.7802567,        41.9482312,17
170311702002002,95,       -87.7826758,        41.9481955,17
170311702002003,39,       -87.7848372,        41.9481849,17
170311702002004,20,       -87.7860263,        41.9479348,17
170311702002005,55,       -87.7848117,        41.9477278,17
170311702002006,64,       -87.7826800,        41.9477528,17
170311702002007,55,       -87.7802357,        41.9477768,17
170311702002008,69,       -87.7778062,        41.9478072,17
170311702002009,66,       -87.7777770,        41.9473474,17
170311702002010,72,       -87.7802298,        41.9473275,17
170311702002011,63,       -87.7826560,        41.9472959,17
170311702002012,52,       -87.7847865,        41.9472726,17
170311702002013,29,       -87.7860057,        41.9470365,17
170311702002014,72,       -87.7847619,        41.9468165,17
170311702002015,69,       -87.7826406,        41.9468438,17
170311702002016,56,       -87.7802070,        41.9468716,17
170311702002017,63,       -87.7777696,        41.9468979,17
170311702002018,65,       -87.7777507,        41.9464431,17
170311702002019,56,       -87.7801765,        41.9464119,17
170311702002020,40,       -87.7826219,        41.9463904,17
170311702002021,53,       -87.7847428,        41.9463619,17
170311702002022,53,       -87.7859575,        41.9461143,17
170311702002023,42,       -87.7847304,        41.9459114,17
170311702002024,38,       -87.7825930,        41.9459315,17
170311702002025,56,       -87.7801697,        41.9459639,17
170311702002026,79,       -87.7777242,        41.9459853,17
170311702003000,139,       -87.7824014,        41.9518951,17
170311702003001,54,       -87.7830893,        41.9524087,17
170311702003002,38,       -87.7850634,        41.9520343,17
170311702003003,77,       -87.7861627,        41.9506577,17
170311702003004,45,       -87.7849244,        41.9508892,17
170311702003005,87,       -87.7827981,        41.9509192,17
170311702003006,107,       -87.7828054,        41.9504834,17
170311702003007,74,       -87.7849135,        41.9504426,17
170311702003008,60,       -87.7849048,        41.9499941,17
170311702003009,86,       -87.7827767,        41.9500239,17
170311702003010,79,       -87.7827495,        41.9495646,17
170311702003011,45,       -87.7848789,        41.9495385,17
170311702003012,31,       -87.7861093,        41.9497485,17
170311702003013,21,       -87.7860488,        41.9488327,17
